CLAVEGEO,CVE_ENT,CVE_DISTRITO,CVE_MUN,CVE_SECCION,DESC_SECCION
400100200166,4,1,2,166,Sección 00166
400100200167,4,1,2,167,Sección 00167
400100200168,4,1,2,168,Sección 00168
400100200169,4,1,2,169,Sección 00169
400100200170,4,1,2,170,Sección 00170
400100200171,4,1,2,171,Sección 00171
400100200172,4,1,2,172,Sección 00172
400100200173,4,1,2,173,Sección 00173
400100200174,4,1,2,174,Sección 00174
400100200175,4,1,2,175,Sección 00175
400100200176,4,1,2,176,Sección 00176
400100200177,4,1,2,177,Sección 00177
400100200178,4,1,2,178,Sección 00178
400100200179,4,1,2,179,Sección 00179
400100200180,4,1,2,180,Sección 00180
400100200181,4,1,2,181,Sección 00181
400100200182,4,1,2,182,Sección 00182
400100500363,4,1,5,363,Sección 00363
400100500364,4,1,5,364,Sección 00364
400100500365,4,1,5,365,Sección 00365
400100500366,4,1,5,366,Sección 00366
400100500367,4,1,5,367,Sección 00367
400100500368,4,1,5,368,Sección 00368
400100500369,4,1,5,369,Sección 00369
400100500370,4,1,5,370,Sección 00370
400100500371,4,1,5,371,Sección 00371
400100500372,4,1,5,372,Sección 00372
400100500373,4,1,5,373,Sección 00373
400100500374,4,1,5,374,Sección 00374
400100500375,4,1,5,375,Sección 00375
400100500376,4,1,5,376,Sección 00376
400100500377,4,1,5,377,Sección 00377
400100500378,4,1,5,378,Sección 00378
400100500379,4,1,5,379,Sección 00379
400100500380,4,1,5,380,Sección 00380
400100600381,4,1,6,381,Sección 00381
400100600382,4,1,6,382,Sección 00382
400100600383,4,1,6,383,Sección 00383
400100600384,4,1,6,384,Sección 00384
400100600385,4,1,6,385,Sección 00385
400100600386,4,1,6,386,Sección 00386
400100600387,4,1,6,387,Sección 00387
400100600388,4,1,6,388,Sección 00388
400100600389,4,1,6,389,Sección 00389
400100600390,4,1,6,390,Sección 00390
400100600391,4,1,6,391,Sección 00391
400100600392,4,1,6,392,Sección 00392
400100600393,4,1,6,393,Sección 00393
400100600394,4,1,6,394,Sección 00394
400100600395,4,1,6,395,Sección 00395
400100600396,4,1,6,396,Sección 00396
400100600397,4,1,6,397,Sección 00397
400100600398,4,1,6,398,Sección 00398
400100600399,4,1,6,399,Sección 00399
400100600400,4,1,6,400,Sección 00400
400100600401,4,1,6,401,Sección 00401
400100600402,4,1,6,402,Sección 00402
400100600403,4,1,6,403,Sección 00403
400100600404,4,1,6,404,Sección 00404
400100600405,4,1,6,405,Sección 00405
400100600406,4,1,6,406,Sección 00406
400100600407,4,1,6,407,Sección 00407
400100600408,4,1,6,408,Sección 00408
400100600409,4,1,6,409,Sección 00409
400100600410,4,1,6,410,Sección 00410
400100600411,4,1,6,411,Sección 00411
400100600412,4,1,6,412,Sección 00412
400100600413,4,1,6,413,Sección 00413
400100600414,4,1,6,414,Sección 00414
400100600415,4,1,6,415,Sección 00415
400100600416,4,1,6,416,Sección 00416
400100600417,4,1,6,417,Sección 00417
400100600418,4,1,6,418,Sección 00418
400100600419,4,1,6,419,Sección 00419
400100600420,4,1,6,420,Sección 00420
400100600421,4,1,6,421,Sección 00421
400100600422,4,1,6,422,Sección 00422
400100600423,4,1,6,423,Sección 00423
400100600424,4,1,6,424,Sección 00424
400100600425,4,1,6,425,Sección 00425
400100600426,4,1,6,426,Sección 00426
400100600427,4,1,6,427,Sección 00427
400100800440,4,1,8,440,Sección 00440
400100800441,4,1,8,441,Sección 00441
400100800442,4,1,8,442,Sección 00442
400100800443,4,1,8,443,Sección 00443
400100800444,4,1,8,444,Sección 00444
400100800445,4,1,8,445,Sección 00445
400100800446,4,1,8,446,Sección 00446
400100800447,4,1,8,447,Sección 00447
400200300183,4,2,3,183,Sección 00183
400200300184,4,2,3,184,Sección 00184
400200300185,4,2,3,185,Sección 00185
400200300186,4,2,3,186,Sección 00186
400200300187,4,2,3,187,Sección 00187
400200300188,4,2,3,188,Sección 00188
400200300189,4,2,3,189,Sección 00189
400200300190,4,2,3,190,Sección 00190
400200300191,4,2,3,191,Sección 00191
400200300192,4,2,3,192,Sección 00192
400200300193,4,2,3,193,Sección 00193
400200300194,4,2,3,194,Sección 00194
400200300195,4,2,3,195,Sección 00195
400200300196,4,2,3,196,Sección 00196
400200300197,4,2,3,197,Sección 00197
400200300198,4,2,3,198,Sección 00198
400200300199,4,2,3,199,Sección 00199
400200300200,4,2,3,200,Sección 00200
400200300201,4,2,3,201,Sección 00201
400200300202,4,2,3,202,Sección 00202
400200300203,4,2,3,203,Sección 00203
400200300204,4,2,3,204,Sección 00204
400200300205,4,2,3,205,Sección 00205
400200300206,4,2,3,206,Sección 00206
400200300207,4,2,3,207,Sección 00207
400200300208,4,2,3,208,Sección 00208
400200300209,4,2,3,209,Sección 00209
400200300210,4,2,3,210,Sección 00210
400200300211,4,2,3,211,Sección 00211
400200300212,4,2,3,212,Sección 00212
400200300213,4,2,3,213,Sección 00213
400200300214,4,2,3,214,Sección 00214
400200300215,4,2,3,215,Sección 00215
400200300216,4,2,3,216,Sección 00216
400200300217,4,2,3,217,Sección 00217
400200300218,4,2,3,218,Sección 00218
400200300219,4,2,3,219,Sección 00219
400200300220,4,2,3,220,Sección 00220
400200300221,4,2,3,221,Sección 00221
400200300222,4,2,3,222,Sección 00222
400200300223,4,2,3,223,Sección 00223
400200300224,4,2,3,224,Sección 00224
400200300225,4,2,3,225,Sección 00225
400200300226,4,2,3,226,Sección 00226
400200300227,4,2,3,227,Sección 00227
400200300228,4,2,3,228,Sección 00228
400200300229,4,2,3,229,Sección 00229
400200300230,4,2,3,230,Sección 00230
400200300231,4,2,3,231,Sección 00231
400200300232,4,2,3,232,Sección 00232
400200300233,4,2,3,233,Sección 00233
400200300234,4,2,3,234,Sección 00234
400200300235,4,2,3,235,Sección 00235
400200300236,4,2,3,236,Sección 00236
400200300237,4,2,3,237,Sección 00237
400200300239,4,2,3,239,Sección 00239
400200300240,4,2,3,240,Sección 00240
400200300241,4,2,3,241,Sección 00241
400200300242,4,2,3,242,Sección 00242
400200300243,4,2,3,243,Sección 00243
400200300244,4,2,3,244,Sección 00244
400200300245,4,2,3,245,Sección 00245
400200300246,4,2,3,246,Sección 00246
400200300247,4,2,3,247,Sección 00247
400200300248,4,2,3,248,Sección 00248
400200300249,4,2,3,249,Sección 00249
400200300250,4,2,3,250,Sección 00250
400200300251,4,2,3,251,Sección 00251
400200300252,4,2,3,252,Sección 00252
400200300253,4,2,3,253,Sección 00253
400200300254,4,2,3,254,Sección 00254
400200300255,4,2,3,255,Sección 00255
400200300256,4,2,3,256,Sección 00256
400200300257,4,2,3,257,Sección 00257
400200300258,4,2,3,258,Sección 00258
400200300259,4,2,3,259,Sección 00259
400200300260,4,2,3,260,Sección 00260
400200300261,4,2,3,261,Sección 00261
400200300262,4,2,3,262,Sección 00262
400200300263,4,2,3,263,Sección 00263
400200300264,4,2,3,264,Sección 00264
400200300265,4,2,3,265,Sección 00265
400200300266,4,2,3,266,Sección 00266
400200300267,4,2,3,267,Sección 00267
400200300268,4,2,3,268,Sección 00268
400200300269,4,2,3,269,Sección 00269
400200300270,4,2,3,270,Sección 00270
400200300271,4,2,3,271,Sección 00271
400200300272,4,2,3,272,Sección 00272
400200300284,4,2,3,284,Sección 00284
400200300472,4,2,3,472,Sección 00472
400200300473,4,2,3,473,Sección 00473
400200300474,4,2,3,474,Sección 00474
400200300478,4,2,3,478,Sección 00478
400200300479,4,2,3,479,Sección 00479
400200300483,4,2,3,483,Sección 00483
400200300484,4,2,3,484,Sección 00484
400200300486,4,2,3,486,Sección 00486
400200300487,4,2,3,487,Sección 00487
400200300488,4,2,3,488,Sección 00488
400200400303,4,2,4,303,Sección 00303
400200400304,4,2,4,304,Sección 00304
400200400305,4,2,4,305,Sección 00305
400200400306,4,2,4,306,Sección 00306
400200400307,4,2,4,307,Sección 00307
400200400308,4,2,4,308,Sección 00308
400200400309,4,2,4,309,Sección 00309
400200400310,4,2,4,310,Sección 00310
400200400311,4,2,4,311,Sección 00311
400200400312,4,2,4,312,Sección 00312
400200400313,4,2,4,313,Sección 00313
400200400314,4,2,4,314,Sección 00314
400200400315,4,2,4,315,Sección 00315
400200400316,4,2,4,316,Sección 00316
400200400317,4,2,4,317,Sección 00317
400200400318,4,2,4,318,Sección 00318
400200400319,4,2,4,319,Sección 00319
400200400320,4,2,4,320,Sección 00320
400200400321,4,2,4,321,Sección 00321
400200400322,4,2,4,322,Sección 00322
400200400323,4,2,4,323,Sección 00323
400200400324,4,2,4,324,Sección 00324
400200400325,4,2,4,325,Sección 00325
400200400326,4,2,4,326,Sección 00326
400200400327,4,2,4,327,Sección 00327
400200400328,4,2,4,328,Sección 00328
400200400329,4,2,4,329,Sección 00329
400200400330,4,2,4,330,Sección 00330
400200400331,4,2,4,331,Sección 00331
400200400332,4,2,4,332,Sección 00332
400200400333,4,2,4,333,Sección 00333
400200400334,4,2,4,334,Sección 00334
400200400335,4,2,4,335,Sección 00335
400200400336,4,2,4,336,Sección 00336
400200400337,4,2,4,337,Sección 00337
400200400338,4,2,4,338,Sección 00338
400200400339,4,2,4,339,Sección 00339
400200400340,4,2,4,340,Sección 00340
400200400341,4,2,4,341,Sección 00341
400200400342,4,2,4,342,Sección 00342
400200400343,4,2,4,343,Sección 00343
400200400344,4,2,4,344,Sección 00344
400200400345,4,2,4,345,Sección 00345
400200400346,4,2,4,346,Sección 00346
400200400347,4,2,4,347,Sección 00347
400200400348,4,2,4,348,Sección 00348
400200400349,4,2,4,349,Sección 00349
400200400350,4,2,4,350,Sección 00350
400200400351,4,2,4,351,Sección 00351
400200400352,4,2,4,352,Sección 00352
400200400353,4,2,4,353,Sección 00353
400200400354,4,2,4,354,Sección 00354
400200400355,4,2,4,355,Sección 00355
400200400359,4,2,4,359,Sección 00359
400200400360,4,2,4,360,Sección 00360
400200400362,4,2,4,362,Sección 00362
400200700428,4,2,7,428,Sección 00428
400200700429,4,2,7,429,Sección 00429
400200700430,4,2,7,430,Sección 00430
400200700431,4,2,7,431,Sección 00431
400200700432,4,2,7,432,Sección 00432
400200700433,4,2,7,433,Sección 00433
400200700434,4,2,7,434,Sección 00434
400200700435,4,2,7,435,Sección 00435
400200700436,4,2,7,436,Sección 00436
400200700437,4,2,7,437,Sección 00437
400200700439,4,2,7,439,Sección 00439
400200900356,4,2,9,356,Sección 00356
400200900357,4,2,9,357,Sección 00357
400200900358,4,2,9,358,Sección 00358
400200900361,4,2,9,361,Sección 00361
400200900448,4,2,9,448,Sección 00448
400200900449,4,2,9,449,Sección 00449
400200900450,4,2,9,450,Sección 00450
400200900451,4,2,9,451,Sección 00451
400200900452,4,2,9,452,Sección 00452
400200900453,4,2,9,453,Sección 00453
400200900454,4,2,9,454,Sección 00454
400200900455,4,2,9,455,Sección 00455
400200900456,4,2,9,456,Sección 00456
400200900457,4,2,9,457,Sección 00457
400200900458,4,2,9,458,Sección 00458
400200900459,4,2,9,459,Sección 00459
400200900460,4,2,9,460,Sección 00460
400200900461,4,2,9,461,Sección 00461
400200900462,4,2,9,462,Sección 00462
400200900463,4,2,9,463,Sección 00463
400200900464,4,2,9,464,Sección 00464
400200900465,4,2,9,465,Sección 00465
400200900466,4,2,9,466,Sección 00466
400200900467,4,2,9,467,Sección 00467
400200900468,4,2,9,468,Sección 00468
400200900469,4,2,9,469,Sección 00469
400200900470,4,2,9,470,Sección 00470
400200900471,4,2,9,471,Sección 00471
400200900475,4,2,9,475,Sección 00475
400200900476,4,2,9,476,Sección 00476
400200900477,4,2,9,477,Sección 00477
400200900480,4,2,9,480,Sección 00480
400200900481,4,2,9,481,Sección 00481
400200900482,4,2,9,482,Sección 00482
400200900485,4,2,9,485,Sección 00485
400200900489,4,2,9,489,Sección 00489
400201000273,4,2,10,273,Sección 00273
400201000274,4,2,10,274,Sección 00274
400201000275,4,2,10,275,Sección 00275
400201000276,4,2,10,276,Sección 00276
400201000277,4,2,10,277,Sección 00277
400201000278,4,2,10,278,Sección 00278
400201000279,4,2,10,279,Sección 00279
400201000280,4,2,10,280,Sección 00280
400201000281,4,2,10,281,Sección 00281
400201000282,4,2,10,282,Sección 00282
400201000283,4,2,10,283,Sección 00283
400201000285,4,2,10,285,Sección 00285
400201000286,4,2,10,286,Sección 00286
400201000287,4,2,10,287,Sección 00287
400201000288,4,2,10,288,Sección 00288
400201000289,4,2,10,289,Sección 00289
400201000290,4,2,10,290,Sección 00290
400201000291,4,2,10,291,Sección 00291
400201000292,4,2,10,292,Sección 00292
400201000293,4,2,10,293,Sección 00293
400201000294,4,2,10,294,Sección 00294
400201000295,4,2,10,295,Sección 00295
400201000296,4,2,10,296,Sección 00296
400201000297,4,2,10,297,Sección 00297
400201000298,4,2,10,298,Sección 00298
400201000299,4,2,10,299,Sección 00299
400201000300,4,2,10,300,Sección 00300
400201000301,4,2,10,301,Sección 00301
400201000302,4,2,10,302,Sección 00302
400201000490,4,2,10,490,Sección 00490
