index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
7775,Ensenada,247,El Sauzal de Rodriguez,0308,38,49,*,*,11,10.84,2.16,16,0.82,3.77,8,19
7776,Ensenada,247,El Sauzal de Rodriguez,0308,39,108,5,3,19,11.97,2.04,37,0.68,3.18,24,22
7777,Ensenada,247,El Sauzal de Rodriguez,0308,40,118,*,5,12,12.18,1.67,49,0.76,2.74,30,43
7778,Ensenada,247,El Sauzal de Rodriguez,0308,41,155,4,9,14,10.75,1.57,51,0.76,3.37,31,42
7779,Ensenada,247,El Sauzal de Rodriguez,0308,42,340,16,20,14,8.28,2.19,101,1.08,3.66,37,163
7780,Ensenada,247,El Sauzal de Rodriguez,0308,43,88,*,4,6,10.61,2.22,26,0.85,3.38,15,34
7781,Ensenada,247,El Sauzal de Rodriguez,0308,44,105,*,3,19,12.27,1.64,35,0.72,3.09,21,38
7782,Ensenada,247,El Sauzal de Rodriguez,0308,45,90,3,4,12,12.46,1.70,42,0.64,2.37,24,43
7784,Ensenada,247,El Sauzal de Rodriguez,1147,1,72,4,4,7,15.60,1.37,29,0.64,2.77,20,30
7785,Ensenada,247,El Sauzal de Rodriguez,1147,2,74,3,*,6,14.93,1.39,27,0.56,3.22,21,34
7786,Ensenada,247,El Sauzal de Rodriguez,1147,3,11,0,*,0,17.33,1.17,5,0.52,2.75,4,8
7787,Ensenada,247,El Sauzal de Rodriguez,1147,4,41,*,*,*,15.19,0.82,16,0.68,2.56,14,10
7788,Ensenada,247,El Sauzal de Rodriguez,1147,6,0,0,0,0,0,0,0,0,0,0,0
7789,Ensenada,247,El Sauzal de Rodriguez,1147,7,6,*,*,*,*,*,2,*,*,*,*
7790,Ensenada,247,El Sauzal de Rodriguez,1147,8,16,0,*,*,12.07,1,10,0.76,2.29,4,3
7791,Ensenada,247,El Sauzal de Rodriguez,1147,10,53,3,4,*,11.02,2.20,18,0.78,3.31,9,9
7792,Ensenada,247,El Sauzal de Rodriguez,1147,11,17,*,*,3,11.58,1.43,7,0.74,2.43,3,7
7793,Ensenada,247,El Sauzal de Rodriguez,1147,12,25,*,*,*,13.05,1.67,6,1.09,4.17,4,13
7794,Ensenada,247,El Sauzal de Rodriguez,1147,13,0,0,0,0,0,0,0,0,0,0,0
7795,Ensenada,247,El Sauzal de Rodriguez,1147,14,5,*,*,*,*,*,1,*,*,*,*
7796,Ensenada,247,El Sauzal de Rodriguez,1147,15,2,*,*,*,*,*,1,*,*,*,*
7797,Ensenada,247,El Sauzal de Rodriguez,1147,16,2,*,*,*,*,*,1,*,*,*,*
7798,Ensenada,247,El Sauzal de Rodriguez,1147,17,2,*,*,*,*,*,1,*,*,*,*
7800,Ensenada,247,El Sauzal de Rodriguez,2094,1,34,*,*,4,16.81,1,18,0.58,2.27,13,19
7801,Ensenada,247,El Sauzal de Rodriguez,2094,2,41,0,*,6,17.37,1.78,14,0.57,3.15,12,16
7802,Ensenada,247,El Sauzal de Rodriguez,2094,3,36,*,3,5,16.04,1,20,0.52,2.25,16,14
7803,Ensenada,247,El Sauzal de Rodriguez,2094,4,21,0,*,0,16.13,1.63,9,0.66,3,7,9
7804,Ensenada,247,El Sauzal de Rodriguez,2094,5,31,*,*,5,14.96,1.44,17,0.48,2.07,13,14
7805,Ensenada,247,El Sauzal de Rodriguez,2094,6,43,*,4,0,15.94,1.19,14,0.65,3.31,13,11
7806,Ensenada,247,El Sauzal de Rodriguez,2094,7,0,0,0,0,0,0,0,0,0,0,0
7807,Ensenada,247,El Sauzal de Rodriguez,2094,8,16,0,*,*,13.38,2.60,5,0.64,3.20,5,5
7808,Ensenada,247,El Sauzal de Rodriguez,2094,9,38,0,3,3,12.66,1.33,12,0.83,3.45,8,6
7809,Ensenada,247,El Sauzal de Rodriguez,2094,10,17,0,0,0,15.42,1.17,9,0.61,3.40,5,11
7810,Ensenada,247,El Sauzal de Rodriguez,2094,11,21,*,0,*,16.89,0.90,23,0.53,2.10,10,12
7811,Ensenada,247,El Sauzal de Rodriguez,2094,12,41,0,5,5,14.24,1.59,23,0.77,2.93,11,19
7812,Ensenada,247,El Sauzal de Rodriguez,2094,13,15,*,0,*,12.38,1.57,10,0.58,2.14,6,5
7814,Ensenada,247,El Sauzal de Rodriguez,2200,1,44,5,*,*,15.50,0.88,20,0.55,2.44,18,25
7815,Ensenada,247,El Sauzal de Rodriguez,2200,2,76,*,3,*,15.72,1.41,32,0.58,2.92,24,44
7816,Ensenada,247,El Sauzal de Rodriguez,2200,3,42,*,*,*,14.79,1.10,15,0.64,3.23,13,17
7817,Ensenada,247,El Sauzal de Rodriguez,2200,4,62,3,4,*,16.69,1.15,29,0.53,2.38,24,19
7819,Ensenada,247,El Sauzal de Rodriguez,2215,1,63,5,*,*,6.98,2.35,20,1.31,3.15,*,43
7820,Ensenada,247,El Sauzal de Rodriguez,2215,2,34,3,*,*,6.11,2.45,21,1.18,2.13,*,25
7821,Ensenada,247,El Sauzal de Rodriguez,2215,3,9,0,*,*,6.50,1.25,5,1.29,2.25,*,7
7822,Ensenada,247,El Sauzal de Rodriguez,2215,4,67,4,6,0,8.33,2.29,18,1.66,3.72,*,40
7823,Ensenada,247,El Sauzal de Rodriguez,2215,5,46,4,5,*,6.14,2.05,19,1.15,2.42,3,27
7824,Ensenada,247,El Sauzal de Rodriguez,2215,6,14,*,*,0,5.78,3,6,1.40,2.33,0,8
7825,Ensenada,247,El Sauzal de Rodriguez,2215,7,7,0,*,0,7.40,1.67,6,0.78,1.75,*,3
7826,Ensenada,247,El Sauzal de Rodriguez,2215,8,205,14,22,0,7.32,2.04,77,1.39,2.73,16,117
7827,Ensenada,247,El Sauzal de Rodriguez,2215,9,11,0,*,0,4.13,2.25,4,1.10,2.75,0,9
7828,Ensenada,247,El Sauzal de Rodriguez,2215,10,7,*,*,*,*,*,2,*,*,*,*
7829,Ensenada,247,El Sauzal de Rodriguez,2215,800,3,*,*,*,*,*,2,*,*,*,*
7831,Ensenada,247,El Sauzal de Rodriguez,7324,1,50,*,*,7,9.87,1.58,18,0.77,3.13,9,12
7832,Ensenada,247,El Sauzal de Rodriguez,7324,2,75,*,*,4,8.59,1.75,31,0.89,3.57,10,29
7833,Ensenada,247,El Sauzal de Rodriguez,7324,3,68,*,*,*,10.21,1.62,21,0.94,3.24,9,14
7834,Ensenada,247,El Sauzal de Rodriguez,7324,4,33,*,*,0,16.44,1.38,23,0.65,2.54,11,22
7835,Ensenada,247,El Sauzal de Rodriguez,7324,5,460,15,25,28,9.02,2.23,137,1.01,3.48,53,162
7836,Ensenada,247,El Sauzal de Rodriguez,7324,6,141,7,13,7,9.56,2.43,41,1.06,3.62,14,47
7837,Ensenada,247,El Sauzal de Rodriguez,7324,8,133,3,6,6,9.57,1.83,47,0.98,2.96,21,61
7838,Ensenada,247,El Sauzal de Rodriguez,7324,11,58,*,0,3,12.61,1.38,23,0.76,3.05,13,15
7839,Ensenada,247,El Sauzal de Rodriguez,7324,12,122,7,6,13,7.68,2.06,47,1.16,2.90,20,42
7840,Ensenada,247,El Sauzal de Rodriguez,7324,13,66,4,7,9,8.45,1.96,26,0.94,2.64,8,29
7841,Ensenada,247,El Sauzal de Rodriguez,7324,14,88,9,3,*,9.19,1.97,22,1.11,4,9,23
7842,Ensenada,247,El Sauzal de Rodriguez,7324,15,98,8,3,6,9.61,2.07,28,0.97,3.77,15,20
7843,Ensenada,247,El Sauzal de Rodriguez,7324,16,80,3,5,8,8.58,2.60,25,0.95,3.33,5,27
7844,Ensenada,247,El Sauzal de Rodriguez,7324,17,37,3,4,3,7.57,2.47,9,1.37,4.63,3,7
7845,Ensenada,247,El Sauzal de Rodriguez,7324,19,126,7,8,9,9.07,2.19,32,1.22,4.06,8,34
7846,Ensenada,247,El Sauzal de Rodriguez,7324,20,22,3,*,*,6.75,3.50,5,1.57,4.40,0,*
7847,Ensenada,247,El Sauzal de Rodriguez,7324,21,81,3,9,6,9.36,2.41,25,1.19,3.86,7,29
7849,Ensenada,247,El Sauzal de Rodriguez,7409,1,88,3,*,7,12.76,1.97,27,0.82,3.52,19,32
7850,Ensenada,247,El Sauzal de Rodriguez,7409,2,0,0,0,0,0,0,0,0,0,0,0
7851,Ensenada,247,El Sauzal de Rodriguez,7409,3,99,0,4,13,14.38,1.38,38,0.70,2.91,29,46
7852,Ensenada,247,El Sauzal de Rodriguez,7409,4,80,*,0,12,13.56,1.59,37,0.49,2.58,20,25
7853,Ensenada,247,El Sauzal de Rodriguez,7409,5,52,0,0,10,14.89,1.44,19,0.58,3.06,16,14
7854,Ensenada,247,El Sauzal de Rodriguez,7409,6,110,*,*,7,13.98,1.26,43,0.57,2.75,35,41
7855,Ensenada,247,El Sauzal de Rodriguez,7409,7,70,3,*,8,12.67,1.24,27,0.50,2.69,21,24
7856,Ensenada,247,El Sauzal de Rodriguez,7409,8,77,*,*,15,12.39,1.71,32,0.61,2.57,24,44
7857,Ensenada,247,El Sauzal de Rodriguez,7409,9,105,3,5,14,12.94,1.43,29,0.67,3.75,21,34
7858,Ensenada,247,El Sauzal de Rodriguez,7409,10,19,0,*,4,13.75,1.50,9,0.53,2.11,5,11
7859,Ensenada,247,El Sauzal de Rodriguez,7409,11,41,0,*,4,13.29,1.67,15,0.65,3.15,11,5
7860,Ensenada,247,El Sauzal de Rodriguez,7409,12,106,*,4,7,13.38,1.34,42,0.69,2.59,28,31
7861,Ensenada,247,El Sauzal de Rodriguez,7409,13,44,3,*,8,14.23,1.27,28,0.41,1.91,19,22
7862,Ensenada,247,El Sauzal de Rodriguez,7409,14,82,*,*,13,13.14,1.26,27,0.68,3.28,20,44
7863,Ensenada,247,El Sauzal de Rodriguez,7409,15,53,0,5,7,14.37,2.23,22,0.52,2.65,15,27
7864,Ensenada,247,El Sauzal de Rodriguez,7409,16,213,13,5,29,9.37,2.13,56,0.89,4.02,25,62
7865,Ensenada,247,El Sauzal de Rodriguez,7409,17,150,4,6,17,10.74,1.87,44,0.89,3.49,22,33
7866,Ensenada,247,El Sauzal de Rodriguez,7409,18,144,3,10,4,11.74,1.52,43,0.75,3.51,34,79
7867,Ensenada,247,El Sauzal de Rodriguez,7409,19,67,*,4,0,15.27,1.25,21,0.59,3.19,18,28
7868,Ensenada,247,El Sauzal de Rodriguez,7409,20,0,0,0,0,0,0,0,0,0,0,0
7869,Ensenada,247,El Sauzal de Rodriguez,7409,24,0,0,0,0,0,0,0,0,0,0,0
7870,Ensenada,247,El Sauzal de Rodriguez,7409,25,0,0,0,0,0,0,0,0,0,0,0
7871,Ensenada,247,El Sauzal de Rodriguez,7409,26,72,5,*,*,12.32,1.70,31,0.76,2.67,23,23
7872,Ensenada,247,El Sauzal de Rodriguez,7409,27,48,*,*,6,10.69,2.22,21,0.98,2.82,4,13
7873,Ensenada,247,El Sauzal de Rodriguez,7409,28,31,*,0,*,10.96,2.29,14,1,3.10,3,5
7874,Ensenada,247,El Sauzal de Rodriguez,7409,29,11,*,*,*,*,*,1,*,*,*,*
7875,Ensenada,247,El Sauzal de Rodriguez,7409,30,0,0,0,0,0,0,0,0,0,0,0
7876,Ensenada,247,El Sauzal de Rodriguez,7409,31,98,*,4,12,10.71,1.88,30,0.74,3.27,18,20
7877,Ensenada,247,El Sauzal de Rodriguez,7409,32,47,3,*,3,15.26,2.54,18,0.53,2.94,16,15
7878,Ensenada,247,El Sauzal de Rodriguez,7409,33,72,7,3,6,15.69,1.60,23,0.63,3.13,19,23
7879,Ensenada,247,El Sauzal de Rodriguez,7409,34,42,*,0,*,13.64,1.60,13,0.51,3.50,10,8
7880,Ensenada,247,El Sauzal de Rodriguez,7409,35,5,*,*,*,*,*,3,*,*,*,*
7881,Ensenada,247,El Sauzal de Rodriguez,7409,36,18,0,*,*,16,1.57,10,0.58,3.60,5,5
7882,Ensenada,247,El Sauzal de Rodriguez,7409,38,10,*,0,*,12.38,1.67,4,0.91,3.33,*,3
7883,Ensenada,247,El Sauzal de Rodriguez,7409,39,121,7,4,9,11.78,1.82,40,0.75,3.27,29,61
7885,Ensenada,247,El Sauzal de Rodriguez,7466,1,98,*,5,10,9.64,2.21,34,0.75,2.97,12,17
7886,Ensenada,247,El Sauzal de Rodriguez,7466,2,1,*,*,*,*,*,1,*,*,*,*
7887,Ensenada,247,El Sauzal de Rodriguez,7466,3,62,*,*,10,9.04,2.60,21,0.90,3.10,4,22
7888,Ensenada,247,El Sauzal de Rodriguez,7466,4,89,5,5,3,9.36,1.78,24,1.01,4.05,12,19
7889,Ensenada,247,El Sauzal de Rodriguez,7466,8,0,0,0,0,0,0,0,0,0,0,0
7890,Ensenada,247,El Sauzal de Rodriguez,7466,9,0,0,0,0,0,0,0,0,0,0,0
7891,Ensenada,247,El Sauzal de Rodriguez,7466,14,0,0,0,0,0,0,0,0,0,0,0
7892,Ensenada,247,El Sauzal de Rodriguez,7466,15,0,0,0,0,0,0,0,0,0,0,0
7893,Ensenada,247,El Sauzal de Rodriguez,7466,17,0,0,0,0,0,0,0,0,0,0,0
7894,Ensenada,247,El Sauzal de Rodriguez,7466,19,0,0,0,0,0,0,0,0,0,0,0
7895,Ensenada,247,El Sauzal de Rodriguez,7466,20,36,*,*,7,7.72,2.87,17,0.77,2.40,5,21
7896,Ensenada,247,El Sauzal de Rodriguez,7466,21,15,0,*,*,9.43,1.86,7,0.79,3,*,6
7897,Ensenada,247,El Sauzal de Rodriguez,7466,22,19,0,0,4,10.06,1.86,5,0.95,3.80,*,6
7899,Ensenada,247,El Sauzal de Rodriguez,7470,1,244,*,8,41,15,1.25,169,0.47,2.22,89,46
7900,Ensenada,247,El Sauzal de Rodriguez,7470,2,38,0,0,9,13.94,1.48,19,0.57,2.53,13,13
7901,Ensenada,247,El Sauzal de Rodriguez,7470,4,0,0,0,0,0,0,0,0,0,0,0
7902,Ensenada,247,El Sauzal de Rodriguez,7470,5,14,*,0,0,16.50,0.80,8,0.64,2.80,5,7
7903,Ensenada,247,El Sauzal de Rodriguez,7470,6,0,0,0,0,0,0,0,0,0,0,0
7904,Ensenada,247,El Sauzal de Rodriguez,7470,7,0,0,0,0,0,0,0,0,0,0,0
7905,Ensenada,247,El Sauzal de Rodriguez,7470,8,0,0,0,0,0,0,0,0,0,0,0
7906,Ensenada,247,El Sauzal de Rodriguez,7470,9,0,0,0,0,0,0,0,0,0,0,0
7907,Ensenada,247,El Sauzal de Rodriguez,7470,13,36,0,0,7,14.50,2.21,14,0.51,2.77,12,19
7908,Ensenada,247,El Sauzal de Rodriguez,7470,14,44,3,*,5,15.67,1.63,15,0.58,2.93,14,14
7909,Ensenada,247,El Sauzal de Rodriguez,7470,16,75,3,*,11,15.03,1.31,56,0.47,2.27,31,20
7910,Ensenada,247,El Sauzal de Rodriguez,7470,17,0,0,0,0,0,0,0,0,0,0,0
7911,Ensenada,247,El Sauzal de Rodriguez,7470,18,5,0,0,*,12.80,2,3,0.33,1.67,*,0
7912,Ensenada,247,El Sauzal de Rodriguez,7470,19,11,0,0,4,13.45,1.60,8,0.46,1.57,5,5
7913,Ensenada,247,El Sauzal de Rodriguez,7470,20,2,*,*,*,*,*,1,*,*,*,*
7914,Ensenada,247,El Sauzal de Rodriguez,7470,21,0,0,0,0,0,0,0,0,0,0,0
7915,Ensenada,247,El Sauzal de Rodriguez,7470,22,41,3,0,4,14.76,1.63,22,0.53,2.41,13,10
7916,Ensenada,247,El Sauzal de Rodriguez,7470,23,0,0,0,0,0,0,0,0,0,0,0
7917,Ensenada,247,El Sauzal de Rodriguez,7470,24,0,0,0,0,0,0,0,0,0,0,0
7918,Ensenada,247,El Sauzal de Rodriguez,7470,25,0,0,0,0,0,0,0,0,0,0,0
7919,Ensenada,247,El Sauzal de Rodriguez,7470,26,0,0,0,0,0,0,0,0,0,0,0
7920,Ensenada,247,El Sauzal de Rodriguez,7470,27,0,0,0,0,0,0,0,0,0,0,0
7921,Ensenada,247,El Sauzal de Rodriguez,7470,29,0,0,0,0,0,0,0,0,0,0,0
7922,Ensenada,247,El Sauzal de Rodriguez,7470,30,0,0,0,0,0,0,0,0,0,0,0
7923,Ensenada,247,El Sauzal de Rodriguez,7470,31,18,0,0,3,15.69,1.25,9,0.39,2.25,7,10
7924,Ensenada,247,El Sauzal de Rodriguez,7470,32,0,0,0,0,0,0,0,0,0,0,0
7925,Ensenada,247,El Sauzal de Rodriguez,7470,33,17,*,*,4,13.38,1.29,8,0.53,2.43,7,5
7926,Ensenada,247,El Sauzal de Rodriguez,7470,35,90,*,3,16,16.60,1.26,50,0.43,2.25,39,32
7927,Ensenada,247,El Sauzal de Rodriguez,7470,36,27,0,0,8,15.52,1.35,14,0.41,1.93,14,6
7928,Ensenada,247,El Sauzal de Rodriguez,7470,37,0,0,0,0,0,0,0,0,0,0,0
7930,Ensenada,247,El Sauzal de Rodriguez,7485,1,40,*,*,*,10.61,2.54,15,0.74,3.08,8,8
7931,Ensenada,247,El Sauzal de Rodriguez,7485,2,96,6,7,4,9.58,1.86,31,1.08,3.31,9,46
7932,Ensenada,247,El Sauzal de Rodriguez,7485,4,0,0,0,0,0,0,0,0,0,0,0
7933,Ensenada,247,El Sauzal de Rodriguez,7485,7,134,8,7,14,9.37,2.22,44,0.94,3.35,20,32
7934,Ensenada,247,El Sauzal de Rodriguez,7485,8,154,5,4,30,10.59,1.71,53,0.72,3.08,24,45
7935,Ensenada,247,El Sauzal de Rodriguez,7485,9,135,6,4,10,8.82,1.91,36,1.09,3.75,14,65
7936,Ensenada,247,El Sauzal de Rodriguez,7485,10,19,*,*,0,8.64,1.71,5,1.36,4.75,*,8
7937,Ensenada,247,El Sauzal de Rodriguez,7485,11,19,*,0,3,10.21,1.88,8,0.90,3.17,*,3
7938,Ensenada,247,El Sauzal de Rodriguez,7485,12,0,0,0,0,0,0,1,0,0,0,0
7939,Ensenada,247,El Sauzal de Rodriguez,7485,14,15,0,*,0,10.71,1.75,5,1.50,5,*,*
7940,Ensenada,247,El Sauzal de Rodriguez,7485,15,2,*,*,*,*,*,2,*,*,*,*
7941,Ensenada,247,El Sauzal de Rodriguez,7485,17,21,0,*,*,10.06,1.29,9,0.78,3,3,3
7942,Ensenada,247,El Sauzal de Rodriguez,7485,18,2,*,*,*,*,*,1,*,*,*,*
7943,Ensenada,247,El Sauzal de Rodriguez,7485,19,37,*,0,5,9.67,1.89,16,0.70,2.64,4,11
7944,Ensenada,247,El Sauzal de Rodriguez,7485,21,4,*,*,*,*,*,1,*,*,*,*
7945,Ensenada,247,El Sauzal de Rodriguez,7485,22,0,0,0,0,0,0,0,0,0,0,0
7946,Ensenada,247,El Sauzal de Rodriguez,7485,23,30,*,*,5,10.39,1.42,13,0.68,3,6,12
7947,Ensenada,247,El Sauzal de Rodriguez,7485,24,9,*,0,0,14.71,1.33,4,0.56,2.25,3,4
7948,Ensenada,247,El Sauzal de Rodriguez,7485,25,3,*,*,*,*,*,3,*,*,*,*
7949,Ensenada,247,El Sauzal de Rodriguez,7485,28,6,*,*,*,*,*,1,*,*,*,*
7950,Ensenada,247,El Sauzal de Rodriguez,7485,29,15,0,0,*,10.09,2,7,0.83,2.50,3,3
7951,Ensenada,247,El Sauzal de Rodriguez,7485,31,36,*,4,0,8.61,2.38,11,1.33,4,5,15
7952,Ensenada,247,El Sauzal de Rodriguez,7485,32,9,0,0,*,12,1,4,0.69,2.25,*,0
7953,Ensenada,247,El Sauzal de Rodriguez,7485,33,21,*,*,*,11.07,2.33,7,0.81,3,*,4
7954,Ensenada,247,El Sauzal de Rodriguez,7485,34,23,0,*,4,9.43,2,8,1,2.88,*,0
7955,Ensenada,247,El Sauzal de Rodriguez,7485,35,7,0,0,4,11.14,0.50,5,0.58,1.40,4,*
7956,Ensenada,247,El Sauzal de Rodriguez,7485,36,9,*,0,3,8.71,2.50,3,0.75,3,*,0
7957,Ensenada,247,El Sauzal de Rodriguez,7485,38,14,*,*,0,14.55,1,7,0.67,2.80,5,*
7958,Ensenada,247,El Sauzal de Rodriguez,7485,40,9,0,0,*,9.44,1.60,3,0.47,3,*,3
7959,Ensenada,247,El Sauzal de Rodriguez,7485,42,4,*,*,*,*,*,2,*,*,*,*
7960,Ensenada,247,El Sauzal de Rodriguez,7485,43,6,0,0,0,13.40,1.50,3,0.67,2,3,*
7961,Ensenada,247,El Sauzal de Rodriguez,7485,44,12,0,0,3,10.40,1,8,0.50,2,4,5
7962,Ensenada,247,El Sauzal de Rodriguez,7485,45,9,0,0,0,13.13,1,3,0.60,3,3,4
7963,Ensenada,247,El Sauzal de Rodriguez,7485,800,4,*,*,*,*,*,2,*,*,*,*
7966,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),1823,1,15,3,*,0,7.67,3,4,1.25,5,*,3
7967,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),1823,800,4,*,*,*,*,*,2,*,*,*,*
7969,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,1,30,*,*,*,9.28,2.30,8,0.97,4.29,*,13
7970,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,2,54,6,6,*,7,2.46,17,1.33,3.60,0,18
7971,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,3,30,3,*,0,8.33,2.44,7,1.15,4.29,3,9
7972,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,4,43,3,3,0,7.03,1.50,16,1.23,3.91,*,21
7973,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,5,19,3,0,*,9.36,1.71,8,0.73,2.38,*,4
7974,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,6,29,*,*,*,7.26,2.73,8,1.16,4.14,*,12
7975,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,7,27,*,0,*,7.77,2.18,12,1.05,3,0,14
7976,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,8,21,3,*,0,9.83,2,5,1.13,4.20,*,6
7977,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,9,26,3,0,*,8.68,3,12,1,3.25,*,16
7978,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,10,31,*,3,*,6.83,2.70,9,1.29,4.43,*,6
7979,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,11,30,*,3,*,8.62,2.83,14,0.96,3,*,12
7980,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,12,26,0,*,4,7.04,2.79,27,0.76,2.60,3,10
7981,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,13,23,*,0,0,9.06,1.20,8,0.85,2.88,3,8
7982,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,14,34,4,*,*,10.26,1.93,18,0.94,3.78,5,9
7983,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,15,21,4,*,0,6.92,1.80,23,1.40,3,0,11
7984,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,16,77,7,5,0,6.60,1.89,20,1.43,4.53,*,35
7985,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,17,33,3,5,*,6,2.09,10,1.65,4.13,0,23
7986,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,18,15,*,*,0,7.20,1.86,6,0.94,3.75,0,5
7987,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,19,89,6,5,*,6.69,2.81,26,1.23,3.87,*,33
7988,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,20,39,*,3,3,5.82,3.36,14,1.11,3.25,3,23
7989,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,21,38,*,5,3,6.96,2.13,11,1.15,4.22,*,20
7990,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,22,28,*,3,0,8.57,2.14,31,1.40,4.67,0,7
7991,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,23,11,0,0,*,3.67,3.50,6,0.79,1.83,0,3
7992,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,24,26,0,*,0,9.89,2,10,1.08,4.33,3,*
7993,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,25,23,*,*,0,6.19,1.89,12,0.88,3.29,*,3
7994,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,26,53,4,3,0,6.44,1.80,19,1.17,3.53,*,17
7995,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,27,39,*,*,*,6.72,2.31,8,1.50,5.57,*,22
7996,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,28,25,3,4,0,6,1.60,14,1.22,2.78,0,7
7997,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,29,18,*,*,3,3.64,4.88,16,0.86,2.25,0,7
7998,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,30,26,*,*,0,9,1.64,10,0.89,2.89,5,9
7999,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,31,28,*,*,*,7.13,2,8,1.08,4,5,8
8000,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,32,19,*,*,*,6.67,2,20,1.19,4.75,3,8
8001,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,33,25,*,*,*,5.65,2.50,9,1,3.13,0,10
8002,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,34,30,*,3,0,4.33,2.69,10,1.75,3.75,0,16
8003,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,35,18,0,*,*,6.46,3.83,5,1.29,3.60,0,6
8004,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,37,41,5,4,*,5.32,4.38,10,1.71,4.10,0,14
8005,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8591,800,1,*,*,*,*,*,2,*,*,*,*
8007,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,1,15,0,3,0,7.80,2,6,1.22,3,0,5
8008,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,2,15,*,*,3,7.64,3.17,8,0.58,2.50,*,*
8009,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,3,0,0,0,0,0,0,0,0,0,0,0
8010,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,4,27,*,3,*,8.31,2,10,1.50,4.50,*,7
8011,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,5,0,0,0,0,0,0,0,0,0,0,0
8012,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,6,46,*,4,*,9.27,1.57,18,1.08,3.29,5,9
8013,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,7,36,0,*,*,7.12,1.77,16,1.50,4.50,*,22
8014,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,8,36,4,4,*,6.38,2.08,10,1.44,4.50,*,18
8015,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,9,31,0,3,*,8.09,1.75,13,1.63,3.88,0,7
8016,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,10,0,0,0,0,0,0,0,0,0,0,0
8017,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,11,39,3,*,3,5.04,2.93,12,1.34,3.90,*,20
8018,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,12,6,*,*,*,*,*,4,*,*,*,*
8019,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,13,2,*,*,*,*,*,1,*,*,*,*
8020,Ensenada,935,Lazaro Cardenas (Valle de la Trinidad),8604,14,37,5,*,0,8.28,1.83,13,1.23,3.70,*,9
