ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,PNACOE,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_PC
02,Baja California,002,Mexicali,0001,Mexicali,2778,004,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,2778,005,81,*,*,11,15.04,1.36,16,26,3.24,0.55,22
02,Baja California,002,Mexicali,0001,Mexicali,2778,006,245,4,5,45,14.22,1.58,70,95,2.72,0.52,80
02,Baja California,002,Mexicali,0001,Mexicali,2778,008,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,2778,009,52,*,0,23,14.96,2.17,10,25,2.36,0.41,16
02,Baja California,002,Mexicali,0001,Mexicali,2778,010,52,*,*,8,14.57,1.73,12,18,3.06,0.53,17
02,Baja California,002,Mexicali,0001,Mexicali,2778,011,74,*,0,22,14.48,1.97,21,26,3.08,0.52,21
02,Baja California,002,Mexicali,0001,Mexicali,2778,012,56,0,0,30,9.63,1.93,11,22,2.10,0.37,15
02,Baja California,002,Mexicali,0001,Mexicali,2778,013,3,*,*,*,*,*,*,2,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,2778,014,84,0,0,26,13.30,1.98,21,40,2.55,0.51,25
02,Baja California,002,Mexicali,0001,Mexicali,2778,015,48,*,*,6,14.34,1.90,9,19,3.69,0.56,11
02,Baja California,002,Mexicali,0001,Mexicali,2778,016,28,*,*,*,15.63,1.62,5,7,4,0.67,7
02,Baja California,002,Mexicali,0001,Mexicali,2778,017,63,0,0,21,14.95,1.43,23,25,2.63,0.43,22
02,Baja California,002,Mexicali,0001,Mexicali,2778,018,84,*,*,22,15.14,1.50,30,32,2.80,0.51,25
02,Baja California,002,Mexicali,0001,Mexicali,2778,019,239,3,4,54,13.72,1.84,72,103,2.60,0.58,66
02,Baja California,002,Mexicali,0001,Mexicali,2778,020,23,0,*,8,14.05,1.92,7,14,2.30,0.55,7
02,Baja California,002,Mexicali,0001,Mexicali,2778,022,30,0,*,6,13.31,2.93,12,18,2.31,0.54,8
02,Baja California,002,Mexicali,0001,Mexicali,2778,024,28,0,*,7,13.08,1.72,3,12,3.11,0.57,7
02,Baja California,002,Mexicali,0001,Mexicali,2778,025,37,*,*,6,14.69,2,8,12,3.36,0.47,11
02,Baja California,002,Mexicali,0001,Mexicali,2778,027,64,*,4,14,15.21,1.72,15,21,3.20,0.55,18
02,Baja California,002,Mexicali,0001,Mexicali,2778,028,20,0,0,5,14.50,1.69,12,11,2.86,0.40,7
02,Baja California,002,Mexicali,0001,Mexicali,2778,029,71,*,*,14,14.28,1.41,23,29,2.63,0.58,25
02,Baja California,002,Mexicali,0001,Mexicali,2778,032,21,0,0,*,11.89,1.80,3,7,3,0.58,6
02,Baja California,002,Mexicali,0001,Mexicali,2778,035,57,0,0,19,13.58,2.27,18,22,2.59,0.40,18
02,Baja California,002,Mexicali,0001,Mexicali,2778,036,38,0,0,16,14.14,2.65,18,14,2.92,0.52,12
02,Baja California,002,Mexicali,0001,Mexicali,2778,037,69,3,*,19,14.21,1.89,20,28,2.88,0.52,20
02,Baja California,002,Mexicali,0001,Mexicali,2778,038,59,*,*,12,14.33,1.57,23,19,3.28,0.56,17
02,Baja California,002,Mexicali,0001,Total AGEB urbana,2782,000,2787,61,71,484,12.38,1.88,699,1158,2.87,0.63,632
02,Baja California,002,Mexicali,0001,Mexicali,2782,001,48,*,3,12,11.56,2.33,12,21,2.53,0.61,10
02,Baja California,002,Mexicali,0001,Mexicali,2782,002,96,0,5,12,12.52,1.84,14,32,3.43,0.74,23
02,Baja California,002,Mexicali,0001,Mexicali,2782,003,71,*,*,9,12.90,1.71,25,46,2.15,0.57,18
02,Baja California,002,Mexicali,0001,Mexicali,2782,004,20,*,0,3,13.17,1.45,4,10,2.86,0.77,4
02,Baja California,002,Mexicali,0001,Mexicali,2782,005,84,*,3,16,12.24,1.93,16,37,2.55,0.65,24
02,Baja California,002,Mexicali,0001,Mexicali,2782,006,39,0,0,7,12.26,1.95,11,17,3,0.67,10
02,Baja California,002,Mexicali,0001,Mexicali,2782,007,78,*,*,6,12.74,1.59,15,27,3.12,0.71,17
02,Baja California,002,Mexicali,0001,Mexicali,2782,008,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,2782,009,42,*,0,11,12.38,1.94,16,19,2.47,0.47,10
02,Baja California,002,Mexicali,0001,Mexicali,2782,010,60,*,*,8,12.76,2.29,17,24,2.73,0.55,14
02,Baja California,002,Mexicali,0001,Mexicali,2782,011,90,3,*,6,11.31,2.19,12,36,2.90,0.66,20
02,Baja California,002,Mexicali,0001,Mexicali,2782,012,79,3,0,15,12.24,2,24,35,2.72,0.56,20
02,Baja California,002,Mexicali,0001,Mexicali,2782,013,71,*,3,15,12.74,2.52,22,33,2.84,0.63,20
02,Baja California,002,Mexicali,0001,Mexicali,2782,014,70,*,0,18,12.70,2,19,27,3.18,0.60,14
02,Baja California,002,Mexicali,0001,Mexicali,2782,015,56,*,*,8,13.40,1.29,9,23,3.29,0.67,12
02,Baja California,002,Mexicali,0001,Mexicali,2782,016,54,0,*,11,12.45,2.14,17,24,3.18,0.64,14
02,Baja California,002,Mexicali,0001,Mexicali,2782,017,42,*,*,7,11.84,2.50,13,19,3,0.68,10
02,Baja California,002,Mexicali,0001,Mexicali,2782,018,83,*,5,11,12.02,1.71,16,24,3.77,0.86,13
02,Baja California,002,Mexicali,0001,Mexicali,2782,019,71,*,0,14,11.66,1.95,17,27,3.09,0.72,14
02,Baja California,002,Mexicali,0001,Mexicali,2782,020,78,*,*,16,13.28,1.56,18,32,2.60,0.65,21
02,Baja California,002,Mexicali,0001,Mexicali,2782,021,69,0,*,18,11.98,2.13,16,36,2.16,0.60,23
02,Baja California,002,Mexicali,0001,Mexicali,2782,022,67,*,*,8,13.45,1.63,18,29,2.48,0.52,19
02,Baja California,002,Mexicali,0001,Mexicali,2782,023,61,*,*,13,13,2.20,16,23,2.65,0.53,13
02,Baja California,002,Mexicali,0001,Mexicali,2782,024,70,3,0,17,12.94,2.32,16,27,2.69,0.58,11
02,Baja California,002,Mexicali,0001,Mexicali,2782,025,71,5,*,8,13.16,1.53,19,29,3.23,0.59,17
02,Baja California,002,Mexicali,0001,Mexicali,2782,026,52,*,0,13,13.23,1.67,17,23,2.60,0.50,14
02,Baja California,002,Mexicali,0001,Mexicali,2782,027,41,*,0,9,13.69,1.81,11,24,2.56,0.51,11
02,Baja California,002,Mexicali,0001,Mexicali,2782,028,72,0,3,15,13.02,1.53,24,30,3,0.63,17
02,Baja California,002,Mexicali,0001,Mexicali,2782,029,32,*,*,5,13.29,1,7,11,3.56,0.89,8
02,Baja California,002,Mexicali,0001,Mexicali,2782,030,28,*,0,*,11.17,1.46,7,11,3.50,0.93,6
02,Baja California,002,Mexicali,0001,Mexicali,2782,031,3,*,*,*,*,*,*,2,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,2782,032,2,*,*,*,*,*,*,1,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,2782,033,24,0,0,6,13.38,1.23,13,12,2.67,0.69,6
02,Baja California,002,Mexicali,0001,Mexicali,2782,034,67,*,4,12,11.70,2.04,20,28,3.05,0.68,14
02,Baja California,002,Mexicali,0001,Mexicali,2782,035,48,0,3,5,11.32,1.52,14,22,3,0.74,10
02,Baja California,002,Mexicali,0001,Mexicali,2782,036,77,4,5,13,11.90,2.03,15,31,2.85,0.62,16
02,Baja California,002,Mexicali,0001,Mexicali,2782,037,69,3,3,15,13.02,1.79,23,23,3.29,0.61,15
02,Baja California,002,Mexicali,0001,Mexicali,2782,038,63,*,0,9,13.23,1.69,15,25,3,0.64,15
02,Baja California,002,Mexicali,0001,Mexicali,2782,039,52,0,*,9,12.15,1.53,13,20,3.06,0.64,13
02,Baja California,002,Mexicali,0001,Mexicali,2782,040,69,*,*,14,13.06,2.14,25,29,2.88,0.77,12
02,Baja California,002,Mexicali,0001,Mexicali,2782,041,44,0,0,8,12.43,2.32,7,18,2.93,0.54,10
02,Baja California,002,Mexicali,0001,Mexicali,2782,042,41,0,*,8,11.65,1.79,9,17,2.56,0.55,9
02,Baja California,002,Mexicali,0001,Mexicali,2782,043,31,*,*,*,13.32,1.31,9,10,3.88,0.69,5
02,Baja California,002,Mexicali,0001,Mexicali,2782,044,41,0,*,7,12.23,1.42,10,19,2.28,0.56,9
02,Baja California,002,Mexicali,0001,Mexicali,2782,045,22,0,0,3,11.85,2,5,11,3.14,0.85,4
02,Baja California,002,Mexicali,0001,Mexicali,2782,046,18,*,0,3,13.06,2.14,8,7,3,0.64,3
02,Baja California,002,Mexicali,0001,Mexicali,2782,047,16,0,0,*,14.15,1.89,4,6,2.67,0.57,5
02,Baja California,002,Mexicali,0001,Mexicali,2782,048,12,0,0,*,10.90,1.83,0,4,3,0.75,3
02,Baja California,002,Mexicali,0001,Mexicali,2782,050,85,3,*,24,9.64,2.70,21,38,2.74,0.67,11
02,Baja California,002,Mexicali,0001,Mexicali,2782,051,94,3,3,19,9.73,2.09,24,43,2.61,0.61,21
02,Baja California,002,Mexicali,0001,Mexicali,2782,052,28,0,0,6,14.84,1.90,3,9,3.50,0.62,7
02,Baja California,002,Mexicali,0001,Mexicali,2782,053,86,*,4,6,12.93,1.44,13,27,3.91,0.79,15
02,Baja California,002,Mexicali,0001,Total AGEB urbana,2797,000,2277,42,48,398,12.07,1.97,440,920,2.76,0.57,527
02,Baja California,002,Mexicali,0001,Mexicali,2797,001,86,*,4,8,12.15,2.03,9,24,3.58,0.83,17
02,Baja California,002,Mexicali,0001,Mexicali,2797,002,58,*,*,6,10.33,2.29,9,22,2.76,0.71,15
02,Baja California,002,Mexicali,0001,Mexicali,2797,003,27,*,0,7,11.08,1.87,4,15,2.25,0.49,5
02,Baja California,002,Mexicali,0001,Mexicali,2797,004,49,*,3,10,11.76,1.81,4,24,2.23,0.52,16
02,Baja California,002,Mexicali,0001,Mexicali,2797,005,66,0,*,19,11.77,2.13,18,28,2.54,0.52,17
02,Baja California,002,Mexicali,0001,Mexicali,2797,006,77,3,3,15,11.91,1.97,8,34,2.57,0.54,24
02,Baja California,002,Mexicali,0001,Mexicali,2797,007,59,3,0,12,11.08,3,6,26,2.81,0.53,13
02,Baja California,002,Mexicali,0001,Mexicali,2797,008,68,5,0,5,10.91,1.72,10,34,2.43,0.59,17
02,Baja California,002,Mexicali,0001,Mexicali,2797,009,65,*,*,8,10.45,2.40,11,26,2.83,0.65,13
02,Baja California,002,Mexicali,0001,Mexicali,2797,010,72,*,*,10,11.16,1.83,13,30,2.67,0.61,11
02,Baja California,002,Mexicali,0001,Mexicali,2797,011,83,*,0,18,11.07,1.82,14,28,3.07,0.59,19
02,Baja California,002,Mexicali,0001,Mexicali,2797,012,68,0,*,12,11.62,2.25,15,27,2.62,0.55,16
02,Baja California,002,Mexicali,0001,Mexicali,2797,013,70,0,*,10,11.92,2.28,9,26,2.92,0.59,13
02,Baja California,002,Mexicali,0001,Mexicali,2797,014,59,0,*,7,11,2.09,14,26,2.46,0.56,15
02,Baja California,002,Mexicali,0001,Mexicali,2797,015,47,*,*,7,11.11,2.11,9,20,2.47,0.57,14
02,Baja California,002,Mexicali,0001,Mexicali,2797,016,114,*,6,20,13.50,1.63,16,45,2.85,0.52,24
02,Baja California,002,Mexicali,0001,Mexicali,2797,017,46,0,0,10,11.78,2,11,22,2.19,0.45,8
02,Baja California,002,Mexicali,0001,Mexicali,2797,018,62,0,*,15,10.21,2.62,19,23,3.10,0.59,10
02,Baja California,002,Mexicali,0001,Mexicali,2797,020,33,0,*,7,13.16,2.53,6,18,2.36,0.42,10
02,Baja California,002,Mexicali,0001,Mexicali,2797,021,53,*,*,10,10.83,2.75,8,24,2.41,0.45,9
02,Baja California,002,Mexicali,0001,Mexicali,2797,022,33,*,*,4,13.48,1.67,4,14,2.36,0.45,9
02,Baja California,002,Mexicali,0001,Mexicali,2797,023,64,0,*,10,11.32,1.88,13,25,2.91,0.67,12
02,Baja California,002,Mexicali,0001,Mexicali,2797,024,30,0,*,10,12.04,1.60,5,14,2.50,0.51,8
02,Baja California,002,Mexicali,0001,Mexicali,2797,025,50,*,0,5,11.88,2.18,8,20,2.94,0.66,10
02,Baja California,002,Mexicali,0001,Mexicali,2797,026,46,0,0,6,13.93,1.76,7,15,3.29,0.59,10
02,Baja California,002,Mexicali,0001,Mexicali,2797,027,59,*,*,15,12.98,2.68,14,23,3.47,0.58,9
02,Baja California,002,Mexicali,0001,Mexicali,2797,028,202,*,3,35,12.93,1.62,37,80,2.89,0.56,57
02,Baja California,002,Mexicali,0001,Mexicali,2797,035,168,*,*,27,13.39,1.51,36,65,2.85,0.57,44
02,Baja California,002,Mexicali,0001,Mexicali,2797,039,48,0,*,11,13.81,1.41,11,20,2.82,0.57,15
02,Baja California,002,Mexicali,0001,Mexicali,2797,040,4,*,*,*,*,*,*,2,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,2797,041,21,*,*,10,11.47,2.69,14,8,2.63,0.51,6
02,Baja California,002,Mexicali,0001,Mexicali,2797,043,16,0,0,4,13.57,1.67,*,8,2.29,0.44,5
02,Baja California,002,Mexicali,0001,Mexicali,2797,044,22,0,*,5,12.82,2.55,7,7,3.67,0.69,4
02,Baja California,002,Mexicali,0001,Mexicali,2797,045,28,*,0,3,15.82,1.31,*,9,3.50,0.72,7
02,Baja California,002,Mexicali,0001,Mexicali,2797,046,29,0,0,8,12.78,1.79,11,17,2.42,0.62,6
02,Baja California,002,Mexicali,0001,Mexicali,2797,047,45,*,*,11,11.63,1.89,16,13,3.46,0.66,8
02,Baja California,002,Mexicali,0001,Mexicali,2797,048,48,*,*,9,12.85,1.53,12,15,3.31,0.61,8
02,Baja California,002,Mexicali,0001,Mexicali,2797,049,49,*,*,4,11.16,1.94,14,17,2.88,0.73,8
02,Baja California,002,Mexicali,0001,Mexicali,2797,050,26,*,0,*,11.85,2,5,14,1.86,0.53,8
02,Baja California,002,Mexicali,0001,Mexicali,2797,052,20,0,0,*,9.76,2,7,10,2.50,0.83,4
02,Baja California,002,Mexicali,0001,Mexicali,2797,053,7,*,*,*,*,*,*,2,*,*,*
02,Baja California,002,Mexicali,0001,Total AGEB urbana,280A,000,2161,56,56,406,13.91,1.71,603,813,2.96,0.58,593
02,Baja California,002,Mexicali,0001,Mexicali,280A,001,64,5,3,8,15.40,1.83,21,19,3.56,0.64,17
02,Baja California,002,Mexicali,0001,Mexicali,280A,002,48,*,*,9,14.39,1.46,15,18,2.82,0.59,14
02,Baja California,002,Mexicali,0001,Mexicali,280A,003,92,3,5,18,14.04,1.76,23,32,3.07,0.58,26
02,Baja California,002,Mexicali,0001,Mexicali,280A,004,37,0,3,8,14.86,1.94,11,14,3.36,0.64,11
02,Baja California,002,Mexicali,0001,Mexicali,280A,005,62,*,*,13,13.75,1.70,16,18,3.65,0.71,12
02,Baja California,002,Mexicali,0001,Mexicali,280A,006,50,0,*,11,13.95,1.68,14,19,3.13,0.67,12
02,Baja California,002,Mexicali,0001,Mexicali,280A,007,40,*,*,8,14.40,1.93,12,17,2.67,0.48,12
02,Baja California,002,Mexicali,0001,Mexicali,280A,008,45,0,*,5,13.42,1.67,12,18,2.81,0.53,13
02,Baja California,002,Mexicali,0001,Mexicali,280A,009,45,0,0,13,14.73,1.39,8,17,2.81,0.55,16
02,Baja California,002,Mexicali,0001,Mexicali,280A,010,50,0,0,15,15,1.58,22,23,2.17,0.62,16
02,Baja California,002,Mexicali,0001,Mexicali,280A,011,49,*,0,9,13.72,1.95,18,18,2.72,0.54,16
02,Baja California,002,Mexicali,0001,Mexicali,280A,012,119,*,3,22,13.66,1.66,35,41,3.05,0.59,30
02,Baja California,002,Mexicali,0001,Mexicali,280A,013,48,*,*,6,14.68,1.71,4,24,3.20,0.71,12
02,Baja California,002,Mexicali,0001,Mexicali,280A,014,47,*,*,6,15.11,1.75,12,16,3.13,0.62,14
02,Baja California,002,Mexicali,0001,Mexicali,280A,015,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,280A,016,51,*,*,14,13.24,1.84,11,20,3.19,0.56,14
02,Baja California,002,Mexicali,0001,Mexicali,280A,017,40,*,*,9,13.69,2.18,14,17,2.67,0.66,8
02,Baja California,002,Mexicali,0001,Mexicali,280A,018,29,3,*,6,13.74,1.36,6,8,4.14,0.67,6
02,Baja California,002,Mexicali,0001,Mexicali,280A,019,53,*,*,10,14.11,1.45,15,20,2.79,0.50,18
02,Baja California,002,Mexicali,0001,Mexicali,280A,020,47,*,*,11,13.85,1.65,6,17,3.62,0.70,10
02,Baja California,002,Mexicali,0001,Mexicali,280A,021,56,*,*,10,14.20,1.70,14,21,2.80,0.51,16
02,Baja California,002,Mexicali,0001,Mexicali,280A,022,43,*,0,10,14.22,1.95,11,18,2.69,0.44,13
02,Baja California,002,Mexicali,0001,Mexicali,280A,023,56,*,*,10,13.79,1.48,15,18,3.50,0.62,11
02,Baja California,002,Mexicali,0001,Mexicali,280A,024,16,0,0,*,15.63,1.20,*,5,3.20,0.80,4
02,Baja California,002,Mexicali,0001,Mexicali,280A,025,81,0,*,14,13.62,1.67,19,31,2.79,0.50,27
02,Baja California,002,Mexicali,0001,Mexicali,280A,026,61,*,*,9,13.56,1.75,19,23,2.90,0.53,19
02,Baja California,002,Mexicali,0001,Mexicali,280A,027,46,0,0,8,14.08,1.56,9,18,2.88,0.49,13
02,Baja California,002,Mexicali,0001,Mexicali,280A,028,62,0,0,9,13.35,2,14,23,3.10,0.66,17
02,Baja California,002,Mexicali,0001,Mexicali,280A,029,43,*,0,6,13,1.64,18,16,2.69,0.55,9
02,Baja California,002,Mexicali,0001,Mexicali,280A,030,48,*,0,7,15.07,2,15,19,2.67,0.47,15
02,Baja California,002,Mexicali,0001,Mexicali,280A,031,47,0,0,13,14.42,1.48,14,26,1.96,0.45,19
02,Baja California,002,Mexicali,0001,Mexicali,280A,032,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,280A,033,38,*,*,3,12.39,1.45,6,16,2.92,0.60,10
02,Baja California,002,Mexicali,0001,Mexicali,280A,034,33,*,0,9,14.41,1.37,9,13,2.75,0.46,9
02,Baja California,002,Mexicali,0001,Mexicali,280A,035,148,5,6,30,13.24,1.94,44,52,3.22,0.55,35
02,Baja California,002,Mexicali,0001,Mexicali,280A,036,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,280A,037,26,*,*,*,14.11,1.64,7,11,2.89,0.63,8
02,Baja California,002,Mexicali,0001,Mexicali,280A,038,22,0,*,5,12.67,2.33,6,9,2.44,0.55,7
02,Baja California,002,Mexicali,0001,Mexicali,280A,039,28,0,0,*,11.41,2.40,6,9,3.50,0.68,6
02,Baja California,002,Mexicali,0001,Mexicali,280A,040,33,*,*,3,13.33,1.57,9,12,2.75,0.62,9
02,Baja California,002,Mexicali,0001,Mexicali,280A,041,26,*,0,*,14.08,1.45,6,16,2.89,0.62,7
02,Baja California,002,Mexicali,0001,Mexicali,280A,042,47,*,4,14,11.87,1.88,20,17,2.94,0.69,12
02,Baja California,002,Mexicali,0001,Mexicali,280A,043,32,*,*,6,15.57,1.44,13,12,2.91,0.58,8
02,Baja California,002,Mexicali,0001,Mexicali,280A,044,41,*,*,9,14.48,1.36,20,13,3.73,0.67,8
02,Baja California,002,Mexicali,0001,Mexicali,280A,046,46,*,3,13,13.45,1.76,13,19,2.56,0.58,16
02,Baja California,002,Mexicali,0001,Mexicali,280A,049,66,*,0,11,14.05,1.53,19,20,3.30,0.67,18
02,Baja California,002,Mexicali,0001,Total AGEB urbana,2814,000,1690,39,36,246,13.15,1.69,496,631,3.03,0.58,459
02,Baja California,002,Mexicali,0001,Mexicali,2814,001,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,2814,002,29,0,0,7,11.83,1.81,12,12,2.90,0.64,6
02,Baja California,002,Mexicali,0001,Mexicali,2814,003,36,*,0,9,10.38,2.18,15,14,2.77,0.62,9
02,Baja California,002,Mexicali,0001,Mexicali,2814,004,23,*,0,0,14.61,2.44,*,10,2.88,0.55,8
02,Baja California,002,Mexicali,0001,Mexicali,2814,006,24,0,0,3,12.75,2.50,4,11,2.40,0.56,4
02,Baja California,002,Mexicali,0001,Mexicali,2814,008,39,0,0,6,11.81,2.53,20,18,2.79,0.59,9
02,Baja California,002,Mexicali,0001,Mexicali,2814,009,41,0,0,6,10.11,1.76,11,13,3.73,0.72,7
02,Baja California,002,Mexicali,0001,Mexicali,2814,010,22,0,0,9,12.55,1.83,15,10,2.44,0.48,8
02,Baja California,002,Mexicali,0001,Mexicali,2814,011,23,0,0,*,13.59,0.83,6,11,2.88,0.74,6
02,Baja California,002,Mexicali,0001,Mexicali,2814,012,28,*,0,4,13.04,1.54,3,8,3.50,0.68,6
02,Baja California,002,Mexicali,0001,Mexicali,2814,013,56,*,*,13,13.19,1.75,14,16,3.73,0.57,13
02,Baja California,002,Mexicali,0001,Mexicali,2814,014,85,*,7,9,13.55,1.38,24,27,3.54,0.70,19
02,Baja California,002,Mexicali,0001,Mexicali,2814,015,62,0,*,12,11.88,1.97,21,21,3.44,0.62,16
02,Baja California,002,Mexicali,0001,Mexicali,2814,017,41,0,*,*,11.53,2,13,15,3.15,0.69,9
02,Baja California,002,Mexicali,0001,Mexicali,2814,018,37,*,0,*,12.90,2.20,7,13,3.36,0.73,9
02,Baja California,002,Mexicali,0001,Mexicali,2814,019,46,0,*,7,12.02,1.67,12,19,2.71,0.52,11
02,Baja California,002,Mexicali,0001,Mexicali,2814,020,24,*,*,6,14.27,1.67,6,9,2.67,0.50,8
02,Baja California,002,Mexicali,0001,Mexicali,2814,021,23,0,0,0,13.62,1.27,14,8,3.29,0.55,7
02,Baja California,002,Mexicali,0001,Mexicali,2814,022,31,*,*,*,14.50,1.21,3,12,3.10,0.60,8
02,Baja California,002,Mexicali,0001,Mexicali,2814,023,17,0,0,6,11.41,2.75,6,9,2.13,0.45,6
02,Baja California,002,Mexicali,0001,Mexicali,2814,024,17,0,0,3,13.12,2,3,7,2.83,0.55,6
02,Baja California,002,Mexicali,0001,Mexicali,2814,025,33,*,0,3,13.54,1.79,11,11,4.13,0.79,7
02,Baja California,002,Mexicali,0001,Mexicali,2814,026,31,0,*,5,13.19,1.47,8,14,2.58,0.55,9
02,Baja California,002,Mexicali,0001,Mexicali,2814,027,82,7,4,12,13.94,1.77,23,30,3.15,0.60,20
02,Baja California,002,Mexicali,0001,Mexicali,2814,028,52,*,*,6,14.09,1.76,11,19,2.89,0.47,17
02,Baja California,002,Mexicali,0001,Mexicali,2814,029,97,*,*,11,13.02,1.35,27,37,3.03,0.58,26
02,Baja California,002,Mexicali,0001,Mexicali,2814,030,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,2814,031,6,0,0,0,12.50,2,*,3,2,0.27,3
02,Baja California,002,Mexicali,0001,Mexicali,2814,032,68,*,0,14,12.67,1.73,33,25,2.83,0.51,20
02,Baja California,002,Mexicali,0001,Mexicali,2814,033,68,*,0,7,13.18,1.26,13,23,3.09,0.65,20
02,Baja California,002,Mexicali,0001,Mexicali,2814,034,52,0,*,15,13.10,1.65,17,22,3.47,0.60,14
02,Baja California,002,Mexicali,0001,Mexicali,2814,035,25,0,0,7,12.80,2,11,9,2.78,0.51,9
02,Baja California,002,Mexicali,0001,Mexicali,2814,036,71,*,*,8,14.52,1.48,16,25,2.96,0.56,23
02,Baja California,002,Mexicali,0001,Mexicali,2814,037,75,3,0,12,13.88,1.94,23,28,3,0.59,19
02,Baja California,002,Mexicali,0001,Mexicali,2814,038,54,0,*,9,13.51,2,21,25,2.45,0.51,18
02,Baja California,002,Mexicali,0001,Mexicali,2814,039,58,5,*,6,13.50,1.31,8,26,2.90,0.55,17
02,Baja California,002,Mexicali,0001,Mexicali,2814,040,72,3,*,11,14.06,1.29,27,24,3.13,0.58,20
02,Baja California,002,Mexicali,0001,Mexicali,2814,041,69,0,3,5,13.95,1.67,15,23,3.14,0.57,21
02,Baja California,002,Mexicali,0001,Mexicali,2814,042,73,*,*,8,14.13,1.76,20,24,3.17,0.48,21
02,Baja California,002,Mexicali,0001,Total AGEB urbana,2829,000,3162,95,97,470,11.07,2.02,794,1175,3.01,0.68,626
02,Baja California,002,Mexicali,0001,Mexicali,2829,001,334,9,9,39,10.92,1.91,78,118,3.15,0.77,68
02,Baja California,002,Mexicali,0001,Mexicali,2829,002,158,6,6,17,13.05,1.62,33,59,2.87,0.65,42
02,Baja California,002,Mexicali,0001,Mexicali,2829,005,202,6,4,24,11.49,2.04,31,78,2.97,0.71,47
02,Baja California,002,Mexicali,0001,Mexicali,2829,008,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,2829,009,131,*,*,28,13.25,1.69,39,50,2.67,0.49,35
02,Baja California,002,Mexicali,0001,Mexicali,2829,010,107,*,*,24,12.89,1.91,29,55,2.49,0.56,30
02,Baja California,002,Mexicali,0001,Mexicali,2829,011,50,*,*,12,10.05,2.24,19,18,2.78,0.57,13
02,Baja California,002,Mexicali,0001,Mexicali,2829,016,87,*,5,12,13,1.89,24,30,3.11,0.65,20
02,Baja California,002,Mexicali,0001,Mexicali,2829,017,29,3,3,*,10.45,1.86,*,8,3.63,0.88,6
02,Baja California,002,Mexicali,0001,Mexicali,2829,022,47,*,*,10,10.55,2.94,15,18,2.76,0.58,10
02,Baja California,002,Mexicali,0001,Mexicali,2829,023,53,*,0,6,10.88,1.62,12,18,3.12,0.55,12
02,Baja California,002,Mexicali,0001,Mexicali,2829,025,81,*,3,12,11.27,1.80,26,29,2.89,0.81,17
02,Baja California,002,Mexicali,0001,Mexicali,2829,026,66,0,3,12,10.25,1.90,15,28,2.54,0.52,13
02,Baja California,002,Mexicali,0001,Mexicali,2829,027,25,*,*,3,11.39,2.21,9,11,2.50,0.57,8
02,Baja California,002,Mexicali,0001,Mexicali,2829,028,60,3,3,4,11.52,2.22,14,18,3.75,0.78,10
02,Baja California,002,Mexicali,0001,Mexicali,2829,029,55,*,*,8,11.26,2.19,14,17,3.24,0.71,11
02,Baja California,002,Mexicali,0001,Mexicali,2829,030,49,*,0,9,9.70,1.52,14,24,2.88,0.59,10
02,Baja California,002,Mexicali,0001,Mexicali,2829,031,47,3,4,5,12.20,2.31,13,20,2.61,0.61,8
02,Baja California,002,Mexicali,0001,Mexicali,2829,032,46,*,*,8,9.55,2.12,10,14,3.54,0.78,5
02,Baja California,002,Mexicali,0001,Mexicali,2829,033,39,*,*,12,12.19,1.86,8,18,2.44,0.52,11
02,Baja California,002,Mexicali,0001,Mexicali,2829,034,77,4,*,10,9.27,2.26,22,30,2.96,0.81,13
02,Baja California,002,Mexicali,0001,Mexicali,2829,035,50,0,*,13,10.16,2.32,19,22,2.78,0.60,5
02,Baja California,002,Mexicali,0001,Mexicali,2829,036,130,4,5,30,10.70,2.45,47,51,3.10,0.63,19
02,Baja California,002,Mexicali,0001,Mexicali,2829,037,17,0,0,8,10.60,3.63,9,9,2.43,0.46,*
02,Baja California,002,Mexicali,0001,Mexicali,2829,038,51,*,*,11,9.93,2.05,14,18,3,0.65,8
02,Baja California,002,Mexicali,0001,Mexicali,2829,039,64,*,*,10,10.33,2.11,16,23,3.05,0.78,14
02,Baja California,002,Mexicali,0001,Mexicali,2829,040,91,3,3,8,9.86,2.41,13,27,3.37,0.79,15
