ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,PNACOE,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_PC
02,Baja California,001,Ensenada,0001,Ensenada,8089,038,18,3,0,0,11.25,2.33,*,5,3.60,1.06,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,039,22,0,*,0,9.17,1.78,4,9,3.14,0.76,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,042,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8089,044,4,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,045,17,0,*,*,11.60,1.29,8,6,2.83,0.77,4
02,Baja California,001,Ensenada,0001,Ensenada,8089,046,35,*,0,3,9.84,1.47,13,9,3.89,0.81,6
02,Baja California,001,Ensenada,0001,Ensenada,8089,048,51,*,*,6,8.87,2.45,17,19,2.83,0.78,11
02,Baja California,001,Ensenada,0001,Ensenada,8089,049,20,0,3,*,8.93,3,11,7,2.86,0.95,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,054,46,*,*,*,9.91,1.65,14,13,3.83,0.85,6
02,Baja California,001,Ensenada,0001,Ensenada,8089,056,22,*,*,0,13.11,1.29,15,6,3.67,0.81,4
02,Baja California,001,Ensenada,0001,Ensenada,8089,058,22,0,0,*,10.33,1.91,7,7,3.67,1.10,3
02,Baja California,001,Ensenada,0001,Ensenada,8089,059,11,0,0,0,11.82,0.80,*,5,2.20,0.61,3
02,Baja California,001,Ensenada,0001,Ensenada,8089,060,1,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,061,1,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,062,16,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8089,063,35,*,*,0,11.64,1.21,11,13,3.18,0.88,4
02,Baja California,001,Ensenada,0001,Ensenada,8089,800,6,0,0,0,10.67,1,*,3,2,0.86,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8093,000,681,27,41,31,9.16,1.80,259,225,3.29,1.03,62
02,Baja California,001,Ensenada,0001,Ensenada,8093,001,33,*,*,0,9.93,1.43,10,18,2.54,0.75,3
02,Baja California,001,Ensenada,0001,Ensenada,8093,002,9,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,003,21,*,0,*,9.83,2.86,4,7,3.50,1.11,3
02,Baja California,001,Ensenada,0001,Ensenada,8093,004,32,0,*,*,9.46,1.81,21,10,3.20,1.03,4
02,Baja California,001,Ensenada,0001,Ensenada,8093,005,17,0,0,0,10.53,1,5,7,2.83,0.89,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,006,7,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,007,20,0,0,4,8.16,1.73,13,9,2.86,0.80,3
02,Baja California,001,Ensenada,0001,Ensenada,8093,008,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8093,009,44,*,6,*,7.73,2.07,15,13,3.38,1.47,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,010,45,3,*,0,8.78,1.71,18,12,3.75,1.22,6
02,Baja California,001,Ensenada,0001,Ensenada,8093,011,16,0,*,*,8.08,1.17,6,6,3.20,0.80,3
02,Baja California,001,Ensenada,0001,Ensenada,8093,012,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8093,013,20,*,3,0,9.33,1.50,4,3,6.67,2,0
02,Baja California,001,Ensenada,0001,Ensenada,8093,014,15,0,*,0,11.20,1.50,*,7,2.50,1,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,015,15,0,*,0,13,1.11,3,6,2.50,0.65,4
02,Baja California,001,Ensenada,0001,Ensenada,8093,016,32,*,*,*,9.97,2.20,14,10,3.20,0.70,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,018,41,*,3,3,7.81,2,17,14,3.15,1.11,4
02,Baja California,001,Ensenada,0001,Ensenada,8093,021,24,*,5,0,9.09,2.86,*,5,4.80,1.60,0
02,Baja California,001,Ensenada,0001,Ensenada,8093,022,14,0,0,*,6.67,2.57,6,6,3.50,1,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,023,19,*,0,*,9.50,1.64,4,6,3.80,1.19,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,024,34,3,*,*,10.39,2.14,8,10,3.40,1.10,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,025,15,*,0,*,9,1.71,7,7,2.14,0.83,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,026,89,*,4,3,9.34,1.20,36,28,3.30,1.02,10
02,Baja California,001,Ensenada,0001,Ensenada,8093,027,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8093,028,20,*,*,0,8.79,2.43,4,5,4,1.11,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,029,41,*,3,*,8.20,2.12,28,9,4.56,0.93,4
02,Baja California,001,Ensenada,0001,Ensenada,8093,032,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8093,034,9,0,0,*,10.50,2.67,3,4,2.25,0.90,0
02,Baja California,001,Ensenada,0001,Ensenada,8093,036,16,*,0,*,11.83,1.63,*,5,3.20,0.76,3
02,Baja California,001,Ensenada,0001,Ensenada,8093,037,3,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,038,11,0,*,0,9.63,1.20,7,4,3.67,1.22,*
02,Baja California,001,Ensenada,0001,Ensenada,8093,800,19,*,0,*,5.31,3.50,14,8,2.38,2,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8106,000,2458,112,117,142,9.61,2.20,961,736,3.66,0.96,252
02,Baja California,001,Ensenada,0001,Ensenada,8106,001,35,*,*,4,9.12,2.62,20,15,3.50,0.88,*
02,Baja California,001,Ensenada,0001,Ensenada,8106,002,44,*,*,3,9.56,2.11,13,15,3.14,0.85,4
02,Baja California,001,Ensenada,0001,Ensenada,8106,003,79,4,*,3,8.31,2.68,30,20,4.65,1.01,4
02,Baja California,001,Ensenada,0001,Ensenada,8106,004,49,3,0,*,10.09,1.91,24,15,3.50,0.84,7
02,Baja California,001,Ensenada,0001,Ensenada,8106,005,73,*,6,5,9.69,2.58,23,19,4.06,0.94,8
02,Baja California,001,Ensenada,0001,Ensenada,8106,006,62,*,*,5,9.63,2.28,27,21,2.95,1.03,8
02,Baja California,001,Ensenada,0001,Ensenada,8106,007,78,5,3,4,10.50,2.18,40,28,3.55,0.73,9
02,Baja California,001,Ensenada,0001,Ensenada,8106,008,62,4,*,7,8.41,1.96,29,23,3.44,0.93,3
02,Baja California,001,Ensenada,0001,Ensenada,8106,009,16,0,*,*,10.31,1.63,4,8,2.67,0.94,3
02,Baja California,001,Ensenada,0001,Ensenada,8106,012,58,3,*,*,8.91,2.59,25,19,3.41,1.02,7
02,Baja California,001,Ensenada,0001,Ensenada,8106,013,49,*,3,0,10.36,1.95,16,13,4.45,1.17,4
02,Baja California,001,Ensenada,0001,Ensenada,8106,014,43,*,*,5,10.59,2.67,17,13,3.31,0.77,5
02,Baja California,001,Ensenada,0001,Ensenada,8106,015,59,*,*,9,8.35,2.80,27,17,3.47,0.82,6
02,Baja California,001,Ensenada,0001,Ensenada,8106,016,38,*,4,*,9.11,2.31,15,14,3.17,0.95,5
02,Baja California,001,Ensenada,0001,Ensenada,8106,017,87,4,7,3,9.71,1.82,25,32,3,0.84,9
02,Baja California,001,Ensenada,0001,Ensenada,8106,018,101,3,11,5,10.04,2.54,35,25,4.04,1.02,8
02,Baja California,001,Ensenada,0001,Ensenada,8106,019,87,4,4,3,8.92,2.62,37,23,4.14,0.98,4
02,Baja California,001,Ensenada,0001,Ensenada,8106,020,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8106,021,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8106,022,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8106,023,110,*,8,4,10.42,2.21,32,33,4.07,1.18,16
02,Baja California,001,Ensenada,0001,Ensenada,8106,024,57,6,3,*,9.69,2.37,21,17,3.56,1.10,4
02,Baja California,001,Ensenada,0001,Ensenada,8106,025,48,*,3,*,9.69,2.33,12,16,3.20,0.96,4
02,Baja California,001,Ensenada,0001,Ensenada,8106,026,82,5,4,3,9.57,1.71,29,28,3.28,0.80,9
02,Baja California,001,Ensenada,0001,Ensenada,8106,027,55,4,*,3,10.20,2.12,24,19,3.06,0.79,6
02,Baja California,001,Ensenada,0001,Ensenada,8106,028,31,*,*,3,9.58,2.27,10,10,3.10,0.74,3
02,Baja California,001,Ensenada,0001,Ensenada,8106,029,218,15,13,11,9.89,1.88,82,57,4.11,1.05,23
02,Baja California,001,Ensenada,0001,Ensenada,8106,030,48,*,0,3,10.45,2,14,13,3.69,0.84,6
02,Baja California,001,Ensenada,0001,Ensenada,8106,032,26,*,*,4,6.06,2.70,13,7,3.71,0.93,3
02,Baja California,001,Ensenada,0001,Ensenada,8106,033,76,0,5,8,11.05,1.89,32,24,3.45,0.97,12
02,Baja California,001,Ensenada,0001,Ensenada,8106,034,59,3,*,7,8.30,2,30,14,4.21,1.23,5
02,Baja California,001,Ensenada,0001,Ensenada,8106,035,8,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8106,037,28,0,*,3,7.95,2.64,7,7,4,0.90,*
02,Baja California,001,Ensenada,0001,Ensenada,8106,040,62,6,3,*,9.05,2.14,22,14,4.43,1.19,3
02,Baja California,001,Ensenada,0001,Ensenada,8106,042,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8106,043,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8106,044,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8106,045,83,7,3,3,10,2.34,37,30,3.07,0.87,8
02,Baja California,001,Ensenada,0001,Ensenada,8106,046,88,3,4,6,10.54,2.54,36,20,4.40,1.11,10
02,Baja California,001,Ensenada,0001,Ensenada,8106,047,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8106,050,14,*,0,0,9.82,1.67,7,4,3.50,1.17,*
02,Baja California,001,Ensenada,0001,Ensenada,8106,051,73,6,*,0,9.60,1.68,25,20,3.65,1.08,9
02,Baja California,001,Ensenada,0001,Ensenada,8106,053,74,0,*,3,9.78,2.08,35,21,3.89,1.14,5
02,Baja California,001,Ensenada,0001,Ensenada,8106,054,76,*,*,6,8.75,2.20,40,24,3.80,1.10,6
02,Baja California,001,Ensenada,0001,Ensenada,8106,055,84,4,4,6,8.43,2.62,35,26,3.36,0.85,13
02,Baja California,001,Ensenada,0001,Ensenada,8106,056,38,*,0,*,11.30,1.53,5,11,3.80,1,8
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8110,000,3123,155,193,164,9.11,2.08,1289,915,3.67,1.05,308
02,Baja California,001,Ensenada,0001,Ensenada,8110,001,119,*,11,6,9.02,2.35,43,32,3.72,1.10,12
02,Baja California,001,Ensenada,0001,Ensenada,8110,002,140,8,9,10,8.82,2,63,46,3.50,1.21,11
02,Baja California,001,Ensenada,0001,Ensenada,8110,003,130,10,10,3,7.76,2.15,56,37,3.71,1.33,9
02,Baja California,001,Ensenada,0001,Ensenada,8110,004,161,7,6,7,9.60,1.76,62,45,3.74,1.06,19
02,Baja California,001,Ensenada,0001,Ensenada,8110,005,166,12,7,11,9.07,2.36,75,47,3.69,1.04,18
02,Baja California,001,Ensenada,0001,Ensenada,8110,006,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8110,007,114,*,*,10,9.50,2,59,33,3.68,0.84,15
02,Baja California,001,Ensenada,0001,Ensenada,8110,008,75,4,*,4,7.34,2.11,33,23,3.41,1.09,6
02,Baja California,001,Ensenada,0001,Ensenada,8110,009,136,9,16,7,9.53,2.13,49,32,4.39,1.28,14
02,Baja California,001,Ensenada,0001,Ensenada,8110,010,176,5,11,4,9.23,1.84,92,42,4.29,1.14,19
02,Baja California,001,Ensenada,0001,Ensenada,8110,011,76,5,4,0,8.61,1.75,34,23,4,1.25,7
02,Baja California,001,Ensenada,0001,Ensenada,8110,012,103,4,9,*,9.62,2.24,43,33,3.68,0.96,9
02,Baja California,001,Ensenada,0001,Ensenada,8110,013,76,*,5,4,9.76,1.84,40,21,4,1.21,7
02,Baja California,001,Ensenada,0001,Ensenada,8110,014,126,7,8,8,9.37,2.02,45,42,3.23,0.93,11
02,Baja California,001,Ensenada,0001,Ensenada,8110,016,124,12,3,12,8.71,2.43,45,35,3.65,1.28,8
02,Baja California,001,Ensenada,0001,Ensenada,8110,018,122,5,12,6,8.58,2.08,48,36,3.59,1,11
02,Baja California,001,Ensenada,0001,Ensenada,8110,019,81,4,4,5,9.74,1.84,29,24,3.52,1.07,11
02,Baja California,001,Ensenada,0001,Ensenada,8110,021,23,0,0,0,10.86,1.90,8,9,3.83,0.77,5
02,Baja California,001,Ensenada,0001,Ensenada,8110,022,91,4,3,8,9,2.15,44,31,3.37,0.94,8
02,Baja California,001,Ensenada,0001,Ensenada,8110,023,109,7,9,6,9.20,1.93,39,31,3.76,1.14,9
02,Baja California,001,Ensenada,0001,Ensenada,8110,024,72,*,6,4,9.76,1.79,23,25,3,0.90,9
02,Baja California,001,Ensenada,0001,Ensenada,8110,025,54,*,4,3,9.36,1.83,23,19,3.18,0.79,5
02,Baja California,001,Ensenada,0001,Ensenada,8110,026,117,6,6,6,9.43,2.40,43,37,3.44,0.92,16
02,Baja California,001,Ensenada,0001,Ensenada,8110,027,52,*,5,4,7.39,3.13,25,12,4.73,1.53,3
02,Baja California,001,Ensenada,0001,Ensenada,8110,028,106,4,4,4,10.23,1.85,51,29,3.93,0.97,11
02,Baja California,001,Ensenada,0001,Ensenada,8110,029,131,7,8,6,8.81,2.12,43,37,3.74,1.07,10
02,Baja California,001,Ensenada,0001,Ensenada,8110,030,68,6,3,4,7.83,2.20,27,24,3.40,1.16,*
02,Baja California,001,Ensenada,0001,Ensenada,8110,031,129,4,16,4,9.10,1.98,32,36,3.79,1.02,17
02,Baja California,001,Ensenada,0001,Ensenada,8110,032,20,*,0,*,9.44,1.89,8,5,4,0.91,3
02,Baja California,001,Ensenada,0001,Ensenada,8110,035,29,*,0,*,9.78,2.31,10,6,4.83,1.21,*
02,Baja California,001,Ensenada,0001,Ensenada,8110,036,91,4,5,7,9.26,1.88,49,27,3.37,1.06,7
02,Baja California,001,Ensenada,0001,Ensenada,8110,037,26,*,0,0,8.91,2.27,17,10,2.60,0.84,5
02,Baja California,001,Ensenada,0001,Ensenada,8110,038,11,*,0,*,8.20,2.50,*,7,1.83,0.52,*
02,Baja California,001,Ensenada,0001,Ensenada,8110,039,11,0,*,*,10.67,3.17,5,4,2.75,0.79,*
02,Baja California,001,Ensenada,0001,Ensenada,8110,041,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8110,043,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8110,044,58,3,5,3,9,2.61,24,15,4.14,1.04,6
02,Baja California,001,Ensenada,0001,Total AGEB urbana,838A,000,123,4,6,9,10.75,2.12,41,37,3.51,0.86,21
02,Baja California,001,Ensenada,0001,Ensenada,838A,001,70,3,*,7,10.42,2.09,22,17,4.12,1,10
02,Baja California,001,Ensenada,0001,Ensenada,838A,002,50,*,4,*,11.30,2.17,16,19,2.94,0.74,11
02,Baja California,001,Ensenada,0001,Ensenada,838A,003,3,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8394,000,1580,84,92,49,8.69,2.16,663,449,3.99,1.22,137
02,Baja California,001,Ensenada,0001,Ensenada,8394,001,111,7,5,3,9.08,2.30,46,28,4.27,1.08,12
02,Baja California,001,Ensenada,0001,Ensenada,8394,002,429,26,23,11,8.34,2.11,181,116,4.21,1.37,31
02,Baja California,001,Ensenada,0001,Ensenada,8394,003,70,*,4,4,9,2.68,24,24,3.50,1.07,5
02,Baja California,001,Ensenada,0001,Ensenada,8394,004,92,6,9,6,8.76,2.55,33,28,4,1.08,10
02,Baja California,001,Ensenada,0001,Ensenada,8394,005,129,5,7,*,8.64,2.09,63,34,4.16,1.48,4
02,Baja California,001,Ensenada,0001,Ensenada,8394,006,132,5,9,5,8.31,2.45,70,42,3.67,1.23,10
02,Baja California,001,Ensenada,0001,Ensenada,8394,007,125,8,13,*,8.57,1.83,56,30,4.63,1.47,11
02,Baja California,001,Ensenada,0001,Ensenada,8394,008,90,5,6,3,9.18,2.47,35,28,4.09,1.08,10
02,Baja California,001,Ensenada,0001,Ensenada,8394,009,83,4,3,6,8.94,2.32,36,24,3.77,1.15,11
02,Baja California,001,Ensenada,0001,Ensenada,8394,010,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8394,012,99,6,6,4,8.75,2.39,37,28,3.81,0.92,13
02,Baja California,001,Ensenada,0001,Ensenada,8394,014,49,0,*,*,9.15,1.70,19,19,2.88,0.94,6
02,Baja California,001,Ensenada,0001,Ensenada,8394,015,39,*,*,0,9.97,1.56,8,11,3.90,1.63,3
02,Baja California,001,Ensenada,0001,Ensenada,8394,016,60,4,4,*,8.15,1.70,23,16,4.29,1.36,5
02,Baja California,001,Ensenada,0001,Ensenada,8394,017,72,6,0,*,8.88,1.83,32,21,3.60,1.02,6
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8407,000,752,17,32,34,13.55,1.44,178,274,3.04,0.68,207
02,Baja California,001,Ensenada,0001,Ensenada,8407,001,102,3,5,6,13.32,1.47,19,36,3.19,0.69,26
02,Baja California,001,Ensenada,0001,Ensenada,8407,002,129,0,*,4,13.13,1.50,28,52,2.93,0.65,37
02,Baja California,001,Ensenada,0001,Ensenada,8407,003,92,0,3,5,13.63,1.27,22,34,2.88,0.64,26
02,Baja California,001,Ensenada,0001,Ensenada,8407,004,92,4,6,4,13.62,1.54,19,36,3.07,0.67,25
02,Baja California,001,Ensenada,0001,Ensenada,8407,005,64,0,*,*,13.73,1.22,16,25,2.67,0.62,22
02,Baja California,001,Ensenada,0001,Ensenada,8407,006,20,0,0,0,13.53,1.17,4,7,3.33,0.87,6
02,Baja California,001,Ensenada,0001,Ensenada,8407,007,148,5,8,8,13.79,1.59,48,52,3.08,0.66,41
02,Baja California,001,Ensenada,0001,Ensenada,8407,008,105,5,7,5,13.72,1.41,22,32,3.39,0.79,24
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8426,000,2272,123,129,88,8.42,2.18,908,730,3.34,1.06,165
02,Baja California,001,Ensenada,0001,Ensenada,8426,001,44,*,3,4,8.60,2.40,19,17,2.93,0.75,5
02,Baja California,001,Ensenada,0001,Ensenada,8426,002,83,*,5,3,8.44,1.90,41,20,4.15,1.22,5
02,Baja California,001,Ensenada,0001,Ensenada,8426,003,64,4,*,*,9.20,1.72,19,20,3.20,0.97,8
02,Baja California,001,Ensenada,0001,Ensenada,8426,005,44,3,3,0,8.40,1.79,14,19,2.75,0.85,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,006,41,3,3,*,8.21,2.30,20,19,2.56,0.84,7
02,Baja California,001,Ensenada,0001,Ensenada,8426,007,34,0,*,*,8.63,2.29,10,15,2.62,0.81,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,008,74,3,3,3,7.98,2.59,42,25,3.22,0.95,5
02,Baja California,001,Ensenada,0001,Ensenada,8426,009,71,*,5,5,8.35,2.93,35,23,3.09,1.08,6
02,Baja California,001,Ensenada,0001,Ensenada,8426,010,55,*,*,*,8.76,1.54,31,15,3.67,1.02,8
02,Baja California,001,Ensenada,0001,Ensenada,8426,011,37,*,5,6,8.27,1.88,16,12,3.08,0.97,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,013,20,0,*,*,7.75,2.09,16,7,4,1.11,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,014,20,0,*,0,8.53,3.13,9,9,2.50,0.87,0
02,Baja California,001,Ensenada,0001,Ensenada,8426,015,73,6,5,0,8.89,1.70,26,22,3.65,1.03,8
02,Baja California,001,Ensenada,0001,Ensenada,8426,016,22,*,*,0,9.36,1.33,9,5,4.40,1.38,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,017,50,*,3,4,8.74,2.68,21,11,5.56,1.52,6
02,Baja California,001,Ensenada,0001,Ensenada,8426,018,35,4,0,*,8.21,2.50,13,12,2.92,0.80,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,019,43,3,3,*,8.42,2.44,22,15,2.87,0.95,4
02,Baja California,001,Ensenada,0001,Ensenada,8426,020,31,3,*,0,7.31,1.60,11,18,2.21,0.67,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,021,162,9,14,4,8.83,2.01,53,63,2.66,0.89,17
02,Baja California,001,Ensenada,0001,Ensenada,8426,022,62,*,*,3,8.71,2.80,19,17,3.65,1,7
02,Baja California,001,Ensenada,0001,Ensenada,8426,023,54,*,6,*,8.16,3,20,13,4.15,1.29,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,026,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8426,028,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8426,029,46,4,*,*,8.61,3,25,16,3.29,1.28,3
02,Baja California,001,Ensenada,0001,Ensenada,8426,030,46,*,*,0,6.39,2.26,22,16,3.07,0.96,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,032,47,5,*,*,8.87,1.79,16,16,2.94,0.96,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,034,52,3,4,*,8.34,2.40,10,10,5.20,1.24,4
02,Baja California,001,Ensenada,0001,Ensenada,8426,035,53,*,*,0,9.27,1.76,13,22,2.79,0.87,3
02,Baja California,001,Ensenada,0001,Ensenada,8426,036,54,0,*,*,8.98,1.50,14,14,4.50,1.08,7
02,Baja California,001,Ensenada,0001,Ensenada,8426,037,59,*,4,3,9.14,1.77,23,15,4.54,1.31,6
02,Baja California,001,Ensenada,0001,Ensenada,8426,038,13,0,0,*,10.62,2.50,4,6,2.60,0.68,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,039,43,3,6,*,9.17,2.25,17,11,3.91,1.13,5
02,Baja California,001,Ensenada,0001,Ensenada,8426,040,133,11,10,4,7.80,1.96,57,40,3.50,1.55,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,041,123,8,3,3,7.75,2.28,55,40,3.32,1.24,8
02,Baja California,001,Ensenada,0001,Ensenada,8426,043,56,3,4,0,7.79,2,13,16,3.50,1.56,4
02,Baja California,001,Ensenada,0001,Ensenada,8426,044,57,*,4,*,8.41,2.25,32,18,3.35,1.54,4
02,Baja California,001,Ensenada,0001,Ensenada,8426,045,126,12,8,7,8.56,2.23,42,33,3.82,1.20,7
02,Baja California,001,Ensenada,0001,Ensenada,8426,046,28,3,*,*,7.53,2.33,12,6,4.67,1.40,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,047,15,*,0,*,9.09,2.20,3,4,3.75,1.15,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,048,14,0,0,*,7.73,3.29,6,5,2.80,0.93,0
02,Baja California,001,Ensenada,0001,Ensenada,8426,049,52,3,0,3,8.54,3.09,17,19,3.06,0.85,5
02,Baja California,001,Ensenada,0001,Ensenada,8426,050,60,3,*,3,8.13,2.12,25,18,3.53,1.30,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,051,7,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,8426,052,69,5,4,3,7.95,2.23,32,25,3.14,1.01,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,8430,000,2354,108,109,90,8.92,2.05,927,696,3.57,1.05,183
02,Baja California,001,Ensenada,0001,Ensenada,8430,001,58,*,3,*,8.81,1.96,22,16,3.63,0.89,4
02,Baja California,001,Ensenada,0001,Ensenada,8430,002,54,6,3,*,10.08,1.65,18,18,3.86,1.10,6
02,Baja California,001,Ensenada,0001,Ensenada,8430,003,42,5,0,*,8.21,2.75,10,15,3,0.98,3
02,Baja California,001,Ensenada,0001,Ensenada,8430,004,32,3,*,0,7,2,12,9,4,1.14,*
02,Baja California,001,Ensenada,0001,Ensenada,8430,005,38,*,0,0,10,1.56,14,13,2.92,0.69,*
02,Baja California,001,Ensenada,0001,Ensenada,8430,006,47,3,0,0,9.11,1.59,19,15,3.62,1.02,8
02,Baja California,001,Ensenada,0001,Ensenada,8430,007,138,6,10,7,8.17,2.46,55,39,3.83,1.11,14
02,Baja California,001,Ensenada,0001,Ensenada,8430,008,101,6,4,4,9.01,2.20,36,30,3.37,1.12,7
02,Baja California,001,Ensenada,0001,Ensenada,8430,009,115,4,8,7,8.36,2.36,54,35,3.83,1.19,6
02,Baja California,001,Ensenada,0001,Ensenada,8430,010,113,3,5,4,8.82,2.08,51,34,3.65,1.16,6
02,Baja California,001,Ensenada,0001,Ensenada,8430,011,123,6,7,9,8.89,2.02,46,37,3.51,1.05,7
02,Baja California,001,Ensenada,0001,Ensenada,8430,013,64,*,0,4,8.77,2.18,25,15,4.14,1.35,4
02,Baja California,001,Ensenada,0001,Ensenada,8430,014,63,4,5,4,8.24,2.45,31,18,3.94,1.05,3
02,Baja California,001,Ensenada,0001,Ensenada,8430,015,113,6,5,3,9.35,1.87,38,29,3.61,1,9
02,Baja California,001,Ensenada,0001,Ensenada,8430,016,105,4,5,8,8.43,2.13,53,41,3.18,0.90,9
02,Baja California,001,Ensenada,0001,Ensenada,8430,017,68,3,*,3,8.75,1.80,31,22,3.24,0.94,5
02,Baja California,001,Ensenada,0001,Ensenada,8430,019,48,*,*,*,8.13,2.50,15,14,3.43,1.04,*
02,Baja California,001,Ensenada,0001,Ensenada,8430,020,50,*,*,*,8.83,1.79,17,14,3.85,0.94,3
02,Baja California,001,Ensenada,0001,Ensenada,8430,021,116,6,5,5,8.50,1.97,41,32,3.63,1.16,4
02,Baja California,001,Ensenada,0001,Ensenada,8430,022,128,7,6,3,9.30,2.22,52,37,3.66,1.03,11
02,Baja California,001,Ensenada,0001,Ensenada,8430,023,128,5,3,5,9.99,2.15,50,37,3.76,1.03,16
02,Baja California,001,Ensenada,0001,Ensenada,8430,024,112,5,10,4,8.85,1.60,44,37,3.29,1.14,13
02,Baja California,001,Ensenada,0001,Ensenada,8430,025,84,5,6,4,8.83,1.93,43,26,3.50,0.99,5
02,Baja California,001,Ensenada,0001,Ensenada,8430,027,57,5,3,0,10.27,1.96,14,18,3.56,1.04,6
02,Baja California,001,Ensenada,0001,Ensenada,8430,029,60,*,*,*,9.34,2.61,23,12,5,1.30,6
02,Baja California,001,Ensenada,0001,Ensenada,8430,030,74,*,*,*,9.37,1.88,29,17,3.13,0.96,5
02,Baja California,001,Ensenada,0001,Ensenada,8430,031,112,*,7,3,9.20,1.93,41,29,3.86,1.08,10
02,Baja California,001,Ensenada,0001,Ensenada,8430,032,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,8430,033,7,*,0,0,9,2.25,*,3,2.33,1,0
