ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
02,Baja California,002,Mexicali,0001,Mexicali,4223,005,11,0,0,*,13,0,7,1,1,3,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,006,72,*,*,*,8.39,2.42,18,1.36,3.45,8,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,007,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,008,16,0,4,*,13.36,2.20,13,0.76,2.29,4,5
02,Baja California,002,Mexicali,0001,Mexicali,4223,009,19,0,0,3,9.62,3.17,9,0.57,2.17,3,4
02,Baja California,002,Mexicali,0001,Mexicali,4223,010,3,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,011,45,*,*,4,9.63,1.59,20,0.64,2.33,7,23
02,Baja California,002,Mexicali,0001,Mexicali,4223,012,5,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,013,31,*,0,*,6.18,1.08,10,1.04,3.50,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,014,9,*,*,0,7.75,2,6,1,3,*,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,015,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,016,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,017,11,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,018,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,019,2,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,020,4,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,021,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,022,7,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,023,5,0,0,*,9.60,2,5,0.56,1.25,*,4
02,Baja California,002,Mexicali,0001,Mexicali,4223,024,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,025,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,026,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,027,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,028,3,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,029,69,*,5,5,7.84,3.26,52,0.83,2.36,5,19
02,Baja California,002,Mexicali,0001,Mexicali,4223,030,12,0,0,0,9.33,1,6,0.86,2,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,031,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4223,032,40,0,*,*,8.60,2.36,15,0.83,3.40,4,18
02,Baja California,002,Mexicali,0001,Mexicali,4223,033,8,0,0,*,11.50,2.75,4,0.44,2.67,3,*
02,Baja California,002,Mexicali,0001,Mexicali,4223,034,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Total AGEB urbana,4238,000,1364,32,26,194,11.32,2.11,696,0.66,2.86,231,295
02,Baja California,002,Mexicali,0001,Mexicali,4238,001,10,*,0,*,15.11,1.40,6,0.53,2,5,4
02,Baja California,002,Mexicali,0001,Mexicali,4238,002,9,0,0,*,10.80,2.25,4,0.50,2,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,003,55,0,0,4,12.82,1.50,21,0.87,3.33,8,8
02,Baja California,002,Mexicali,0001,Mexicali,4238,004,13,0,0,3,13.50,0.50,10,0.57,2.17,5,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,005,27,0,*,6,12,2.64,9,0.64,3.38,3,5
02,Baja California,002,Mexicali,0001,Mexicali,4238,006,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4238,007,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4238,008,12,0,0,*,8.83,1.75,9,0.90,4.50,*,0
02,Baja California,002,Mexicali,0001,Mexicali,4238,009,1,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,010,3,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,011,14,0,0,0,13.69,0.67,11,0.54,2.80,5,5
02,Baja California,002,Mexicali,0001,Mexicali,4238,012,6,0,0,*,15.33,0.60,3,0.43,2,3,0
02,Baja California,002,Mexicali,0001,Mexicali,4238,013,17,*,*,*,14.92,0.78,17,0.77,2.83,4,7
02,Baja California,002,Mexicali,0001,Mexicali,4238,014,32,*,0,8,10.50,2.44,13,0.62,2.67,6,4
02,Baja California,002,Mexicali,0001,Mexicali,4238,015,39,*,*,8,10.27,2.09,17,0.71,3,3,10
02,Baja California,002,Mexicali,0001,Mexicali,4238,016,16,0,*,4,10.82,0.86,14,0.93,3.25,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,017,22,0,0,*,12.50,5.50,9,0.50,2,*,0
02,Baja California,002,Mexicali,0001,Mexicali,4238,018,25,0,0,4,10.89,2,11,0.53,2.38,4,10
02,Baja California,002,Mexicali,0001,Mexicali,4238,019,19,*,*,4,10.75,2.71,9,0.80,3.20,4,4
02,Baja California,002,Mexicali,0001,Mexicali,4238,020,44,0,*,9,13.92,1.53,36,0.63,2.32,17,8
02,Baja California,002,Mexicali,0001,Mexicali,4238,021,17,0,0,5,13.24,1.50,13,0.43,2.43,5,3
02,Baja California,002,Mexicali,0001,Mexicali,4238,022,43,0,*,4,12.23,1.71,19,0.57,3.09,6,17
02,Baja California,002,Mexicali,0001,Mexicali,4238,023,61,*,*,8,10.38,1.79,31,0.81,3.25,11,5
02,Baja California,002,Mexicali,0001,Mexicali,4238,024,45,*,*,3,9.81,1.44,20,0.80,2.77,6,11
02,Baja California,002,Mexicali,0001,Mexicali,4238,025,5,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,026,10,0,0,3,13,1.17,4,0.48,2.50,3,8
02,Baja California,002,Mexicali,0001,Mexicali,4238,027,9,0,0,0,11.22,1.33,29,1,2.25,3,3
02,Baja California,002,Mexicali,0001,Mexicali,4238,028,17,0,0,0,14.75,1.67,35,0.55,2.43,6,11
02,Baja California,002,Mexicali,0001,Mexicali,4238,029,45,0,0,5,12.59,2.40,28,0.63,2.77,9,8
02,Baja California,002,Mexicali,0001,Mexicali,4238,030,82,*,*,7,10.05,2.93,35,0.80,2.92,9,23
02,Baja California,002,Mexicali,0001,Mexicali,4238,031,52,0,0,7,7.90,3.15,34,0.63,2.05,4,14
02,Baja California,002,Mexicali,0001,Mexicali,4238,032,81,4,0,11,10.74,2.21,29,0.56,3,12,18
02,Baja California,002,Mexicali,0001,Mexicali,4238,033,15,*,0,*,7.83,5.33,4,0.65,3.75,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,034,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4238,035,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4238,036,61,*,*,12,11.98,1.71,26,0.60,2.75,12,8
02,Baja California,002,Mexicali,0001,Mexicali,4238,037,11,0,*,0,10,3,3,1,3.67,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4238,038,160,4,5,33,9.59,2.75,55,0.84,3.50,18,13
02,Baja California,002,Mexicali,0001,Mexicali,4238,039,93,3,3,6,9.17,2.11,42,0.91,2.81,8,24
02,Baja California,002,Mexicali,0001,Mexicali,4238,040,60,4,*,4,11.13,1.71,29,0.72,2.67,8,9
02,Baja California,002,Mexicali,0001,Mexicali,4238,041,133,4,*,23,14.44,2.18,55,0.51,3.10,34,44
02,Baja California,002,Mexicali,0001,Mexicali,4238,042,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Total AGEB urbana,4242,000,1015,18,15,158,12.93,1.77,494,0.55,2.82,228,229
02,Baja California,002,Mexicali,0001,Mexicali,4242,001,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,002,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,006,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,007,32,0,*,7,15.20,1.75,12,0.63,3.20,8,5
02,Baja California,002,Mexicali,0001,Mexicali,4242,008,25,*,0,5,9.75,1.18,9,0.54,3.13,5,8
02,Baja California,002,Mexicali,0001,Mexicali,4242,009,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,010,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,011,8,0,0,4,9.67,2,3,0.35,2.67,3,*
02,Baja California,002,Mexicali,0001,Mexicali,4242,012,38,*,*,*,11.40,1.35,8,0.58,4.75,8,13
02,Baja California,002,Mexicali,0001,Mexicali,4242,013,25,*,0,*,12.50,1.40,12,0.63,3.80,4,5
02,Baja California,002,Mexicali,0001,Mexicali,4242,014,34,0,*,3,14.60,1.76,11,0.59,3.09,10,7
02,Baja California,002,Mexicali,0001,Mexicali,4242,015,61,4,0,5,14.10,1.28,33,0.59,3.06,13,19
02,Baja California,002,Mexicali,0001,Mexicali,4242,016,56,0,0,10,13.83,1.70,32,0.40,2.24,18,9
02,Baja California,002,Mexicali,0001,Mexicali,4242,017,43,0,*,7,12.50,1.50,27,0.49,2.05,14,16
02,Baja California,002,Mexicali,0001,Mexicali,4242,018,33,0,0,*,12.46,1.69,28,0.85,3.30,6,9
02,Baja California,002,Mexicali,0001,Mexicali,4242,019,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,020,27,0,*,7,8.33,1.38,17,0.54,2.45,7,10
02,Baja California,002,Mexicali,0001,Mexicali,4242,021,33,*,0,*,11.95,1.71,16,0.82,2.70,4,9
02,Baja California,002,Mexicali,0001,Mexicali,4242,022,59,*,*,6,13.67,1.58,20,0.65,3.28,11,15
02,Baja California,002,Mexicali,0001,Mexicali,4242,023,21,0,0,*,15.45,1.80,7,0.63,3.75,4,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,024,10,0,0,0,14.25,0,20,0.19,1.33,3,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,025,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,026,47,*,4,8,15.17,2.19,19,0.63,3.15,11,7
02,Baja California,002,Mexicali,0001,Mexicali,4242,027,21,0,0,4,12.67,2.57,9,0.50,2.50,4,3
02,Baja California,002,Mexicali,0001,Mexicali,4242,028,29,0,0,9,8.33,2.07,15,0.51,2.23,7,7
02,Baja California,002,Mexicali,0001,Mexicali,4242,029,28,0,*,8,11,2,12,0.51,2.71,5,6
02,Baja California,002,Mexicali,0001,Mexicali,4242,030,49,3,*,6,12.40,1.58,27,0.62,2.71,11,12
02,Baja California,002,Mexicali,0001,Mexicali,4242,031,51,0,0,7,13.74,1.29,16,0.51,3.23,11,8
02,Baja California,002,Mexicali,0001,Mexicali,4242,032,27,0,0,6,11.90,2.42,14,0.58,2.63,6,4
02,Baja California,002,Mexicali,0001,Mexicali,4242,033,24,0,0,3,13.94,1.88,17,0.64,2.33,6,8
02,Baja California,002,Mexicali,0001,Mexicali,4242,034,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4242,035,18,0,0,5,11.18,2.38,8,0.51,3,4,*
02,Baja California,002,Mexicali,0001,Mexicali,4242,036,31,*,*,9,12.76,1.93,17,0.40,2.33,10,10
02,Baja California,002,Mexicali,0001,Mexicali,4242,037,41,0,*,7,11,1.91,19,0.44,2.64,7,8
02,Baja California,002,Mexicali,0001,Mexicali,4242,038,28,0,0,6,13.16,2.43,12,0.51,3.11,6,7
02,Baja California,002,Mexicali,0001,Mexicali,4242,039,8,*,*,*,*,*,3,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4242,040,50,0,0,10,12.54,1.87,24,0.54,2.32,10,11
02,Baja California,002,Mexicali,0001,Mexicali,4242,041,27,*,0,*,11.41,1.75,11,0.71,4,3,*
02,Baja California,002,Mexicali,0001,Mexicali,4242,042,31,0,0,5,13.22,2.91,16,0.54,2.82,8,5
02,Baja California,002,Mexicali,0001,Total AGEB urbana,4257,000,2434,60,79,264,11.27,2.07,877,0.69,3.31,406,651
02,Baja California,002,Mexicali,0001,Mexicali,4257,001,106,*,3,13,11.03,2,35,0.74,3.15,13,21
02,Baja California,002,Mexicali,0001,Mexicali,4257,002,84,*,8,6,10.54,2.06,29,0.76,3.23,16,20
02,Baja California,002,Mexicali,0001,Mexicali,4257,003,122,3,5,13,9.60,2.59,27,0.89,4.52,14,27
02,Baja California,002,Mexicali,0001,Mexicali,4257,004,84,6,*,5,9.94,2.08,43,0.80,3.25,11,23
02,Baja California,002,Mexicali,0001,Mexicali,4257,005,30,0,0,7,9.68,1.79,14,0.58,3,*,12
02,Baja California,002,Mexicali,0001,Mexicali,4257,006,59,*,*,6,11.98,1.81,12,1,5.09,7,20
02,Baja California,002,Mexicali,0001,Mexicali,4257,007,37,0,*,7,11.67,2.93,19,0.52,2.83,7,12
02,Baja California,002,Mexicali,0001,Mexicali,4257,008,71,5,3,6,10.81,2.21,28,0.76,3.61,9,18
02,Baja California,002,Mexicali,0001,Mexicali,4257,009,65,*,*,11,10.22,1.88,28,0.65,3.10,10,18
02,Baja California,002,Mexicali,0001,Mexicali,4257,010,50,*,3,5,9.95,1.92,18,0.64,2.93,7,12
02,Baja California,002,Mexicali,0001,Mexicali,4257,011,38,0,*,3,13.29,2,20,0.52,2.60,9,11
02,Baja California,002,Mexicali,0001,Mexicali,4257,012,78,0,*,7,11.83,1.82,24,0.67,4,16,13
02,Baja California,002,Mexicali,0001,Mexicali,4257,013,86,3,3,13,10.52,2.70,27,0.75,3.48,13,26
02,Baja California,002,Mexicali,0001,Mexicali,4257,014,61,0,*,6,11.04,2.03,24,0.52,2.90,14,18
02,Baja California,002,Mexicali,0001,Mexicali,4257,015,88,3,3,14,9.29,2.45,28,0.82,3.54,11,24
02,Baja California,002,Mexicali,0001,Mexicali,4257,016,49,5,*,6,8.32,2.07,21,0.82,3.64,4,17
02,Baja California,002,Mexicali,0001,Mexicali,4257,017,56,3,*,9,10.11,1.95,20,0.69,3.13,6,13
02,Baja California,002,Mexicali,0001,Mexicali,4257,018,100,*,6,6,10.79,1.59,38,0.75,3.70,14,20
02,Baja California,002,Mexicali,0001,Mexicali,4257,019,75,*,*,8,11.74,2.32,29,0.58,2.68,16,20
02,Baja California,002,Mexicali,0001,Mexicali,4257,020,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4257,021,75,0,4,5,12.89,1.57,24,0.67,3.60,14,11
02,Baja California,002,Mexicali,0001,Mexicali,4257,022,66,*,*,9,10.96,2.52,27,0.69,3.30,15,17
02,Baja California,002,Mexicali,0001,Mexicali,4257,023,75,*,*,9,11.53,2.66,35,0.62,2.67,12,15
02,Baja California,002,Mexicali,0001,Mexicali,4257,024,71,*,4,0,12.90,2.05,20,0.90,4.43,12,11
02,Baja California,002,Mexicali,0001,Mexicali,4257,025,46,0,*,7,7.26,2.47,15,0.77,3.36,*,14
02,Baja California,002,Mexicali,0001,Mexicali,4257,026,84,*,5,14,9.94,2.71,34,0.63,2.79,11,25
02,Baja California,002,Mexicali,0001,Mexicali,4257,027,79,*,*,12,10.78,2.08,27,0.74,3.48,11,28
02,Baja California,002,Mexicali,0001,Mexicali,4257,028,31,0,0,3,12.08,1.87,14,0.47,2.38,10,8
02,Baja California,002,Mexicali,0001,Mexicali,4257,029,43,*,*,*,11.62,2,15,0.59,2.85,7,9
02,Baja California,002,Mexicali,0001,Mexicali,4257,030,33,0,0,*,11.82,2.30,16,0.75,3.43,5,9
02,Baja California,002,Mexicali,0001,Mexicali,4257,031,14,*,0,*,13.86,3.75,4,0.47,4,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4257,032,80,4,0,5,14.07,1.87,25,0.57,3.70,16,20
02,Baja California,002,Mexicali,0001,Mexicali,4257,033,139,*,*,14,13.82,1.54,48,0.64,3.02,30,46
02,Baja California,002,Mexicali,0001,Mexicali,4257,034,140,5,3,13,13.30,1.33,44,0.71,3.45,32,42
02,Baja California,002,Mexicali,0001,Mexicali,4257,035,119,*,6,16,12.25,2.11,45,0.62,2.97,28,50
02,Baja California,002,Mexicali,0001,Total AGEB urbana,4261,000,1901,42,48,238,10.89,2.09,705,0.65,3.26,314,506
02,Baja California,002,Mexicali,0001,Mexicali,4261,001,62,0,*,11,10.89,1.88,36,0.63,2.95,11,18
02,Baja California,002,Mexicali,0001,Mexicali,4261,002,90,*,4,8,12.31,2.04,35,0.53,3,13,8
02,Baja California,002,Mexicali,0001,Mexicali,4261,003,65,*,0,8,10.79,1.82,25,0.66,3.12,10,23
02,Baja California,002,Mexicali,0001,Mexicali,4261,004,88,*,*,7,10.81,2.03,31,0.74,3.33,8,21
02,Baja California,002,Mexicali,0001,Mexicali,4261,005,56,*,*,5,11.60,2,19,0.72,3.12,12,16
02,Baja California,002,Mexicali,0001,Mexicali,4261,006,40,*,*,8,9.79,2.50,16,0.58,2.62,6,16
02,Baja California,002,Mexicali,0001,Mexicali,4261,007,42,0,*,0,13.53,1.16,18,0.57,3,13,8
02,Baja California,002,Mexicali,0001,Mexicali,4261,008,59,*,*,11,10.20,3.24,27,0.58,2.68,9,12
02,Baja California,002,Mexicali,0001,Mexicali,4261,009,89,*,*,9,9.97,1.97,30,0.75,3.58,16,21
02,Baja California,002,Mexicali,0001,Mexicali,4261,010,84,*,0,10,11.33,1.87,33,0.54,3.11,23,39
02,Baja California,002,Mexicali,0001,Mexicali,4261,011,74,3,*,14,11.41,2.38,27,0.60,3.10,11,19
02,Baja California,002,Mexicali,0001,Mexicali,4261,012,64,0,3,10,8.67,2.12,23,0.52,2.78,16,24
02,Baja California,002,Mexicali,0001,Mexicali,4261,013,57,*,0,7,14.13,2.21,17,0.57,3.38,11,12
02,Baja California,002,Mexicali,0001,Mexicali,4261,014,72,4,0,13,11.52,2.12,24,0.61,3.16,10,15
02,Baja California,002,Mexicali,0001,Mexicali,4261,015,80,3,*,14,11.04,1.85,29,0.67,2.85,13,18
02,Baja California,002,Mexicali,0001,Mexicali,4261,016,43,0,*,5,13.03,1.35,20,0.60,2.69,10,23
02,Baja California,002,Mexicali,0001,Mexicali,4261,017,53,0,0,5,12.16,2,20,0.56,3.17,6,13
02,Baja California,002,Mexicali,0001,Mexicali,4261,018,81,3,4,10,10.39,1.87,37,0.74,3.26,12,30
02,Baja California,002,Mexicali,0001,Mexicali,4261,019,46,0,*,5,9.92,2.95,19,0.60,3.29,6,9
02,Baja California,002,Mexicali,0001,Mexicali,4261,020,113,3,5,21,10.33,2.56,35,0.67,3.88,20,29
02,Baja California,002,Mexicali,0001,Mexicali,4261,021,66,3,4,7,8.84,2.39,23,0.81,3.47,8,21
02,Baja California,002,Mexicali,0001,Mexicali,4261,022,70,0,*,5,9.10,2.29,28,0.73,3.25,5,14
02,Baja California,002,Mexicali,0001,Mexicali,4261,023,62,*,*,4,11.64,1.88,21,0.60,3.79,9,9
02,Baja California,002,Mexicali,0001,Mexicali,4261,024,59,0,3,8,10.44,2.28,16,0.82,3.69,7,12
02,Baja California,002,Mexicali,0001,Mexicali,4261,025,49,*,0,8,11.31,2.38,13,0.79,4.11,5,11
02,Baja California,002,Mexicali,0001,Mexicali,4261,026,50,*,3,5,11.49,1.96,24,0.60,3.13,14,14
02,Baja California,002,Mexicali,0001,Mexicali,4261,027,90,*,3,6,10.36,1.80,28,0.78,3.60,14,24
02,Baja California,002,Mexicali,0001,Mexicali,4261,028,15,*,0,5,4.67,2.20,9,0.56,3,*,6
02,Baja California,002,Mexicali,0001,Mexicali,4261,029,52,*,0,8,10.93,2,10,0.79,5.20,9,16
02,Baja California,002,Mexicali,0001,Mexicali,4261,030,30,3,*,*,13.65,1.45,12,0.79,3.86,6,5
02,Baja California,002,Mexicali,0001,Total AGEB urbana,4276,000,2055,50,62,192,12.21,2,697,0.66,3.36,397,487
02,Baja California,002,Mexicali,0001,Mexicali,4276,001,5,*,*,*,*,*,2,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4276,002,27,*,0,3,12.43,2.50,11,0.51,2.63,6,5
02,Baja California,002,Mexicali,0001,Mexicali,4276,003,47,*,*,4,11.96,2.29,15,0.64,3.17,9,13
02,Baja California,002,Mexicali,0001,Mexicali,4276,004,45,0,*,11,11.93,1.64,15,0.58,3,9,12
02,Baja California,002,Mexicali,0001,Mexicali,4276,005,41,0,*,*,12.27,2.91,21,0.56,2.90,5,13
02,Baja California,002,Mexicali,0001,Mexicali,4276,006,94,*,*,12,13.32,2.17,25,0.73,4.19,18,24
02,Baja California,002,Mexicali,0001,Mexicali,4276,007,66,*,*,5,12.28,1.73,24,0.58,3.35,12,19
02,Baja California,002,Mexicali,0001,Mexicali,4276,008,106,*,*,7,12.34,2.12,31,0.77,3.81,24,26
02,Baja California,002,Mexicali,0001,Mexicali,4276,009,48,3,*,6,11.77,1.87,17,0.65,3,9,12
02,Baja California,002,Mexicali,0001,Mexicali,4276,010,126,4,5,13,12.26,2.71,38,0.81,4.18,19,16
02,Baja California,002,Mexicali,0001,Mexicali,4276,011,91,*,3,9,10.98,2.23,30,0.73,3.28,12,23
02,Baja California,002,Mexicali,0001,Mexicali,4276,012,91,3,*,17,9.78,2.38,33,0.77,3.04,13,21
02,Baja California,002,Mexicali,0001,Mexicali,4276,013,97,*,3,13,10.28,2.54,34,0.73,3.34,16,33
02,Baja California,002,Mexicali,0001,Mexicali,4276,014,82,3,*,6,11.87,1.74,26,0.74,3.32,13,19
02,Baja California,002,Mexicali,0001,Mexicali,4276,015,22,*,*,0,13.59,1.29,10,0.65,3.14,6,3
02,Baja California,002,Mexicali,0001,Mexicali,4276,016,50,0,5,5,14.08,2,17,0.51,2.94,13,11
02,Baja California,002,Mexicali,0001,Mexicali,4276,017,98,3,6,8,12.73,2.13,33,0.70,3.39,20,26
02,Baja California,002,Mexicali,0001,Mexicali,4276,018,48,0,0,9,12.11,2.77,21,0.54,2.81,11,11
02,Baja California,002,Mexicali,0001,Mexicali,4276,019,43,*,*,4,6.43,2.44,16,0.59,2.62,7,15
02,Baja California,002,Mexicali,0001,Mexicali,4276,020,126,7,3,9,11.69,2.19,44,0.65,3.33,28,19
02,Baja California,002,Mexicali,0001,Mexicali,4276,021,24,0,0,5,12,2,7,0.58,4.20,5,9
02,Baja California,002,Mexicali,0001,Mexicali,4276,022,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4276,023,11,0,*,*,8,2.25,5,0.65,2.75,*,7
02,Baja California,002,Mexicali,0001,Mexicali,4276,024,3,*,*,*,*,*,1,*,*,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4276,025,65,*,*,9,13.06,1.61,21,0.58,3.50,13,12
02,Baja California,002,Mexicali,0001,Mexicali,4276,026,65,*,*,10,7.36,2.38,15,0.78,4.43,10,22
02,Baja California,002,Mexicali,0001,Mexicali,4276,027,78,*,*,6,12.38,1.54,29,0.65,3.13,16,22
02,Baja California,002,Mexicali,0001,Mexicali,4276,028,20,*,*,0,12.57,2.67,7,0.79,3.67,3,*
02,Baja California,002,Mexicali,0001,Mexicali,4276,029,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,002,Mexicali,0001,Mexicali,4276,030,33,0,0,*,13,1.83,12,0.39,2.63,7,8
02,Baja California,002,Mexicali,0001,Mexicali,4276,031,113,*,*,4,13.45,1.57,45,0.60,3.25,29,34
02,Baja California,002,Mexicali,0001,Mexicali,4276,032,83,*,*,*,12.88,1.59,27,0.69,3.22,18,16
02,Baja California,002,Mexicali,0001,Mexicali,4276,033,207,4,9,9,13.22,1.47,65,0.66,3.53,45,31
02,Baja California,002,Mexicali,0001,Total AGEB urbana,4280,000,1988,60,61,258,11.64,2.17,681,0.64,3.36,347,518
02,Baja California,002,Mexicali,0001,Mexicali,4280,001,40,*,0,8,10.52,2.60,18,0.54,3.10,5,12
02,Baja California,002,Mexicali,0001,Mexicali,4280,002,66,3,*,8,11.29,2.13,24,0.66,3,12,20
02,Baja California,002,Mexicali,0001,Mexicali,4280,003,84,*,9,13,10.53,2.25,35,0.72,3.39,9,24
02,Baja California,002,Mexicali,0001,Mexicali,4280,004,44,*,*,12,11.08,2.38,17,0.64,3.14,5,12
02,Baja California,002,Mexicali,0001,Mexicali,4280,005,65,6,3,3,6.57,2.45,22,0.82,3.11,9,21
02,Baja California,002,Mexicali,0001,Mexicali,4280,006,59,*,0,8,5.73,2.50,19,0.65,3.79,7,18
02,Baja California,002,Mexicali,0001,Mexicali,4280,007,75,*,*,23,7.43,2.90,28,0.51,2.76,13,21
02,Baja California,002,Mexicali,0001,Mexicali,4280,008,105,4,3,14,11.19,2.30,31,0.76,4,17,27
02,Baja California,002,Mexicali,0001,Mexicali,4280,009,65,*,0,11,12.40,1.94,24,0.65,3.25,15,22
02,Baja California,002,Mexicali,0001,Mexicali,4280,010,27,0,0,*,10.21,2.17,9,0.60,3,5,5
02,Baja California,002,Mexicali,0001,Mexicali,4280,011,11,*,0,*,14.11,2.20,3,0.58,3.67,*,*
02,Baja California,002,Mexicali,0001,Mexicali,4280,012,84,*,4,21,9.33,3.23,28,0.64,3.39,9,20
02,Baja California,002,Mexicali,0001,Mexicali,4280,013,84,*,*,7,12.54,2.29,31,0.63,3,13,13
02,Baja California,002,Mexicali,0001,Mexicali,4280,014,69,0,0,12,13,2.60,27,0.52,3,15,21
02,Baja California,002,Mexicali,0001,Mexicali,4280,015,47,*,*,8,13.09,1.50,15,0.54,3.17,11,5
02,Baja California,002,Mexicali,0001,Mexicali,4280,016,56,0,*,9,11.83,2.54,19,0.62,3.12,10,13
02,Baja California,002,Mexicali,0001,Mexicali,4280,017,32,0,0,3,12.04,2,13,0.52,2.91,8,14
02,Baja California,002,Mexicali,0001,Mexicali,4280,018,76,*,*,9,10,2.13,27,0.59,3.19,13,28
02,Baja California,002,Mexicali,0001,Mexicali,4280,019,76,4,*,12,12.02,2.18,25,0.70,3.84,16,16
02,Baja California,002,Mexicali,0001,Mexicali,4280,020,80,3,3,8,12.35,2.19,21,0.67,3.89,15,14
02,Baja California,002,Mexicali,0001,Mexicali,4280,021,48,*,*,*,12.88,1.54,19,0.59,2.82,14,10
02,Baja California,002,Mexicali,0001,Mexicali,4280,022,56,*,*,8,12.80,1.96,23,0.52,2.95,10,17
02,Baja California,002,Mexicali,0001,Mexicali,4280,023,55,3,3,6,14.78,1.87,18,0.52,3.47,11,16
02,Baja California,002,Mexicali,0001,Mexicali,4280,024,120,3,4,4,12.21,1.90,32,0.65,4.27,24,35
02,Baja California,002,Mexicali,0001,Mexicali,4280,025,57,5,*,6,12.62,1.84,21,0.64,3.40,10,20
02,Baja California,002,Mexicali,0001,Mexicali,4280,026,91,5,5,4,12.29,1.33,22,0.84,4.33,16,20
