ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,PNACOE
02,Baja California,001,Ensenada,0001,Ensenada,0505,015,73,*,*,11,13.50,2.13,24,0.58,3.32,13,28
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0524,000,3040,130,142,256,9.62,2.34,1083,0.81,3.28,417,1020
02,Baja California,001,Ensenada,0001,Ensenada,0524,001,53,*,*,8,9.08,2.79,28,0.56,2.52,8,22
02,Baja California,001,Ensenada,0001,Ensenada,0524,002,9,0,0,0,11.50,1.75,3,0.50,3,3,*
02,Baja California,001,Ensenada,0001,Ensenada,0524,003,67,3,*,10,9.78,2.26,22,0.69,3.19,9,16
02,Baja California,001,Ensenada,0001,Ensenada,0524,004,98,6,8,5,8.23,2.51,35,1.11,3.63,8,42
02,Baja California,001,Ensenada,0001,Ensenada,0524,006,84,4,*,4,13.58,1.68,35,0.74,2.71,23,38
02,Baja California,001,Ensenada,0001,Ensenada,0524,007,45,*,3,4,10.78,1.47,25,0.60,3.21,9,11
02,Baja California,001,Ensenada,0001,Ensenada,0524,008,43,0,3,4,9.65,2.33,14,0.81,3.07,6,4
02,Baja California,001,Ensenada,0001,Ensenada,0524,009,71,*,3,7,10.51,2.05,32,0.65,2.71,14,15
02,Baja California,001,Ensenada,0001,Ensenada,0524,011,39,*,*,7,12.58,2.70,16,0.68,3,10,13
02,Baja California,001,Ensenada,0001,Ensenada,0524,012,28,*,0,5,14.44,1.50,18,0.55,2.80,9,17
02,Baja California,001,Ensenada,0001,Ensenada,0524,013,21,*,*,*,12.53,1.78,8,0.64,3,4,5
02,Baja California,001,Ensenada,0001,Ensenada,0524,014,27,0,0,4,12.24,2.09,7,0.56,3.86,7,6
02,Baja California,001,Ensenada,0001,Ensenada,0524,015,56,*,5,4,9.26,2,21,0.65,2.80,9,17
02,Baja California,001,Ensenada,0001,Ensenada,0524,016,62,3,0,8,11,2.30,25,0.67,2.82,10,27
02,Baja California,001,Ensenada,0001,Ensenada,0524,017,78,3,*,8,9.03,2.87,27,0.80,2.89,9,34
02,Baja California,001,Ensenada,0001,Ensenada,0524,018,44,*,0,4,10.54,1.45,19,0.64,2.75,6,14
02,Baja California,001,Ensenada,0001,Ensenada,0524,019,56,*,*,8,10.11,2.19,23,0.48,2.38,7,22
02,Baja California,001,Ensenada,0001,Ensenada,0524,020,106,10,5,7,8.78,2.09,34,0.87,3.66,11,36
02,Baja California,001,Ensenada,0001,Ensenada,0524,023,21,0,*,6,7.92,5.71,6,0.88,4.20,*,8
02,Baja California,001,Ensenada,0001,Ensenada,0524,024,18,0,0,0,9.38,1.22,4,0.86,4.50,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0524,025,19,0,*,*,7.64,1.88,7,0.95,3.80,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0524,026,21,*,*,*,7.81,2.17,5,1.11,4.20,0,4
02,Baja California,001,Ensenada,0001,Ensenada,0524,032,26,*,*,*,8.75,1.92,7,0.79,3.83,*,11
02,Baja California,001,Ensenada,0001,Ensenada,0524,033,52,3,3,*,8.13,2.52,17,1.11,4,3,20
02,Baja California,001,Ensenada,0001,Ensenada,0524,035,34,*,*,3,9.73,2.69,12,0.76,3.40,5,7
02,Baja California,001,Ensenada,0001,Ensenada,0524,037,81,7,4,4,8.43,2.56,26,0.84,3.24,11,17
02,Baja California,001,Ensenada,0001,Ensenada,0524,038,67,3,4,8,8.31,2.56,21,0.76,3.35,13,17
02,Baja California,001,Ensenada,0001,Ensenada,0524,040,104,*,4,17,9.80,2.50,39,0.78,2.97,15,33
02,Baja California,001,Ensenada,0001,Ensenada,0524,042,106,*,6,7,11.28,2.27,40,0.86,3.55,17,40
02,Baja California,001,Ensenada,0001,Ensenada,0524,044,28,*,*,4,10.89,3,10,0.64,3.50,6,8
02,Baja California,001,Ensenada,0001,Ensenada,0524,045,90,7,4,5,7.35,3.11,26,1.15,3.60,8,23
02,Baja California,001,Ensenada,0001,Ensenada,0524,046,66,*,*,8,11.67,1.72,31,0.69,2.28,17,25
02,Baja California,001,Ensenada,0001,Ensenada,0524,048,97,0,5,13,13.62,2.19,39,0.52,3.13,28,40
02,Baja California,001,Ensenada,0001,Ensenada,0524,050,62,4,*,7,9.57,1.57,20,0.95,3.65,8,31
02,Baja California,001,Ensenada,0001,Ensenada,0524,051,13,0,0,*,9.80,5.50,5,0.76,3.25,*,4
02,Baja California,001,Ensenada,0001,Ensenada,0524,052,58,4,4,*,9.37,1.71,18,0.98,3.87,7,15
02,Baja California,001,Ensenada,0001,Ensenada,0524,053,22,*,0,5,10.37,3.43,9,0.65,2.75,4,*
02,Baja California,001,Ensenada,0001,Ensenada,0524,054,9,0,0,0,9.67,0.60,5,0.75,1.80,*,3
02,Baja California,001,Ensenada,0001,Ensenada,0524,055,32,*,*,3,9.23,2.11,17,0.82,2,*,10
02,Baja California,001,Ensenada,0001,Ensenada,0524,056,50,4,4,0,9.24,1.76,15,0.88,4.17,5,16
02,Baja California,001,Ensenada,0001,Ensenada,0524,057,70,5,4,*,8.73,2.46,21,0.84,3.89,10,27
02,Baja California,001,Ensenada,0001,Ensenada,0524,058,15,0,*,0,8.11,4.33,5,1,5,*,4
02,Baja California,001,Ensenada,0001,Ensenada,0524,059,34,*,*,*,8.96,2.27,11,0.67,3.40,7,9
02,Baja California,001,Ensenada,0001,Ensenada,0524,060,21,*,0,*,8.25,1.57,7,0.75,3.50,*,3
02,Baja California,001,Ensenada,0001,Ensenada,0524,061,62,5,3,5,11.46,2.50,22,0.76,3.26,10,12
02,Baja California,001,Ensenada,0001,Ensenada,0524,062,53,*,*,3,7.61,1.83,17,1.04,3.53,3,32
02,Baja California,001,Ensenada,0001,Ensenada,0524,063,272,10,13,15,8.32,2.49,86,0.98,3.83,30,70
02,Baja California,001,Ensenada,0001,Ensenada,0524,064,64,*,*,7,9.39,3,23,0.79,3.05,8,24
02,Baja California,001,Ensenada,0001,Ensenada,0524,065,20,*,0,0,9,2.17,6,1.33,4,*,12
02,Baja California,001,Ensenada,0001,Ensenada,0524,066,94,5,8,4,8.84,2.61,30,1.06,3.92,10,21
02,Baja California,001,Ensenada,0001,Ensenada,0524,067,11,0,*,*,6.14,8,4,1.10,3.67,0,6
02,Baja California,001,Ensenada,0001,Ensenada,0524,068,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0524,069,5,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0524,070,15,*,3,*,6.33,2.50,3,1.67,5,0,11
02,Baja California,001,Ensenada,0001,Ensenada,0524,071,95,4,8,5,8.83,2.08,32,1.02,3.39,8,36
02,Baja California,001,Ensenada,0001,Ensenada,0524,072,47,3,*,*,8.19,1.81,12,1.52,4.70,*,26
02,Baja California,001,Ensenada,0001,Ensenada,0524,073,49,*,4,6,6.29,3.50,18,1.17,2.88,*,29
02,Baja California,001,Ensenada,0001,Ensenada,0524,074,30,*,*,4,7.68,4.22,8,0.86,3.75,3,7
02,Baja California,001,Ensenada,0001,Ensenada,0524,075,3,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0524,076,7,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0524,077,10,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0543,000,1871,83,92,175,8.76,2.47,679,0.85,3.38,182,626
02,Baja California,001,Ensenada,0001,Ensenada,0543,003,16,*,0,*,10.07,1.29,7,0.73,3.20,*,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,004,22,0,0,*,7.71,1.86,15,0.95,3.17,0,11
02,Baja California,001,Ensenada,0001,Ensenada,0543,005,27,*,*,*,11.83,2.17,8,0.90,3.86,4,4
02,Baja California,001,Ensenada,0001,Ensenada,0543,010,7,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0543,012,15,0,*,*,8.83,2.33,7,0.56,3,0,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,014,12,0,0,*,7.90,3.67,5,0.92,3,3,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,017,37,4,0,5,9.83,1.88,17,0.67,3.08,5,17
02,Baja California,001,Ensenada,0001,Ensenada,0543,020,38,*,*,*,9.38,2.07,8,1.23,4.75,3,17
02,Baja California,001,Ensenada,0001,Ensenada,0543,022,44,6,3,*,8.30,2.13,15,0.85,3.67,*,17
02,Baja California,001,Ensenada,0001,Ensenada,0543,024,24,*,0,4,7.91,4.13,10,0.69,2.67,3,14
02,Baja California,001,Ensenada,0001,Ensenada,0543,025,43,*,0,7,7.17,2.84,15,0.73,3.07,8,24
02,Baja California,001,Ensenada,0001,Ensenada,0543,026,15,0,0,4,9.23,2.29,8,0.68,3,*,10
02,Baja California,001,Ensenada,0001,Ensenada,0543,028,57,*,*,*,8.23,2.25,20,0.77,3.35,4,17
02,Baja California,001,Ensenada,0001,Ensenada,0543,029,38,*,3,*,10.10,2.06,10,0.93,3.80,5,11
02,Baja California,001,Ensenada,0001,Ensenada,0543,030,5,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0543,031,30,*,3,5,7,3.56,9,0.82,3.38,3,7
02,Baja California,001,Ensenada,0001,Ensenada,0543,032,38,*,3,*,7.72,2.31,13,0.97,3.45,3,10
02,Baja California,001,Ensenada,0001,Ensenada,0543,033,31,*,*,*,5.48,3.08,10,0.86,3.44,*,11
02,Baja California,001,Ensenada,0001,Ensenada,0543,034,28,3,*,0,7.89,2.67,11,1.12,4,0,*
02,Baja California,001,Ensenada,0001,Ensenada,0543,035,11,0,0,*,4.56,4.20,5,0.92,2.20,0,10
02,Baja California,001,Ensenada,0001,Ensenada,0543,036,33,0,*,3,7.93,2.28,15,0.67,3.30,3,12
02,Baja California,001,Ensenada,0001,Ensenada,0543,038,44,*,*,9,8.45,3.41,19,0.83,2.93,4,15
02,Baja California,001,Ensenada,0001,Ensenada,0543,039,16,*,0,3,8.29,4.80,5,0.94,3.20,*,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,040,65,*,8,*,8.83,2.57,17,1.41,4.33,5,9
02,Baja California,001,Ensenada,0001,Ensenada,0543,041,31,0,3,4,8.68,3.09,12,0.91,3.44,*,7
02,Baja California,001,Ensenada,0001,Ensenada,0543,043,30,*,*,3,9.14,1.93,11,1.25,3.75,*,11
02,Baja California,001,Ensenada,0001,Ensenada,0543,044,19,0,0,6,6.29,2.27,12,0.63,2.38,0,10
02,Baja California,001,Ensenada,0001,Ensenada,0543,045,72,3,*,4,8.36,2.11,28,0.86,3,7,24
02,Baja California,001,Ensenada,0001,Ensenada,0543,046,37,4,*,0,7.96,2.07,14,1.19,3.70,*,17
02,Baja California,001,Ensenada,0001,Ensenada,0543,048,30,*,4,*,5.80,2.36,9,1,3.75,*,9
02,Baja California,001,Ensenada,0001,Ensenada,0543,072,10,0,0,0,10.63,2,5,0.77,3.33,*,4
02,Baja California,001,Ensenada,0001,Ensenada,0543,076,37,*,*,4,9.03,1.94,16,0.88,2.47,4,13
02,Baja California,001,Ensenada,0001,Ensenada,0543,077,8,*,*,*,*,*,2,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0543,079,24,0,0,6,8.30,3.58,8,0.77,4,3,8
02,Baja California,001,Ensenada,0001,Ensenada,0543,080,13,*,*,0,7.64,1.50,5,1,2.60,*,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,081,16,*,*,*,6.38,1.71,7,1,2.67,0,7
02,Baja California,001,Ensenada,0001,Ensenada,0543,082,24,3,*,*,6.21,2,9,1.20,3.43,*,8
02,Baja California,001,Ensenada,0001,Ensenada,0543,083,9,*,*,*,*,*,4,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0543,084,24,*,3,*,8.67,2.50,10,1.50,3.43,*,5
02,Baja California,001,Ensenada,0001,Ensenada,0543,085,11,0,0,0,7.63,2.50,4,0.92,2.75,*,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,086,9,0,0,*,6.89,3,3,1.13,3,0,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,087,62,3,*,10,7.67,3,20,1.11,3.88,4,28
02,Baja California,001,Ensenada,0001,Ensenada,0543,088,29,*,0,3,9.75,2.45,12,0.91,3.22,4,13
02,Baja California,001,Ensenada,0001,Ensenada,0543,089,103,3,5,10,9.06,2.59,31,0.83,4.12,13,33
02,Baja California,001,Ensenada,0001,Ensenada,0543,090,57,3,4,4,8,2.41,16,0.97,4.07,6,21
02,Baja California,001,Ensenada,0001,Ensenada,0543,091,21,*,*,*,10.06,0.80,7,0.70,3,3,4
02,Baja California,001,Ensenada,0001,Ensenada,0543,092,58,3,4,5,9.57,2.17,15,1.12,4.14,5,21
02,Baja California,001,Ensenada,0001,Ensenada,0543,093,54,*,*,7,6.76,2.48,21,0.69,2.70,3,23
02,Baja California,001,Ensenada,0001,Ensenada,0543,094,37,*,3,*,7.89,2.90,20,1.16,3.08,*,17
02,Baja California,001,Ensenada,0001,Ensenada,0543,095,19,*,0,*,9.25,1.89,6,1,3.17,*,6
02,Baja California,001,Ensenada,0001,Ensenada,0543,096,46,3,5,3,9.38,2.94,16,0.87,3.83,6,10
02,Baja California,001,Ensenada,0001,Ensenada,0543,097,13,0,0,4,13.17,1.50,9,0.57,2.17,4,3
02,Baja California,001,Ensenada,0001,Ensenada,0543,098,27,4,0,3,9.63,2.20,10,0.71,3.38,3,*
02,Baja California,001,Ensenada,0001,Ensenada,0543,099,23,*,*,4,8.36,3,6,0.92,3.83,*,8
02,Baja California,001,Ensenada,0001,Ensenada,0543,100,222,5,8,22,11.33,2.47,79,0.65,3.31,37,72
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0558,000,2426,75,81,179,12.68,1.69,903,0.68,3.06,612,873
02,Baja California,001,Ensenada,0001,Ensenada,0558,006,55,0,4,7,12.18,2.05,20,0.77,3.06,12,26
02,Baja California,001,Ensenada,0001,Ensenada,0558,007,44,3,*,7,13.33,2.12,13,0.67,3.38,10,8
02,Baja California,001,Ensenada,0001,Ensenada,0558,008,52,*,4,10,12.34,2.04,21,0.58,2.89,12,16
02,Baja California,001,Ensenada,0001,Ensenada,0558,009,79,*,7,16,11.82,1.91,32,0.54,2.63,16,32
02,Baja California,001,Ensenada,0001,Ensenada,0558,010,80,*,0,11,12.80,1.57,35,0.50,2.58,22,24
02,Baja California,001,Ensenada,0001,Ensenada,0558,011,81,0,0,14,12,1.97,30,0.56,3.12,20,33
02,Baja California,001,Ensenada,0001,Ensenada,0558,012,76,*,*,7,11.95,1.66,30,0.57,2.92,19,21
02,Baja California,001,Ensenada,0001,Ensenada,0558,015,38,*,*,4,11.76,1.94,14,0.54,2.71,9,12
02,Baja California,001,Ensenada,0001,Ensenada,0558,016,52,*,*,7,12.66,1.65,18,0.55,2.89,12,10
02,Baja California,001,Ensenada,0001,Ensenada,0558,017,40,0,*,8,12.06,1.83,16,0.56,2.67,9,7
02,Baja California,001,Ensenada,0001,Ensenada,0558,018,270,6,12,10,13.41,1.83,101,0.65,3.10,73,122
02,Baja California,001,Ensenada,0001,Ensenada,0558,019,130,4,*,9,12.72,1.60,48,0.63,2.83,37,43
02,Baja California,001,Ensenada,0001,Ensenada,0558,020,169,12,11,10,11.85,1.95,59,0.73,3.38,35,53
02,Baja California,001,Ensenada,0001,Ensenada,0558,021,76,*,4,5,12.30,1.50,31,0.70,2.92,19,21
02,Baja California,001,Ensenada,0001,Ensenada,0558,022,64,*,*,*,13.13,1.85,20,0.68,3.56,11,17
02,Baja California,001,Ensenada,0001,Ensenada,0558,023,99,3,*,7,11.60,1.66,36,0.66,3.19,28,27
02,Baja California,001,Ensenada,0001,Ensenada,0558,024,61,5,*,*,11.43,1.64,17,0.78,3.81,13,23
02,Baja California,001,Ensenada,0001,Ensenada,0558,025,45,3,*,*,12.03,1.84,17,0.63,3,10,20
02,Baja California,001,Ensenada,0001,Ensenada,0558,026,915,27,26,43,13.11,1.51,345,0.78,3.11,245,358
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0562,000,1575,44,53,209,11.51,1.82,630,0.63,2.88,317,469
02,Baja California,001,Ensenada,0001,Ensenada,0562,001,49,3,*,9,11.05,1.77,17,0.69,3.06,7,16
02,Baja California,001,Ensenada,0001,Ensenada,0562,002,90,4,5,4,13.17,1.66,39,0.80,3,22,19
02,Baja California,001,Ensenada,0001,Ensenada,0562,003,55,0,*,7,12.86,1.58,24,0.60,2.39,16,13
02,Baja California,001,Ensenada,0001,Ensenada,0562,004,67,0,*,4,9.90,2,29,0.71,2.91,11,31
02,Baja California,001,Ensenada,0001,Ensenada,0562,005,75,0,3,6,10.73,2,28,0.65,3.13,14,16
02,Baja California,001,Ensenada,0001,Ensenada,0562,006,43,*,*,5,11.87,1.89,19,0.61,2.53,11,13
02,Baja California,001,Ensenada,0001,Ensenada,0562,007,70,4,3,6,11.62,2.07,34,0.56,2.59,20,16
02,Baja California,001,Ensenada,0001,Ensenada,0562,008,54,*,*,7,11.93,1.64,15,0.59,3.60,12,18
02,Baja California,001,Ensenada,0001,Ensenada,0562,009,79,*,3,8,11.38,2.06,34,0.66,3.16,13,29
02,Baja California,001,Ensenada,0001,Ensenada,0562,012,44,*,0,5,12.27,2.59,16,0.55,3.14,8,12
02,Baja California,001,Ensenada,0001,Ensenada,0562,013,29,0,0,14,10.96,2.80,14,0.39,2.42,8,10
02,Baja California,001,Ensenada,0001,Ensenada,0562,014,45,*,3,11,12.36,2.21,19,0.56,2.81,10,6
02,Baja California,001,Ensenada,0001,Ensenada,0562,015,57,*,3,*,12.30,1.31,21,0.75,3.35,11,15
02,Baja California,001,Ensenada,0001,Ensenada,0562,016,57,3,*,8,10.69,2.08,21,0.58,2.85,11,12
02,Baja California,001,Ensenada,0001,Ensenada,0562,017,41,4,*,8,12.48,1.65,19,0.54,2.73,8,17
02,Baja California,001,Ensenada,0001,Ensenada,0562,018,69,0,3,5,11.20,2.08,27,0.82,3.83,11,8
02,Baja California,001,Ensenada,0001,Ensenada,0562,019,106,3,*,55,8.08,1.89,35,0.65,2.50,15,60
02,Baja California,001,Ensenada,0001,Ensenada,0562,020,14,0,*,*,12.89,2,4,0.48,3.50,4,5
02,Baja California,001,Ensenada,0001,Ensenada,0562,021,22,*,0,5,13.10,2.82,12,0.47,2.20,9,4
02,Baja California,001,Ensenada,0001,Ensenada,0562,022,45,3,4,6,11.75,1.50,23,0.74,2.65,7,13
02,Baja California,001,Ensenada,0001,Ensenada,0562,023,53,4,*,4,10.91,1.85,27,0.65,2.79,9,21
02,Baja California,001,Ensenada,0001,Ensenada,0562,024,54,*,4,3,13.73,2,14,0.60,3.86,12,8
02,Baja California,001,Ensenada,0001,Ensenada,0562,025,78,*,*,7,12.18,1.63,32,0.61,2.79,17,21
02,Baja California,001,Ensenada,0001,Ensenada,0562,026,101,0,0,9,9.70,1.20,20,0.49,2.36,8,20
02,Baja California,001,Ensenada,0001,Ensenada,0562,027,63,*,*,4,12.20,1.67,37,0.74,2.74,18,26
02,Baja California,001,Ensenada,0001,Ensenada,0562,028,115,*,5,6,13.55,1.66,50,0.60,2.72,25,40
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0577,000,1199,40,39,181,13.18,1.63,604,0.54,2.64,329,407
02,Baja California,001,Ensenada,0001,Ensenada,0577,001,11,0,0,3,12.11,1,9,0.38,2.20,3,*
02,Baja California,001,Ensenada,0001,Ensenada,0577,002,37,3,*,3,14.07,1.22,18,0.53,2.64,12,10
02,Baja California,001,Ensenada,0001,Ensenada,0577,003,39,*,0,5,14.03,1.40,25,0.60,2.05,12,12
02,Baja California,001,Ensenada,0001,Ensenada,0577,004,34,*,*,7,13.41,2.47,15,0.46,2.83,8,14
02,Baja California,001,Ensenada,0001,Ensenada,0577,005,106,0,5,16,13.22,1.62,69,0.48,2.26,39,52
02,Baja California,001,Ensenada,0001,Ensenada,0577,008,41,*,*,*,14.24,1.47,19,0.52,2.56,12,10
02,Baja California,001,Ensenada,0001,Ensenada,0577,009,103,3,*,11,12.55,1.56,43,0.60,2.86,23,32
02,Baja California,001,Ensenada,0001,Ensenada,0577,010,34,3,0,7,12.07,2.07,18,0.52,2.83,8,9
02,Baja California,001,Ensenada,0001,Ensenada,0577,011,27,*,*,7,13.74,1.42,11,0.49,2.70,6,4
02,Baja California,001,Ensenada,0001,Ensenada,0577,012,22,0,0,14,13,0.28,6,0.32,2,3,15
02,Baja California,001,Ensenada,0001,Ensenada,0577,013,34,0,*,13,10.59,1.78,12,0.55,3.09,5,21
02,Baja California,001,Ensenada,0001,Ensenada,0577,014,32,*,*,6,12.54,2.18,15,0.49,2.91,8,8
02,Baja California,001,Ensenada,0001,Ensenada,0577,015,25,0,*,*,12.65,2.20,11,0.51,2.78,7,6
02,Baja California,001,Ensenada,0001,Ensenada,0577,016,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0577,017,34,*,3,9,14.59,1.94,14,0.57,2.83,11,12
02,Baja California,001,Ensenada,0001,Ensenada,0577,018,30,*,*,*,15.38,1.55,17,0.51,2.50,8,10
02,Baja California,001,Ensenada,0001,Ensenada,0577,019,37,*,*,3,14.07,1.95,17,0.59,3.08,11,4
02,Baja California,001,Ensenada,0001,Ensenada,0577,020,31,0,0,8,10.81,2.25,13,0.55,3.10,6,13
02,Baja California,001,Ensenada,0001,Ensenada,0577,021,55,*,*,14,12.16,2.18,26,0.54,2.39,13,26
02,Baja California,001,Ensenada,0001,Ensenada,0577,022,12,*,*,3,10.50,2.71,6,0.44,2.40,4,*
02,Baja California,001,Ensenada,0001,Ensenada,0577,023,15,0,0,5,13.57,2.89,8,0.27,2.14,5,7
02,Baja California,001,Ensenada,0001,Ensenada,0577,024,28,*,*,6,12.48,1.62,24,0.43,2.55,8,9
02,Baja California,001,Ensenada,0001,Ensenada,0577,025,58,*,*,8,10.96,2.04,21,0.64,2.90,10,10
02,Baja California,001,Ensenada,0001,Ensenada,0577,026,31,0,0,4,13.71,1.50,10,0.63,3.44,8,10
02,Baja California,001,Ensenada,0001,Ensenada,0577,027,58,4,4,*,13.14,1.77,31,0.62,2.90,16,22
02,Baja California,001,Ensenada,0001,Ensenada,0577,028,12,0,0,4,9.42,1,6,0.44,2.40,3,4
02,Baja California,001,Ensenada,0001,Ensenada,0577,029,111,3,3,4,14.29,1.38,47,0.62,2.78,32,35
02,Baja California,001,Ensenada,0001,Ensenada,0577,032,39,*,0,5,14.48,1.74,14,0.64,3.25,11,16
02,Baja California,001,Ensenada,0001,Ensenada,0577,033,11,0,0,0,14.67,0.50,8,0.73,2.20,5,*
02,Baja California,001,Ensenada,0001,Ensenada,0577,034,14,0,0,*,15.08,0.60,8,0.56,2.33,6,*
02,Baja California,001,Ensenada,0001,Ensenada,0577,035,7,*,*,*,*,*,7,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0577,036,12,*,0,0,15.30,1,8,0.52,2.40,4,4
02,Baja California,001,Ensenada,0001,Ensenada,0577,037,5,*,*,*,*,*,8,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0577,038,22,0,0,5,13.52,0.67,20,0.46,1.83,7,9
02,Baja California,001,Ensenada,0001,Ensenada,0577,039,32,3,*,4,14.76,1.16,20,0.60,2.46,11,10
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0581,000,1122,26,35,143,12.05,1.89,465,0.62,2.94,251,313
02,Baja California,001,Ensenada,0001,Ensenada,0581,001,29,0,*,7,11.59,2.13,16,0.43,2.42,8,6
02,Baja California,001,Ensenada,0001,Ensenada,0581,002,73,*,4,10,12.41,1.78,32,0.71,2.70,18,23
02,Baja California,001,Ensenada,0001,Ensenada,0581,003,59,*,*,6,10.55,2.07,32,0.66,2.81,11,15
02,Baja California,001,Ensenada,0001,Ensenada,0581,004,23,0,0,3,12.33,1.91,10,0.44,2.30,7,6
02,Baja California,001,Ensenada,0001,Ensenada,0581,005,73,*,*,9,10.66,2.17,29,0.68,3.32,11,18
02,Baja California,001,Ensenada,0001,Ensenada,0581,006,84,5,6,5,12.36,1.61,42,0.87,2.63,20,23
02,Baja California,001,Ensenada,0001,Ensenada,0581,007,58,*,*,11,12.76,2.67,19,0.53,3.22,15,13
02,Baja California,001,Ensenada,0001,Ensenada,0581,008,71,*,*,18,12.35,2.22,28,0.55,2.84,15,21
02,Baja California,001,Ensenada,0001,Ensenada,0581,009,42,*,*,5,12.94,2.36,12,0.57,3.50,9,13
02,Baja California,001,Ensenada,0001,Ensenada,0581,010,52,*,*,8,12.07,2.17,26,0.54,2.74,12,18
02,Baja California,001,Ensenada,0001,Ensenada,0581,011,60,*,0,9,11.72,1.96,29,0.67,3,15,13
02,Baja California,001,Ensenada,0001,Ensenada,0581,012,59,*,0,10,12,1.87,21,0.68,2.95,16,20
02,Baja California,001,Ensenada,0001,Ensenada,0581,013,93,*,4,9,13.64,1.27,38,0.67,2.91,26,23
02,Baja California,001,Ensenada,0001,Ensenada,0581,014,25,0,*,6,11.05,3.14,16,0.50,3.13,6,9
02,Baja California,001,Ensenada,0001,Ensenada,0581,015,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0581,016,45,*,*,*,13.62,1.30,19,0.60,2.81,12,5
02,Baja California,001,Ensenada,0001,Ensenada,0581,017,92,3,4,12,12.58,1.56,29,0.63,3.54,20,30
02,Baja California,001,Ensenada,0001,Ensenada,0581,018,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0581,019,68,*,*,6,11.03,1.74,26,0.62,2.56,7,22
02,Baja California,001,Ensenada,0001,Ensenada,0581,020,24,*,0,4,10.30,1.73,13,0.39,2.67,6,6
02,Baja California,001,Ensenada,0001,Ensenada,0581,022,13,0,*,*,9.60,3.83,4,0.72,3.25,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0581,023,3,*,*,*,*,*,1,*,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0581,025,64,0,*,*,10.26,1.67,18,0.74,3.56,11,26
02,Baja California,001,Ensenada,0001,Ensenada,0581,026,12,0,0,*,14.42,0.89,5,0.63,2.40,3,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0613,000,2004,91,125,102,7.95,2.47,618,1.02,3.78,159,738
02,Baja California,001,Ensenada,0001,Ensenada,0613,001,337,15,20,12,7.39,2.31,96,1.22,4.01,23,147
02,Baja California,001,Ensenada,0001,Ensenada,0613,002,76,4,4,3,7.22,2.59,25,1.15,3.80,7,25
02,Baja California,001,Ensenada,0001,Ensenada,0613,004,91,4,6,3,9.28,2.19,34,0.83,3.14,13,21
02,Baja California,001,Ensenada,0001,Ensenada,0613,005,105,*,7,5,7.51,3.71,37,0.92,3.89,6,41
02,Baja California,001,Ensenada,0001,Ensenada,0613,006,213,8,12,11,8.20,2.11,67,0.88,3.44,18,73
02,Baja California,001,Ensenada,0001,Ensenada,0613,007,148,5,16,11,8.36,2.36,43,0.92,3.89,12,51
02,Baja California,001,Ensenada,0001,Ensenada,0613,008,62,5,6,4,8.59,2.19,22,0.98,3.44,4,8
02,Baja California,001,Ensenada,0001,Ensenada,0613,009,68,0,*,7,9.64,2.38,29,0.77,3.24,8,26
02,Baja California,001,Ensenada,0001,Ensenada,0613,010,68,3,6,3,7.82,2.52,18,1.17,4.53,4,27
02,Baja California,001,Ensenada,0001,Ensenada,0613,013,41,3,*,8,7.70,3.05,16,0.67,2.93,4,18
