index,NOM_LOC,AGEB,MZA,P_TOTAL,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT,P_0A5
5077,Ensenada,9710,1,3209.0,47.0,9.064634146341463,1.930487804878049,1193.0,1.2814634146341464,3.4941463414634146,435.0,1323.0,505.0
5119,Ensenada,9725,1,1625.0,32.0,7.20775,1.811,538.0,1.07575,3.2545,145.0,804.0,157.0
5190,Ensenada,9744,1,114.0,3.0,3.595,1.265,39.0,0.66,1.6,5.0,69.0,12.0
5193,Ensenada,9759,1,198.0,6.0,7.125,2.5549999999999997,46.0,1.54,4.605,9.0,113.0,25.0
5196,Ensenada,9763,1,1271.0,42.0,9.488620689655173,1.6400000000000001,449.0,0.6982758620689655,3.1503448275862067,235.0,448.0,126.0
5226,Ensenada,9778,1,617.0,12.0,9.93857142857143,1.9774999999999998,197.0,0.8014285714285715,3.6107142857142853,121.0,262.0,19.0
5255,Ensenada,9797,1,42.0,3.0,7.96,1.255,15.0,0.98,3.215,8.0,21.0,0.0
5274,Ensenada,9814,1,2705.0,14.0,10.026444444444444,1.5664444444444443,1123.0,0.8157777777777778,3.1326666666666667,392.0,1225.0,470.0
5320,Ensenada,9829,1,69.0,0.0,5.303333333333334,1.2066666666666668,21.0,0.75,2.3666666666666667,0.0,28.0,0.0
5327,Ensenada,9833,1,742.0,6.0,8.356666666666666,1.528888888888889,273.0,1.0611111111111111,3.1555555555555554,51.0,322.0,123.0
5337,Ensenada,9848,1,1554.0,13.0,9.5,1.6788888888888889,658.0,0.9477777777777777,3.3922222222222222,179.0,665.0,239.0
5356,Ensenada,9852,1,998.0,3.0,11.296842105263158,1.4794736842105263,394.0,0.8747368421052633,2.987894736842105,205.0,350.0,166.0
5376,Ensenada,9867,1,796.0,9.0,10.288823529411765,1.6105882352941177,287.0,1.0458823529411765,3.3311764705882356,116.0,275.0,207.0
5394,Ensenada,9871,1,2178.0,18.0,8.794054054054055,1.5713513513513513,887.0,0.9345945945945946,2.8713513513513513,271.0,757.0,411.0
5432,Ensenada,9886,1,174.0,0.0,14.297999999999998,1.42,90.0,0.626,3.3980000000000006,46.0,71.0,20.0
5438,Ensenada,9890,1,19.0,0.0,0.25,0.3125,18.0,0.11,0.29125,0.0,5.0,0.0
5447,Ensenada,9903,1,61.0,0.0,13.56,1.54,26.0,0.9,3.59,10.0,21.0,0.0
