,index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT
844,872,Ensenada,1,Ensenada,0740,4,2.0,3.0,3.0,6.0,10.33,2.6,1.0,0.91,3.79,12.0,18.0
845,873,Ensenada,1,Ensenada,0740,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,874,Ensenada,1,Ensenada,0740,6,15.0,0.0,0.0,3.0,11.31,1.67,6.0,0.45,2.5,5.0,5.0
847,875,Ensenada,1,Ensenada,0740,7,22.0,0.0,0.0,3.0,13.3,1.73,8.0,0.58,3.14,6.0,5.0
848,876,Ensenada,1,Ensenada,0740,8,45.0,0.0,3.0,4.0,9.69,2.06,12.0,0.91,4.67,6.0,4.0
849,877,Ensenada,1,Ensenada,0740,9,81.0,0.0,3.0,13.0,9.88,2.24,32.0,0.6,3.12,13.0,33.0
850,878,Ensenada,1,Ensenada,0740,10,118.0,5.0,5.0,12.0,11.48,2.71,35.0,0.82,4.07,17.0,34.0
851,879,Ensenada,1,Ensenada,0740,11,42.0,5.0,3.0,12.0,10.32,1.72,16.0,0.78,3.23,7.0,19.0
852,880,Ensenada,1,Ensenada,0740,12,48.0,4.0,3.0,11.0,9.53,2.69,20.0,0.62,2.82,9.0,18.0
853,881,Ensenada,1,Ensenada,0740,13,39.0,4.0,3.0,11.0,11.21,1.71,14.0,0.72,3.55,7.0,14.0
854,882,Ensenada,1,Ensenada,0740,14,4.0,4.0,3.0,11.0,11.21,1.71,1.0,0.72,3.55,7.0,14.0
855,883,Ensenada,1,Ensenada,0740,15,31.0,4.0,3.0,5.0,9.74,3.6,14.0,0.79,2.82,5.0,15.0
856,884,Ensenada,1,Ensenada,0740,16,8.0,4.0,0.0,0.0,12.83,1.67,7.0,0.8,2.67,5.0,15.0
857,885,Ensenada,1,Ensenada,0740,17,3.0,4.0,0.0,0.0,12.83,1.67,2.0,0.8,2.67,5.0,15.0
858,886,Ensenada,1,Ensenada,0740,18,18.0,4.0,0.0,3.0,8.93,2.09,10.0,0.62,3.0,5.0,4.0
859,887,Ensenada,1,Ensenada,0740,19,24.0,4.0,0.0,6.0,10.63,3.0,11.0,0.69,2.67,4.0,5.0
860,888,Ensenada,1,Ensenada,0740,20,28.0,4.0,0.0,6.0,12.74,1.91,17.0,0.61,2.33,10.0,11.0
861,889,Ensenada,1,Ensenada,0740,21,60.0,0.0,0.0,5.0,10.27,1.84,26.0,0.66,3.17,13.0,19.0
862,890,Ensenada,1,Ensenada,0740,22,60.0,0.0,0.0,8.0,11.67,1.81,43.0,0.5,2.07,17.0,33.0
863,891,Ensenada,1,Ensenada,0740,23,76.0,0.0,4.0,8.0,11.05,1.81,26.0,0.64,3.17,11.0,30.0
864,892,Ensenada,1,Ensenada,0740,24,95.0,3.0,4.0,11.0,10.94,1.94,32.0,0.75,3.52,19.0,35.0
865,893,Ensenada,1,Ensenada,0740,25,100.0,4.0,3.0,13.0,11.98,2.0,31.0,0.66,3.45,19.0,34.0
866,894,Ensenada,1,Ensenada,0740,27,58.0,0.0,0.0,3.0,10.13,1.92,32.0,0.74,2.52,14.0,25.0
867,895,Ensenada,1,Ensenada,0740,28,81.0,3.0,5.0,6.0,10.05,2.15,35.0,0.81,2.79,9.0,31.0
868,896,Ensenada,1,Ensenada,0740,29,38.0,3.0,0.0,7.0,10.48,2.0,12.0,0.76,3.18,6.0,14.0
869,897,Ensenada,1,Ensenada,0740,30,37.0,3.0,0.0,5.0,7.11,2.06,23.0,1.48,3.7,4.0,19.0
870,898,Ensenada,1,Ensenada,0740,31,38.0,3.0,0.0,6.0,10.0,2.72,19.0,0.84,3.17,4.0,12.0
871,899,Ensenada,1,Ensenada,0740,32,36.0,3.0,0.0,6.0,10.03,2.44,15.0,0.75,3.27,5.0,9.0
872,900,Ensenada,1,Ensenada,0740,33,30.0,3.0,0.0,4.0,10.33,2.33,13.0,0.7,2.5,7.0,6.0
873,901,Ensenada,1,Ensenada,0740,34,72.0,3.0,0.0,7.0,9.87,2.04,30.0,0.81,3.0,12.0,28.0
874,902,Ensenada,1,Ensenada,0740,35,70.0,3.0,3.0,5.0,12.23,1.89,40.0,0.69,3.04,17.0,34.0
875,903,Ensenada,1,Ensenada,0740,36,94.0,3.0,4.0,16.0,11.11,2.04,29.0,0.67,3.36,20.0,46.0
876,904,Ensenada,1,Ensenada,0740,37,72.0,3.0,0.0,11.0,12.0,2.7,30.0,0.6,3.13,14.0,24.0
877,905,Ensenada,1,Ensenada,0740,38,92.0,3.0,3.0,14.0,10.14,2.32,34.0,0.83,3.29,15.0,40.0
878,906,Ensenada,1,Ensenada,0740,39,52.0,0.0,0.0,7.0,11.0,1.45,21.0,0.74,3.25,9.0,19.0
879,907,Ensenada,1,Ensenada,0740,40,74.0,4.0,3.0,5.0,9.29,1.72,37.0,0.73,2.64,10.0,25.0
880,908,Ensenada,1,Ensenada,0740,41,63.0,5.0,3.0,10.0,9.16,2.28,29.0,0.69,2.74,11.0,20.0
881,909,Ensenada,1,Ensenada,0740,42,33.0,5.0,0.0,5.0,9.63,1.74,15.0,0.58,2.75,5.0,8.0
882,910,Ensenada,1,Ensenada,0740,43,30.0,0.0,0.0,3.0,11.22,1.83,19.0,0.73,2.73,6.0,7.0
883,911,Ensenada,1,Ensenada,0740,44,21.0,0.0,0.0,6.0,11.37,2.33,5.0,0.95,4.2,4.0,7.0
884,912,Ensenada,1,Ensenada,0740,45,11.0,0.0,0.0,6.0,14.33,2.8,4.0,0.5,2.67,4.0,4.0
885,913,Ensenada,1,Ensenada,0740,46,33.0,0.0,0.0,5.0,12.31,2.18,11.0,0.61,3.0,9.0,12.0
886,914,Ensenada,1,Ensenada,0740,47,35.0,0.0,0.0,4.0,11.34,2.13,11.0,0.71,3.18,8.0,11.0
887,915,Ensenada,1,Ensenada,0740,48,4.0,0.0,0.0,4.0,11.34,2.13,3.0,0.71,3.18,8.0,11.0
888,916,Ensenada,1,Ensenada,0740,50,91.0,3.0,0.0,10.0,10.37,1.86,34.0,0.8,2.93,12.0,32.0
889,917,Ensenada,1,Ensenada,0740,51,52.0,3.0,3.0,9.0,10.76,1.96,24.0,0.71,2.89,10.0,18.0
890,918,Ensenada,1,Ensenada,0740,52,15.0,0.0,3.0,9.0,9.5,4.17,4.0,0.65,3.75,4.0,18.0
891,919,Ensenada,1,Ensenada,0740,53,49.0,0.0,3.0,9.0,10.49,2.83,24.0,0.61,2.71,9.0,23.0
892,921,Ensenada,1,Ensenada,0755,5,7.0,0.0,3.0,9.0,10.49,2.83,5.0,0.61,2.71,9.0,23.0
893,922,Ensenada,1,Ensenada,0755,6,80.0,6.0,8.0,6.0,8.57,2.3,24.0,1.43,4.21,6.0,22.0
894,923,Ensenada,1,Ensenada,0755,7,78.0,4.0,3.0,10.0,8.15,2.6,35.0,1.05,2.89,6.0,34.0
895,924,Ensenada,1,Ensenada,0755,8,65.0,3.0,3.0,7.0,7.36,2.17,18.0,0.96,3.82,10.0,18.0
896,925,Ensenada,1,Ensenada,0755,11,31.0,3.0,3.0,7.0,8.96,1.88,8.0,1.48,4.43,10.0,13.0
897,926,Ensenada,1,Ensenada,0755,12,63.0,4.0,3.0,4.0,8.43,1.82,20.0,0.98,3.53,4.0,26.0
898,927,Ensenada,1,Ensenada,0755,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,928,Ensenada,1,Ensenada,0755,18,49.0,0.0,6.0,7.0,7.45,2.32,20.0,0.92,3.77,4.0,20.0
900,929,Ensenada,1,Ensenada,0755,19,98.0,5.0,6.0,7.0,8.71,2.0,28.0,0.95,3.92,16.0,30.0
901,930,Ensenada,1,Ensenada,0755,20,54.0,3.0,3.0,13.0,8.51,2.78,22.0,0.76,3.18,9.0,17.0
902,931,Ensenada,1,Ensenada,0755,21,66.0,3.0,3.0,6.0,9.12,1.46,20.0,0.77,3.47,11.0,21.0
903,932,Ensenada,1,Ensenada,0755,23,16.0,0.0,3.0,6.0,2.89,6.0,6.0,1.23,2.67,0.0,10.0
904,933,Ensenada,1,Ensenada,0755,24,28.0,0.0,3.0,3.0,8.38,3.55,12.0,1.08,2.8,0.0,13.0
905,934,Ensenada,1,Ensenada,0755,26,46.0,0.0,0.0,10.0,9.1,2.8,24.0,0.5,2.3,7.0,19.0
906,935,Ensenada,1,Ensenada,0755,27,70.0,3.0,4.0,12.0,10.56,1.78,21.0,0.81,3.89,10.0,19.0
907,936,Ensenada,1,Ensenada,0755,28,50.0,3.0,4.0,5.0,9.14,2.68,17.0,1.0,4.55,7.0,16.0
908,937,Ensenada,1,Ensenada,0755,29,65.0,3.0,0.0,8.0,9.32,2.15,17.0,0.94,4.33,9.0,20.0
909,938,Ensenada,1,Ensenada,0755,30,54.0,5.0,0.0,8.0,7.62,1.91,14.0,1.04,4.64,7.0,5.0
910,939,Ensenada,1,Ensenada,0755,31,50.0,0.0,0.0,3.0,10.8,1.52,17.0,0.62,2.94,9.0,11.0
911,940,Ensenada,1,Ensenada,0755,32,54.0,0.0,0.0,8.0,8.16,2.87,14.0,0.86,3.92,7.0,15.0
912,941,Ensenada,1,Ensenada,0755,33,47.0,3.0,0.0,3.0,10.03,2.63,14.0,0.67,3.62,7.0,17.0
913,942,Ensenada,1,Ensenada,0755,34,73.0,3.0,0.0,4.0,10.18,1.53,20.0,0.86,3.84,10.0,17.0
914,943,Ensenada,1,Ensenada,0755,35,43.0,3.0,0.0,4.0,8.59,2.05,15.0,1.1,3.58,3.0,21.0
915,944,Ensenada,1,Ensenada,0755,37,56.0,3.0,0.0,5.0,8.24,1.6,22.0,0.86,3.29,11.0,12.0
916,945,Ensenada,1,Ensenada,0755,38,74.0,3.0,0.0,8.0,7.75,2.47,27.0,0.79,3.09,11.0,25.0
917,946,Ensenada,1,Ensenada,0755,39,55.0,3.0,4.0,6.0,10.49,1.58,32.0,0.73,2.5,8.0,24.0
918,947,Ensenada,1,Ensenada,0755,40,39.0,3.0,4.0,5.0,9.6,2.41,10.0,0.71,3.9,7.0,8.0
919,948,Ensenada,1,Ensenada,0755,46,80.0,3.0,3.0,6.0,10.75,2.34,26.0,0.75,3.08,11.0,35.0
920,949,Ensenada,1,Ensenada,0755,47,37.0,0.0,0.0,6.0,9.52,2.25,10.0,1.03,4.63,4.0,5.0
921,950,Ensenada,1,Ensenada,0755,48,44.0,0.0,0.0,7.0,8.53,2.5,15.0,0.85,3.67,4.0,18.0
922,951,Ensenada,1,Ensenada,0755,53,30.0,0.0,3.0,0.0,9.89,2.27,10.0,1.15,4.29,3.0,10.0
923,952,Ensenada,1,Ensenada,0755,54,54.0,5.0,4.0,0.0,7.7,3.24,19.0,1.54,4.15,3.0,18.0
924,953,Ensenada,1,Ensenada,0755,55,19.0,0.0,4.0,0.0,7.36,2.71,6.0,1.0,3.8,3.0,11.0
925,954,Ensenada,1,Ensenada,0755,58,40.0,0.0,4.0,3.0,8.21,2.69,16.0,1.0,2.86,5.0,17.0
926,955,Ensenada,1,Ensenada,0755,59,6.0,0.0,4.0,3.0,8.21,2.69,2.0,1.0,2.86,5.0,17.0
927,956,Ensenada,1,Ensenada,0755,60,47.0,0.0,0.0,3.0,7.7,2.78,18.0,1.18,3.13,6.0,16.0
928,957,Ensenada,1,Ensenada,0755,61,85.0,3.0,4.0,3.0,7.95,2.86,22.0,1.19,3.9,6.0,33.0
929,958,Ensenada,1,Ensenada,0755,62,32.0,3.0,0.0,3.0,10.54,1.81,7.0,0.73,4.57,6.0,4.0
930,960,Ensenada,1,Ensenada,076A,1,26.0,3.0,0.0,9.0,10.0,2.5,13.0,0.72,2.6,3.0,8.0
931,961,Ensenada,1,Ensenada,076A,2,24.0,0.0,0.0,6.0,11.05,2.88,10.0,0.45,2.4,5.0,8.0
932,962,Ensenada,1,Ensenada,076A,3,60.0,0.0,0.0,6.0,11.45,1.81,22.0,0.57,2.86,16.0,21.0
933,963,Ensenada,1,Ensenada,076A,4,88.0,0.0,0.0,7.0,11.61,3.42,36.0,0.56,2.44,34.0,41.0
934,964,Ensenada,1,Ensenada,076A,5,69.0,5.0,4.0,8.0,9.75,1.77,32.0,0.59,2.46,17.0,16.0
935,965,Ensenada,1,Ensenada,076A,6,14.0,0.0,0.0,8.0,9.33,1.71,13.0,0.64,1.75,5.0,6.0
936,966,Ensenada,1,Ensenada,076A,7,34.0,0.0,0.0,5.0,9.82,2.44,15.0,0.76,2.83,7.0,20.0
937,967,Ensenada,1,Ensenada,076A,8,18.0,0.0,0.0,9.0,12.31,2.63,11.0,0.44,2.0,4.0,3.0
938,968,Ensenada,1,Ensenada,076A,9,25.0,0.0,0.0,9.0,11.45,2.36,12.0,0.81,2.5,3.0,15.0
939,969,Ensenada,1,Ensenada,076A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,970,Ensenada,1,Ensenada,076A,11,77.0,0.0,4.0,0.0,12.79,0.76,54.0,0.56,2.26,28.0,38.0
941,971,Ensenada,1,Ensenada,076A,12,34.0,0.0,4.0,5.0,11.9,1.88,12.0,0.87,3.09,10.0,3.0
942,972,Ensenada,1,Ensenada,076A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,973,Ensenada,1,Ensenada,076A,14,57.0,0.0,0.0,7.0,11.83,1.81,25.0,0.58,2.48,14.0,8.0
944,974,Ensenada,1,Ensenada,076A,15,104.0,4.0,10.0,11.0,10.87,1.81,45.0,0.62,2.67,26.0,24.0
945,975,Ensenada,1,Ensenada,076A,16,40.0,4.0,10.0,7.0,10.28,1.95,22.0,0.6,2.67,9.0,12.0
946,976,Ensenada,1,Ensenada,076A,17,96.0,4.0,3.0,9.0,12.14,1.73,46.0,0.73,3.0,21.0,32.0
947,977,Ensenada,1,Ensenada,076A,18,53.0,4.0,3.0,6.0,11.14,1.77,19.0,0.73,3.31,10.0,24.0
948,978,Ensenada,1,Ensenada,076A,19,35.0,4.0,0.0,6.0,10.91,1.9,14.0,0.7,2.92,9.0,11.0
949,979,Ensenada,1,Ensenada,076A,21,4.0,4.0,0.0,6.0,10.91,1.9,2.0,0.7,2.92,9.0,11.0
950,980,Ensenada,1,Ensenada,076A,22,20.0,0.0,0.0,6.0,13.06,2.0,8.0,0.41,2.5,7.0,6.0
951,981,Ensenada,1,Ensenada,076A,23,8.0,0.0,0.0,6.0,14.57,2.5,4.0,0.5,2.67,7.0,3.0
952,982,Ensenada,1,Ensenada,076A,24,9.0,0.0,0.0,6.0,15.33,1.83,4.0,0.45,2.25,7.0,3.0
953,983,Ensenada,1,Ensenada,076A,25,66.0,0.0,0.0,4.0,12.36,1.3,27.0,0.59,2.87,20.0,15.0
954,984,Ensenada,1,Ensenada,076A,26,24.0,0.0,0.0,0.0,9.28,1.56,11.0,1.04,2.67,3.0,9.0
955,985,Ensenada,1,Ensenada,076A,27,18.0,0.0,0.0,3.0,12.38,1.27,10.0,0.47,2.0,6.0,3.0
956,986,Ensenada,1,Ensenada,076A,28,40.0,0.0,3.0,14.0,12.83,1.58,22.0,0.47,2.35,13.0,7.0
957,987,Ensenada,1,Ensenada,076A,29,48.0,0.0,3.0,6.0,12.6,2.0,26.0,0.59,2.53,13.0,10.0
958,988,Ensenada,1,Ensenada,076A,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,989,Ensenada,1,Ensenada,076A,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,990,Ensenada,1,Ensenada,076A,33,25.0,0.0,0.0,6.0,12.71,2.33,15.0,0.54,2.5,7.0,7.0
961,991,Ensenada,1,Ensenada,076A,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,992,Ensenada,1,Ensenada,076A,35,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
963,993,Ensenada,1,Ensenada,076A,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,995,Ensenada,1,Ensenada,0789,1,86.0,3.0,0.0,19.0,9.97,2.23,36.0,0.73,2.69,14.0,37.0
965,996,Ensenada,1,Ensenada,0789,2,51.0,3.0,0.0,6.0,10.9,2.29,26.0,0.64,2.68,12.0,11.0
966,997,Ensenada,1,Ensenada,0789,3,81.0,5.0,3.0,7.0,12.09,1.37,32.0,0.81,3.0,13.0,30.0
967,998,Ensenada,1,Ensenada,0789,4,83.0,0.0,4.0,13.0,10.38,2.15,40.0,0.72,3.46,14.0,27.0
968,999,Ensenada,1,Ensenada,0789,5,10.0,0.0,0.0,13.0,8.8,3.2,5.0,0.77,2.5,14.0,4.0
969,1000,Ensenada,1,Ensenada,0789,6,21.0,0.0,0.0,13.0,12.58,1.3,8.0,0.81,3.0,4.0,4.0
970,1001,Ensenada,1,Ensenada,0789,7,78.0,0.0,0.0,8.0,11.97,1.66,39.0,0.67,2.89,17.0,21.0
971,1002,Ensenada,1,Ensenada,0789,8,123.0,9.0,3.0,12.0,11.03,2.14,44.0,0.69,3.0,23.0,33.0
972,1003,Ensenada,1,Ensenada,0789,9,102.0,6.0,6.0,11.0,9.45,2.21,38.0,0.72,3.52,13.0,37.0
973,1004,Ensenada,1,Ensenada,0789,10,56.0,6.0,3.0,9.0,10.03,2.24,22.0,0.53,2.8,13.0,18.0
974,1005,Ensenada,1,Ensenada,0789,11,84.0,6.0,3.0,9.0,11.17,2.12,28.0,0.77,3.5,14.0,21.0
975,1006,Ensenada,1,Ensenada,0789,12,67.0,6.0,3.0,14.0,9.12,2.5,41.0,0.67,2.67,9.0,24.0
976,1007,Ensenada,1,Ensenada,0789,13,78.0,7.0,6.0,7.0,11.14,2.83,35.0,0.7,3.0,15.0,29.0
977,1008,Ensenada,1,Ensenada,0789,14,43.0,0.0,6.0,6.0,10.82,2.04,19.0,0.54,2.87,7.0,15.0
978,1009,Ensenada,1,Ensenada,0789,15,22.0,0.0,0.0,3.0,12.29,2.38,11.0,0.7,2.38,4.0,6.0
979,1010,Ensenada,1,Ensenada,0789,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,1011,Ensenada,1,Ensenada,0789,17,70.0,0.0,6.0,4.0,13.0,1.83,24.0,0.62,3.04,17.0,20.0
981,1012,Ensenada,1,Ensenada,0789,18,89.0,0.0,6.0,12.0,9.27,2.15,31.0,0.79,3.18,12.0,23.0
982,1013,Ensenada,1,Ensenada,0789,19,126.0,6.0,7.0,7.0,11.26,1.39,45.0,0.73,3.15,24.0,25.0
983,1014,Ensenada,1,Ensenada,0789,20,130.0,11.0,7.0,14.0,8.7,3.19,40.0,0.94,3.71,11.0,35.0
984,1015,Ensenada,1,Ensenada,0789,21,109.0,8.0,4.0,7.0,9.42,2.0,44.0,1.12,3.11,14.0,44.0
985,1016,Ensenada,1,Ensenada,0789,22,51.0,8.0,4.0,10.0,8.72,2.09,21.0,0.74,3.19,10.0,19.0
986,1017,Ensenada,1,Ensenada,0789,23,29.0,0.0,4.0,5.0,9.65,2.18,14.0,0.63,2.64,5.0,11.0
987,1018,Ensenada,1,Ensenada,0789,24,83.0,4.0,4.0,6.0,9.86,2.48,24.0,0.8,4.0,10.0,20.0
988,1019,Ensenada,1,Ensenada,0789,25,69.0,3.0,4.0,11.0,7.86,1.93,25.0,0.78,3.45,8.0,17.0
989,1020,Ensenada,1,Ensenada,0789,26,99.0,4.0,6.0,8.0,10.01,2.0,42.0,0.84,3.41,15.0,17.0
990,1021,Ensenada,1,Ensenada,0789,27,57.0,4.0,6.0,12.0,9.74,3.04,28.0,0.64,3.0,8.0,9.0
991,1022,Ensenada,1,Ensenada,0789,28,56.0,3.0,0.0,9.0,11.96,2.11,25.0,0.48,2.8,14.0,19.0
992,1023,Ensenada,1,Ensenada,0789,29,79.0,3.0,0.0,5.0,11.44,1.97,24.0,0.66,3.45,15.0,28.0
993,1024,Ensenada,1,Ensenada,0789,30,27.0,5.0,0.0,0.0,9.83,1.83,19.0,1.29,3.0,15.0,12.0
994,1025,Ensenada,1,Ensenada,0789,31,74.0,5.0,0.0,3.0,12.88,1.41,36.0,0.64,2.96,18.0,21.0
995,1026,Ensenada,1,Ensenada,0789,32,50.0,5.0,0.0,6.0,10.32,1.95,23.0,0.69,2.94,9.0,13.0
996,1027,Ensenada,1,Ensenada,0789,35,74.0,5.0,0.0,12.0,11.57,1.93,23.0,0.62,3.05,12.0,17.0
997,1028,Ensenada,1,Ensenada,0789,36,89.0,5.0,3.0,11.0,9.89,2.29,39.0,0.69,3.3,13.0,10.0
998,1029,Ensenada,1,Ensenada,0789,37,46.0,4.0,3.0,3.0,10.94,1.61,15.0,0.79,3.83,8.0,4.0
999,1030,Ensenada,1,Ensenada,0789,38,45.0,4.0,3.0,6.0,12.4,1.56,16.0,0.69,3.0,9.0,15.0
1000,1031,Ensenada,1,Ensenada,0789,39,64.0,4.0,3.0,8.0,9.24,2.41,24.0,0.77,3.37,6.0,20.0
1001,1032,Ensenada,1,Ensenada,0789,40,1.0,4.0,3.0,8.0,9.24,2.41,1.0,0.77,3.37,6.0,20.0
1002,1033,Ensenada,1,Ensenada,0789,41,43.0,5.0,3.0,4.0,8.67,1.82,19.0,0.68,2.53,11.0,17.0
1003,1034,Ensenada,1,Ensenada,0789,42,65.0,0.0,3.0,7.0,10.76,2.39,25.0,0.61,3.1,13.0,20.0
1004,1035,Ensenada,1,Ensenada,0789,43,44.0,0.0,3.0,7.0,7.7,2.14,18.0,0.61,2.59,9.0,23.0
1005,1036,Ensenada,1,Ensenada,0789,44,58.0,0.0,3.0,7.0,10.06,1.76,21.0,0.79,3.41,7.0,14.0
1006,1037,Ensenada,1,Ensenada,0789,45,5.0,0.0,3.0,7.0,10.06,1.76,2.0,0.79,3.41,7.0,14.0
1007,1038,Ensenada,1,Ensenada,0789,46,61.0,4.0,3.0,8.0,9.69,2.22,27.0,0.88,3.39,7.0,8.0
1008,1040,Ensenada,1,Ensenada,0793,1,91.0,3.0,7.0,6.0,8.49,2.83,25.0,1.11,4.33,7.0,22.0
1009,1041,Ensenada,1,Ensenada,0793,2,43.0,3.0,7.0,5.0,10.91,2.35,17.0,0.66,2.69,8.0,18.0
1010,1042,Ensenada,1,Ensenada,0793,3,25.0,3.0,7.0,5.0,8.5,3.67,13.0,0.66,2.78,4.0,9.0
1011,1043,Ensenada,1,Ensenada,0793,4,101.0,6.0,4.0,6.0,9.49,2.0,37.0,0.78,3.26,15.0,33.0
1012,1044,Ensenada,1,Ensenada,0793,5,102.0,3.0,6.0,4.0,11.17,2.39,40.0,0.78,3.52,17.0,34.0
1013,1045,Ensenada,1,Ensenada,0793,7,52.0,3.0,6.0,6.0,10.84,2.84,18.0,0.87,3.47,10.0,13.0
1014,1046,Ensenada,1,Ensenada,0793,8,55.0,3.0,5.0,6.0,10.25,1.7,17.0,1.02,3.93,6.0,23.0
1015,1047,Ensenada,1,Ensenada,0793,9,43.0,0.0,0.0,4.0,8.87,1.87,17.0,0.7,3.31,6.0,20.0
1016,1048,Ensenada,1,Ensenada,0793,10,56.0,0.0,0.0,3.0,11.07,1.87,18.0,0.75,3.73,9.0,19.0
1017,1049,Ensenada,1,Ensenada,0793,11,91.0,6.0,7.0,8.0,9.16,3.13,27.0,0.9,3.96,13.0,33.0
1018,1050,Ensenada,1,Ensenada,0793,12,62.0,3.0,3.0,5.0,9.76,2.09,25.0,0.73,3.1,9.0,17.0
1019,1051,Ensenada,1,Ensenada,0793,16,60.0,4.0,3.0,5.0,11.37,1.92,18.0,0.9,3.75,10.0,19.0
1020,1052,Ensenada,1,Ensenada,0793,17,16.0,4.0,3.0,5.0,10.25,2.0,6.0,0.89,4.0,10.0,19.0
1021,1053,Ensenada,1,Ensenada,0793,18,47.0,0.0,3.0,6.0,10.62,3.05,15.0,0.8,3.62,7.0,14.0
1022,1054,Ensenada,1,Ensenada,0793,19,70.0,0.0,3.0,11.0,9.34,2.7,22.0,0.68,3.72,12.0,27.0
1023,1055,Ensenada,1,Ensenada,0793,20,73.0,3.0,0.0,6.0,11.65,1.89,26.0,0.72,3.04,12.0,19.0
1024,1056,Ensenada,1,Ensenada,0793,21,45.0,3.0,0.0,5.0,9.5,2.33,13.0,0.96,3.75,6.0,15.0
1025,1057,Ensenada,1,Ensenada,0793,22,56.0,0.0,3.0,5.0,10.76,2.45,17.0,0.71,3.31,10.0,15.0
1026,1058,Ensenada,1,Ensenada,0793,23,58.0,4.0,3.0,4.0,8.21,2.33,17.0,1.16,4.46,6.0,13.0
1027,1059,Ensenada,1,Ensenada,0793,24,65.0,0.0,4.0,5.0,11.4,1.83,23.0,0.83,3.61,12.0,22.0
1028,1060,Ensenada,1,Ensenada,0793,26,65.0,0.0,5.0,3.0,10.02,2.13,19.0,0.88,3.61,10.0,13.0
1029,1061,Ensenada,1,Ensenada,0793,27,33.0,0.0,5.0,4.0,9.08,2.43,11.0,0.7,3.3,6.0,14.0
1030,1062,Ensenada,1,Ensenada,0793,28,50.0,0.0,5.0,8.0,10.93,2.13,19.0,0.74,3.13,5.0,18.0
1031,1063,Ensenada,1,Ensenada,0793,29,4.0,0.0,5.0,8.0,10.93,2.13,6.0,0.74,3.13,5.0,18.0
1032,1064,Ensenada,1,Ensenada,0793,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,1065,Ensenada,1,Ensenada,0793,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,1066,Ensenada,1,Ensenada,0793,33,42.0,0.0,0.0,6.0,9.11,2.5,15.0,0.88,3.0,5.0,15.0
1035,1068,Ensenada,1,Ensenada,0825,1,5.0,0.0,0.0,6.0,9.11,2.5,1.0,0.88,3.0,5.0,15.0
1036,1069,Ensenada,1,Ensenada,0825,2,28.0,0.0,0.0,6.0,14.0,1.8,14.0,0.4,2.33,8.0,15.0
1037,1070,Ensenada,1,Ensenada,0825,3,36.0,0.0,3.0,6.0,14.76,1.64,17.0,0.6,2.75,10.0,7.0
1038,1071,Ensenada,1,Ensenada,0825,4,26.0,0.0,3.0,5.0,14.5,1.7,11.0,0.48,2.89,8.0,9.0
1039,1072,Ensenada,1,Ensenada,0825,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,1073,Ensenada,1,Ensenada,0825,6,11.0,0.0,0.0,0.0,9.5,2.2,8.0,0.79,3.67,3.0,4.0
1041,1074,Ensenada,1,Ensenada,0825,7,36.0,0.0,0.0,20.0,12.82,2.06,8.0,0.67,4.0,5.0,13.0
1042,1075,Ensenada,1,Ensenada,0825,8,7.0,0.0,0.0,20.0,12.82,2.06,4.0,0.67,4.0,5.0,13.0
1043,1076,Ensenada,1,Ensenada,0825,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,1077,Ensenada,1,Ensenada,0825,10,86.0,0.0,0.0,14.0,13.46,1.76,28.0,0.57,3.07,20.0,42.0
1045,1078,Ensenada,1,Ensenada,0825,11,24.0,0.0,0.0,14.0,12.5,1.13,6.0,0.51,4.0,5.0,12.0
1046,1079,Ensenada,1,Ensenada,0825,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,1080,Ensenada,1,Ensenada,0825,13,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1048,1081,Ensenada,1,Ensenada,0825,14,27.0,0.0,0.0,0.0,14.77,1.18,12.0,0.66,2.45,7.0,10.0
