,index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT
1049,1082,Ensenada,1,Ensenada,0825,15,7.0,0.0,0.0,0.0,13.17,1.25,3.0,0.7,2.33,3.0,10.0
1050,1083,Ensenada,1,Ensenada,0825,17,33.0,0.0,0.0,3.0,14.39,2.64,18.0,0.43,2.36,12.0,11.0
1051,1084,Ensenada,1,Ensenada,0825,20,11.0,0.0,0.0,3.0,17.0,2.0,9.0,0.41,2.2,4.0,8.0
1052,1085,Ensenada,1,Ensenada,0825,21,14.0,0.0,0.0,0.0,15.45,0.88,6.0,0.48,2.8,5.0,3.0
1053,1086,Ensenada,1,Ensenada,0825,22,44.0,0.0,0.0,6.0,12.58,2.42,23.0,0.52,2.59,12.0,23.0
1054,1087,Ensenada,1,Ensenada,0825,23,48.0,0.0,0.0,6.0,14.12,2.18,18.0,0.48,2.82,13.0,17.0
1055,1088,Ensenada,1,Ensenada,0825,24,93.0,0.0,0.0,8.0,12.14,1.52,31.0,0.56,3.44,20.0,40.0
1056,1089,Ensenada,1,Ensenada,0825,25,8.0,0.0,0.0,8.0,13.0,3.0,5.0,0.53,2.67,20.0,5.0
1057,1090,Ensenada,1,Ensenada,0825,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,1091,Ensenada,1,Ensenada,0825,27,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1059,1092,Ensenada,1,Ensenada,0825,28,42.0,0.0,0.0,0.0,12.85,1.35,19.0,0.79,3.23,11.0,17.0
1060,1093,Ensenada,1,Ensenada,0825,29,86.0,6.0,0.0,15.0,11.28,3.11,45.0,0.55,2.53,20.0,38.0
1061,1094,Ensenada,1,Ensenada,0825,31,39.0,0.0,3.0,4.0,12.86,2.1,27.0,0.46,2.6,9.0,13.0
1062,1095,Ensenada,1,Ensenada,0825,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,1096,Ensenada,1,Ensenada,0825,33,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1064,1097,Ensenada,1,Ensenada,0825,34,49.0,0.0,0.0,7.0,14.15,1.4,34.0,0.6,2.13,15.0,16.0
1065,1098,Ensenada,1,Ensenada,0825,35,72.0,0.0,3.0,3.0,13.04,1.18,26.0,0.63,3.79,14.0,19.0
1066,1099,Ensenada,1,Ensenada,0825,36,47.0,0.0,3.0,11.0,12.34,2.17,21.0,0.54,2.94,12.0,21.0
1067,1100,Ensenada,1,Ensenada,0825,37,133.0,4.0,4.0,10.0,11.91,1.81,55.0,0.6,3.35,28.0,54.0
1068,1101,Ensenada,1,Ensenada,0825,39,47.0,4.0,4.0,3.0,14.12,1.73,21.0,0.55,2.47,16.0,17.0
1069,1102,Ensenada,1,Ensenada,0825,40,23.0,3.0,0.0,3.0,13.75,1.11,16.0,0.55,2.56,8.0,10.0
1070,1103,Ensenada,1,Ensenada,0825,43,20.0,0.0,0.0,0.0,14.0,1.43,6.0,0.71,3.33,4.0,11.0
1071,1104,Ensenada,1,Ensenada,0825,44,15.0,0.0,0.0,0.0,12.67,1.4,9.0,0.71,2.5,3.0,4.0
1072,1105,Ensenada,1,Ensenada,0825,45,1.0,0.0,0.0,0.0,12.67,1.4,1.0,0.71,2.5,3.0,4.0
1073,1106,Ensenada,1,Ensenada,0825,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,1107,Ensenada,1,Ensenada,0825,47,46.0,0.0,0.0,6.0,12.97,2.38,25.0,0.45,2.88,14.0,23.0
1075,1108,Ensenada,1,Ensenada,0825,48,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1076,1109,Ensenada,1,Ensenada,0825,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,1110,Ensenada,1,Ensenada,0825,50,7.0,0.0,0.0,0.0,13.0,2.8,6.0,0.35,1.75,3.0,4.0
1078,1111,Ensenada,1,Ensenada,0825,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,1112,Ensenada,1,Ensenada,0825,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,1113,Ensenada,1,Ensenada,0825,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,1114,Ensenada,1,Ensenada,0825,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,1115,Ensenada,1,Ensenada,0825,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,1116,Ensenada,1,Ensenada,0825,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,1117,Ensenada,1,Ensenada,0825,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,1118,Ensenada,1,Ensenada,0825,59,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1086,1119,Ensenada,1,Ensenada,0825,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,1120,Ensenada,1,Ensenada,0825,61,59.0,0.0,5.0,3.0,12.57,1.8,25.0,0.65,3.11,16.0,28.0
1088,1121,Ensenada,1,Ensenada,0825,62,14.0,0.0,0.0,3.0,12.85,1.67,4.0,0.64,4.67,16.0,6.0
1089,1122,Ensenada,1,Ensenada,0825,64,8.0,0.0,0.0,4.0,14.5,2.67,8.0,0.25,1.6,3.0,5.0
1090,1123,Ensenada,1,Ensenada,0825,65,30.0,0.0,4.0,4.0,13.04,2.79,10.0,0.56,3.0,8.0,11.0
1091,1124,Ensenada,1,Ensenada,0825,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,1125,Ensenada,1,Ensenada,0825,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,1127,Ensenada,1,Ensenada,083A,1,95.0,7.0,5.0,10.0,12.35,1.65,36.0,0.6,3.06,20.0,47.0
1094,1128,Ensenada,1,Ensenada,083A,2,43.0,7.0,0.0,10.0,12.14,1.85,21.0,0.43,2.69,12.0,15.0
1095,1129,Ensenada,1,Ensenada,083A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,1130,Ensenada,1,Ensenada,083A,4,257.0,22.0,15.0,0.0,11.43,1.74,72.0,0.81,3.84,54.0,218.0
1097,1131,Ensenada,1,Ensenada,083A,5,127.0,5.0,4.0,8.0,13.84,1.67,63.0,0.48,2.76,40.0,47.0
1098,1132,Ensenada,1,Ensenada,083A,6,80.0,4.0,6.0,6.0,14.6,1.44,36.0,0.48,2.67,22.0,33.0
1099,1133,Ensenada,1,Ensenada,083A,7,178.0,5.0,5.0,8.0,13.24,1.48,100.0,0.55,2.41,48.0,83.0
1100,1134,Ensenada,1,Ensenada,083A,9,125.0,6.0,8.0,30.0,8.34,3.02,135.0,0.66,2.65,17.0,27.0
1101,1135,Ensenada,1,Ensenada,083A,10,9.0,0.0,0.0,30.0,10.22,3.0,4.0,0.56,2.25,17.0,27.0
1102,1136,Ensenada,1,Ensenada,083A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,1137,Ensenada,1,Ensenada,083A,12,54.0,0.0,4.0,4.0,14.13,2.84,32.0,0.47,2.7,18.0,13.0
1104,1138,Ensenada,1,Ensenada,083A,13,43.0,0.0,4.0,4.0,13.65,1.33,15.0,0.66,3.31,13.0,12.0
1105,1139,Ensenada,1,Ensenada,083A,14,45.0,0.0,4.0,4.0,13.26,1.48,30.0,0.48,2.25,15.0,17.0
1106,1140,Ensenada,1,Ensenada,083A,15,56.0,0.0,4.0,9.0,12.48,2.73,24.0,0.54,3.29,15.0,16.0
1107,1141,Ensenada,1,Ensenada,083A,16,80.0,0.0,3.0,7.0,12.71,1.76,28.0,0.61,2.96,20.0,25.0
1108,1142,Ensenada,1,Ensenada,083A,17,25.0,0.0,3.0,4.0,12.8,1.93,18.0,0.42,2.08,5.0,14.0
1109,1143,Ensenada,1,Ensenada,083A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,1144,Ensenada,1,Ensenada,083A,19,45.0,3.0,0.0,0.0,9.06,1.85,21.0,0.85,3.75,6.0,15.0
1111,1145,Ensenada,1,Ensenada,083A,20,39.0,0.0,0.0,0.0,13.03,0.94,20.0,0.54,2.44,14.0,18.0
1112,1146,Ensenada,1,Ensenada,083A,24,69.0,0.0,3.0,0.0,9.14,1.83,16.0,0.96,4.6,11.0,54.0
1113,1147,Ensenada,1,Ensenada,083A,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,1148,Ensenada,1,Ensenada,083A,32,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1115,1149,Ensenada,1,Ensenada,083A,36,10.0,0.0,0.0,4.0,10.33,0.5,8.0,0.71,2.5,0.0,0.0
1116,1150,Ensenada,1,Ensenada,083A,38,1.0,0.0,0.0,4.0,10.33,0.5,6.0,0.71,2.5,0.0,0.0
1117,1151,Ensenada,1,Ensenada,083A,40,3.0,0.0,0.0,4.0,10.33,0.5,18.0,0.71,2.5,0.0,0.0
1118,1152,Ensenada,1,Ensenada,083A,42,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1119,1153,Ensenada,1,Ensenada,083A,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,1154,Ensenada,1,Ensenada,083A,44,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1121,1155,Ensenada,1,Ensenada,083A,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,1156,Ensenada,1,Ensenada,083A,46,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1123,1157,Ensenada,1,Ensenada,083A,47,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1124,1158,Ensenada,1,Ensenada,083A,48,10.0,0.0,0.0,3.0,11.7,1.67,7.0,0.67,2.0,5.0,0.0
1125,1159,Ensenada,1,Ensenada,083A,50,3.0,0.0,0.0,3.0,10.0,0.0,7.0,0.27,1.0,0.0,0.0
1126,1160,Ensenada,1,Ensenada,083A,53,66.0,5.0,3.0,0.0,9.58,1.8,16.0,0.9,4.4,6.0,55.0
1127,1161,Ensenada,1,Ensenada,083A,54,62.0,5.0,3.0,0.0,8.19,2.06,16.0,0.89,4.43,7.0,55.0
1128,1162,Ensenada,1,Ensenada,083A,55,59.0,3.0,3.0,0.0,9.47,1.68,16.0,0.87,4.21,9.0,45.0
1129,1163,Ensenada,1,Ensenada,083A,56,15.0,0.0,3.0,0.0,14.8,1.83,6.0,0.6,3.0,5.0,15.0
1130,1164,Ensenada,1,Ensenada,083A,57,48.0,0.0,3.0,0.0,13.5,1.38,13.0,0.79,4.0,10.0,45.0
1131,1165,Ensenada,1,Ensenada,083A,58,114.0,8.0,10.0,0.0,12.47,1.75,33.0,0.75,3.8,25.0,103.0
1132,1166,Ensenada,1,Ensenada,083A,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,1167,Ensenada,1,Ensenada,083A,60,12.0,0.0,0.0,0.0,8.14,1.25,6.0,1.09,2.4,0.0,7.0
1134,1168,Ensenada,1,Ensenada,083A,62,12.0,0.0,0.0,0.0,15.14,2.5,3.0,0.71,4.0,3.0,6.0
1135,1169,Ensenada,1,Ensenada,083A,63,69.0,5.0,4.0,0.0,12.98,1.3,16.0,0.88,4.31,16.0,57.0
1136,1170,Ensenada,1,Ensenada,083A,64,57.0,0.0,5.0,0.0,9.79,1.7,16.0,0.81,4.07,10.0,45.0
1137,1171,Ensenada,1,Ensenada,083A,65,66.0,3.0,3.0,0.0,9.9,1.95,16.0,0.88,4.4,11.0,64.0
1138,1172,Ensenada,1,Ensenada,083A,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,1174,Ensenada,1,Ensenada,0844,1,82.0,0.0,0.0,15.0,11.76,2.22,41.0,0.56,2.65,22.0,28.0
1140,1175,Ensenada,1,Ensenada,0844,2,78.0,0.0,0.0,12.0,12.36,2.43,31.0,0.52,3.0,19.0,29.0
1141,1176,Ensenada,1,Ensenada,0844,3,86.0,0.0,5.0,6.0,12.29,1.57,33.0,0.64,3.07,20.0,20.0
1142,1177,Ensenada,1,Ensenada,0844,4,85.0,3.0,5.0,10.0,12.47,1.78,28.0,0.61,3.27,22.0,29.0
1143,1178,Ensenada,1,Ensenada,0844,5,139.0,11.0,6.0,25.0,12.5,2.29,40.0,0.63,3.56,28.0,48.0
1144,1179,Ensenada,1,Ensenada,0844,6,134.0,4.0,8.0,37.0,10.81,2.28,51.0,0.56,2.79,27.0,44.0
1145,1180,Ensenada,1,Ensenada,0844,7,121.0,4.0,4.0,16.0,12.29,1.78,49.0,0.57,3.27,26.0,43.0
1146,1181,Ensenada,1,Ensenada,0844,8,131.0,4.0,4.0,20.0,11.53,2.06,53.0,0.55,2.91,33.0,52.0
1147,1182,Ensenada,1,Ensenada,0844,9,158.0,4.0,5.0,21.0,11.6,1.96,57.0,0.64,3.04,33.0,58.0
1148,1183,Ensenada,1,Ensenada,0844,10,93.0,5.0,4.0,5.0,12.93,1.41,35.0,0.76,3.0,23.0,38.0
1149,1184,Ensenada,1,Ensenada,0844,11,88.0,4.0,0.0,16.0,12.41,2.02,37.0,0.54,2.93,23.0,24.0
1150,1185,Ensenada,1,Ensenada,0844,12,83.0,0.0,3.0,5.0,12.38,1.71,31.0,0.59,2.96,18.0,33.0
1151,1186,Ensenada,1,Ensenada,0844,13,70.0,0.0,3.0,10.0,13.15,1.64,37.0,0.55,2.33,21.0,17.0
1152,1187,Ensenada,1,Ensenada,0844,14,125.0,6.0,6.0,16.0,12.83,2.59,47.0,0.56,3.21,31.0,40.0
1153,1188,Ensenada,1,Ensenada,0844,15,103.0,3.0,6.0,25.0,12.04,2.21,43.0,0.48,2.71,24.0,44.0
1154,1189,Ensenada,1,Ensenada,0844,16,93.0,3.0,3.0,13.0,13.09,1.85,36.0,0.48,2.91,24.0,33.0
1155,1190,Ensenada,1,Ensenada,0844,17,82.0,4.0,4.0,15.0,11.22,1.65,31.0,0.57,2.92,17.0,25.0
1156,1191,Ensenada,1,Ensenada,0844,18,15.0,4.0,0.0,3.0,12.29,1.5,7.0,0.65,2.14,4.0,6.0
1157,1192,Ensenada,1,Ensenada,0844,19,50.0,4.0,3.0,0.0,10.59,1.05,25.0,1.16,2.78,16.0,4.0
1158,1193,Ensenada,1,Ensenada,0844,20,80.0,4.0,0.0,17.0,13.18,2.5,31.0,0.51,2.86,22.0,24.0
1159,1194,Ensenada,1,Ensenada,0844,21,66.0,4.0,0.0,7.0,11.58,1.96,22.0,0.6,3.3,16.0,22.0
1160,1195,Ensenada,1,Ensenada,0844,22,112.0,4.0,4.0,18.0,13.41,1.83,46.0,0.48,2.67,27.0,35.0
1161,1196,Ensenada,1,Ensenada,0844,23,89.0,4.0,4.0,6.0,14.1,1.21,38.0,0.52,2.7,24.0,25.0
1162,1197,Ensenada,1,Ensenada,0844,24,114.0,3.0,4.0,14.0,13.08,1.83,46.0,0.65,3.26,27.0,41.0
1163,1198,Ensenada,1,Ensenada,0844,25,33.0,3.0,4.0,8.0,11.58,2.71,13.0,0.63,3.0,8.0,13.0
1164,1200,Ensenada,1,Ensenada,0859,1,49.0,3.0,4.0,8.0,9.6,1.71,19.0,0.73,3.29,10.0,24.0
1165,1201,Ensenada,1,Ensenada,0859,2,116.0,3.0,4.0,14.0,10.86,1.95,47.0,0.78,3.22,22.0,41.0
1166,1202,Ensenada,1,Ensenada,0859,3,100.0,5.0,4.0,7.0,10.75,1.98,44.0,0.72,2.78,17.0,32.0
1167,1203,Ensenada,1,Ensenada,0859,4,76.0,3.0,4.0,11.0,11.8,2.17,25.0,0.65,3.17,16.0,13.0
1168,1204,Ensenada,1,Ensenada,0859,5,56.0,3.0,5.0,5.0,13.66,1.72,29.0,0.67,2.95,14.0,23.0
1169,1205,Ensenada,1,Ensenada,0859,6,133.0,8.0,9.0,10.0,9.82,2.25,56.0,0.84,2.96,11.0,46.0
1170,1206,Ensenada,1,Ensenada,0859,7,120.0,6.0,3.0,14.0,9.75,2.61,51.0,0.77,2.93,18.0,44.0
1171,1207,Ensenada,1,Ensenada,0859,8,69.0,6.0,3.0,12.0,10.33,3.14,30.0,0.75,3.0,12.0,32.0
1172,1208,Ensenada,1,Ensenada,0859,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,1209,Ensenada,1,Ensenada,0859,10,66.0,0.0,3.0,0.0,11.36,1.82,30.0,0.68,3.14,15.0,22.0
1174,1210,Ensenada,1,Ensenada,0859,11,85.0,3.0,3.0,18.0,10.97,1.98,32.0,0.65,2.93,18.0,36.0
1175,1211,Ensenada,1,Ensenada,0859,12,81.0,3.0,3.0,11.0,11.88,1.62,36.0,0.65,2.7,20.0,34.0
1176,1212,Ensenada,1,Ensenada,0859,13,69.0,6.0,3.0,7.0,11.06,2.52,29.0,0.92,2.87,12.0,18.0
1177,1213,Ensenada,1,Ensenada,0859,14,96.0,4.0,5.0,3.0,12.23,1.78,36.0,0.68,3.56,18.0,19.0
1178,1214,Ensenada,1,Ensenada,0859,15,79.0,5.0,4.0,7.0,12.25,1.76,37.0,0.55,2.81,18.0,19.0
1179,1215,Ensenada,1,Ensenada,0859,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,1216,Ensenada,1,Ensenada,0859,17,91.0,3.0,3.0,8.0,10.67,1.97,31.0,0.83,3.14,16.0,31.0
1181,1217,Ensenada,1,Ensenada,0859,18,52.0,3.0,3.0,6.0,10.83,1.79,20.0,0.78,3.25,7.0,16.0
1182,1218,Ensenada,1,Ensenada,0859,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,1219,Ensenada,1,Ensenada,0859,20,65.0,3.0,0.0,6.0,9.19,2.67,23.0,0.83,3.61,11.0,15.0
1184,1220,Ensenada,1,Ensenada,0859,21,85.0,3.0,3.0,13.0,9.82,2.47,34.0,0.75,2.93,16.0,28.0
1185,1221,Ensenada,1,Ensenada,0859,22,74.0,3.0,3.0,7.0,11.39,1.76,30.0,0.67,2.62,18.0,18.0
1186,1222,Ensenada,1,Ensenada,0859,24,70.0,3.0,3.0,9.0,12.07,1.76,30.0,0.53,2.8,19.0,26.0
1187,1223,Ensenada,1,Ensenada,0859,25,87.0,4.0,3.0,12.0,11.72,2.07,32.0,0.69,3.24,14.0,22.0
1188,1224,Ensenada,1,Ensenada,0859,26,91.0,7.0,3.0,10.0,10.09,1.94,30.0,0.88,3.37,15.0,22.0
1189,1225,Ensenada,1,Ensenada,0859,27,57.0,7.0,3.0,7.0,12.12,1.86,28.0,0.49,2.28,17.0,19.0
1190,1226,Ensenada,1,Ensenada,0859,28,63.0,4.0,3.0,10.0,12.11,1.77,27.0,0.65,2.73,11.0,24.0
1191,1227,Ensenada,1,Ensenada,0859,29,67.0,0.0,4.0,5.0,11.09,2.44,30.0,0.57,2.9,13.0,17.0
1192,1228,Ensenada,1,Ensenada,0859,30,93.0,0.0,4.0,15.0,10.99,2.14,35.0,0.55,2.9,21.0,30.0
1193,1229,Ensenada,1,Ensenada,0859,31,55.0,0.0,4.0,7.0,11.64,2.03,23.0,0.5,2.89,10.0,21.0
1194,1230,Ensenada,1,Ensenada,0859,32,116.0,0.0,5.0,12.0,12.48,1.82,49.0,0.6,2.83,26.0,44.0
1195,1231,Ensenada,1,Ensenada,0859,33,72.0,0.0,5.0,9.0,12.67,1.94,37.0,0.46,2.38,20.0,33.0
1196,1232,Ensenada,1,Ensenada,0859,34,95.0,0.0,5.0,22.0,12.56,2.46,42.0,0.55,3.15,23.0,37.0
1197,1233,Ensenada,1,Ensenada,0859,35,103.0,5.0,5.0,6.0,13.71,1.76,37.0,0.62,3.36,20.0,31.0
1198,1234,Ensenada,1,Ensenada,0859,36,102.0,4.0,5.0,15.0,12.44,2.52,40.0,0.57,3.0,25.0,36.0
1199,1235,Ensenada,1,Ensenada,0859,37,55.0,0.0,5.0,11.0,12.63,2.1,34.0,0.49,2.39,17.0,27.0
1200,1236,Ensenada,1,Ensenada,0859,38,95.0,0.0,6.0,10.0,13.3,1.81,34.0,0.53,3.29,20.0,28.0
1201,1238,Ensenada,1,Ensenada,0863,1,77.0,4.0,4.0,10.0,10.58,2.84,31.0,0.66,3.21,10.0,27.0
1202,1239,Ensenada,1,Ensenada,0863,2,14.0,4.0,0.0,0.0,13.0,2.33,4.0,1.75,3.5,10.0,5.0
1203,1240,Ensenada,1,Ensenada,0863,3,14.0,0.0,0.0,0.0,10.88,1.25,3.0,1.0,4.67,10.0,5.0
1204,1241,Ensenada,1,Ensenada,0863,4,71.0,0.0,3.0,0.0,12.69,1.81,23.0,0.63,3.74,15.0,23.0
1205,1242,Ensenada,1,Ensenada,0863,5,76.0,4.0,3.0,8.0,12.14,1.83,26.0,0.67,3.17,14.0,23.0
1206,1243,Ensenada,1,Ensenada,0863,6,116.0,6.0,4.0,9.0,10.06,2.04,36.0,0.87,4.0,17.0,32.0
1207,1244,Ensenada,1,Ensenada,0863,7,59.0,6.0,4.0,7.0,10.96,2.58,24.0,0.67,2.81,7.0,14.0
1208,1245,Ensenada,1,Ensenada,0863,8,64.0,6.0,4.0,12.0,9.42,3.39,26.0,0.78,3.37,10.0,22.0
1209,1246,Ensenada,1,Ensenada,0863,9,19.0,6.0,4.0,12.0,10.31,3.17,5.0,1.19,3.8,10.0,5.0
1210,1247,Ensenada,1,Ensenada,0863,10,48.0,3.0,4.0,7.0,10.28,3.05,15.0,0.73,3.69,8.0,12.0
1211,1248,Ensenada,1,Ensenada,0863,11,43.0,0.0,4.0,7.0,11.3,2.2,15.0,0.88,3.58,6.0,7.0
1212,1249,Ensenada,1,Ensenada,0863,12,56.0,4.0,4.0,8.0,10.89,2.65,16.0,0.78,3.5,7.0,13.0
1213,1250,Ensenada,1,Ensenada,0863,13,82.0,9.0,6.0,3.0,11.07,1.82,27.0,0.85,3.57,17.0,24.0
1214,1251,Ensenada,1,Ensenada,0863,14,18.0,0.0,6.0,0.0,13.83,1.43,4.0,1.06,4.5,3.0,4.0
1215,1252,Ensenada,1,Ensenada,0863,15,78.0,0.0,4.0,0.0,12.91,1.38,24.0,0.63,3.71,20.0,17.0
1216,1253,Ensenada,1,Ensenada,0863,16,85.0,3.0,3.0,8.0,10.62,1.88,32.0,0.69,3.27,15.0,42.0
1217,1254,Ensenada,1,Ensenada,0863,17,88.0,3.0,3.0,8.0,9.25,2.37,31.0,0.83,3.38,13.0,23.0
1218,1255,Ensenada,1,Ensenada,0863,18,95.0,3.0,3.0,17.0,10.44,2.97,33.0,0.7,3.17,17.0,38.0
1219,1256,Ensenada,1,Ensenada,0863,19,10.0,3.0,3.0,17.0,10.44,2.97,2.0,0.7,3.17,17.0,38.0
1220,1257,Ensenada,1,Ensenada,0863,20,72.0,3.0,3.0,8.0,11.13,2.41,26.0,0.65,2.88,17.0,30.0
1221,1258,Ensenada,1,Ensenada,0863,21,61.0,5.0,4.0,7.0,10.57,1.93,20.0,0.74,3.59,8.0,13.0
1222,1259,Ensenada,1,Ensenada,0863,22,48.0,5.0,4.0,3.0,11.74,2.1,17.0,0.6,3.43,9.0,10.0
1223,1260,Ensenada,1,Ensenada,0863,23,123.0,4.0,5.0,12.0,9.57,2.15,41.0,0.89,3.42,17.0,43.0
1224,1261,Ensenada,1,Ensenada,0863,25,62.0,3.0,4.0,7.0,8.98,2.22,24.0,0.86,2.7,7.0,17.0
1225,1262,Ensenada,1,Ensenada,0863,26,100.0,6.0,9.0,9.0,10.04,2.52,35.0,0.92,3.46,15.0,21.0
1226,1263,Ensenada,1,Ensenada,0863,27,126.0,5.0,11.0,6.0,9.35,2.04,35.0,1.03,3.82,17.0,43.0
1227,1264,Ensenada,1,Ensenada,0863,28,63.0,5.0,3.0,8.0,11.13,1.96,24.0,0.77,3.0,14.0,17.0
1228,1265,Ensenada,1,Ensenada,0863,29,56.0,4.0,3.0,8.0,11.05,2.55,24.0,0.67,2.67,14.0,16.0
1229,1266,Ensenada,1,Ensenada,0863,30,50.0,4.0,3.0,7.0,10.2,2.0,16.0,0.7,3.13,12.0,27.0
1230,1267,Ensenada,1,Ensenada,0863,31,299.0,13.0,17.0,22.0,11.11,1.98,112.0,0.72,3.18,68.0,105.0
1231,1268,Ensenada,1,Ensenada,0863,32,13.0,0.0,0.0,22.0,8.8,2.2,7.0,0.42,2.0,68.0,5.0
1232,1269,Ensenada,1,Ensenada,0863,33,61.0,0.0,5.0,6.0,9.46,2.31,20.0,0.82,3.21,11.0,23.0
1233,1270,Ensenada,1,Ensenada,0863,34,83.0,0.0,5.0,7.0,12.01,1.84,27.0,0.73,3.77,17.0,24.0
1234,1271,Ensenada,1,Ensenada,0863,35,101.0,0.0,7.0,8.0,10.86,1.9,37.0,0.71,3.48,16.0,35.0
1235,1272,Ensenada,1,Ensenada,0863,36,25.0,0.0,7.0,0.0,9.42,2.63,8.0,1.47,4.17,3.0,7.0
1236,1273,Ensenada,1,Ensenada,0863,37,90.0,5.0,4.0,0.0,12.81,1.4,24.0,0.84,4.29,15.0,23.0
1237,1274,Ensenada,1,Ensenada,0863,38,64.0,5.0,4.0,4.0,9.9,2.17,23.0,0.84,3.2,12.0,20.0
1238,1275,Ensenada,1,Ensenada,0863,39,15.0,5.0,0.0,4.0,10.25,2.6,7.0,0.79,3.0,3.0,6.0
1239,1276,Ensenada,1,Ensenada,0863,40,81.0,3.0,6.0,3.0,11.56,1.71,23.0,0.78,3.52,15.0,16.0
1240,1277,Ensenada,1,Ensenada,0863,41,51.0,0.0,6.0,8.0,11.53,2.3,18.0,0.72,3.4,12.0,16.0
1241,1278,Ensenada,1,Ensenada,0863,42,111.0,4.0,8.0,6.0,10.69,1.88,34.0,0.71,3.27,23.0,33.0
1242,1279,Ensenada,1,Ensenada,0863,46,15.0,4.0,0.0,6.0,9.08,3.6,7.0,0.68,3.0,23.0,11.0
1243,1281,Ensenada,1,Ensenada,0882,1,40.0,4.0,0.0,8.0,12.03,2.05,14.0,0.58,3.08,10.0,15.0
1244,1282,Ensenada,1,Ensenada,0882,2,125.0,4.0,4.0,9.0,11.33,2.18,44.0,0.6,3.47,19.0,47.0
1245,1283,Ensenada,1,Ensenada,0882,3,135.0,6.0,6.0,20.0,10.07,2.38,45.0,0.78,3.21,20.0,51.0
1246,1284,Ensenada,1,Ensenada,0882,5,82.0,6.0,6.0,11.0,8.97,2.59,28.0,0.87,3.9,5.0,29.0
1247,1285,Ensenada,1,Ensenada,0882,6,100.0,4.0,6.0,10.0,8.11,2.56,31.0,0.96,3.57,13.0,26.0
1248,1286,Ensenada,1,Ensenada,0882,7,127.0,5.0,4.0,9.0,10.5,2.59,40.0,0.86,3.97,17.0,40.0
1249,1287,Ensenada,1,Ensenada,0882,8,113.0,5.0,4.0,13.0,11.42,1.94,35.0,0.65,3.53,21.0,40.0
